mesh,intervention_type,interventions_normalized,Completed,Suspended,Terminated,198,199,200,201,202,203,n_gl
infertility,Drug,gonal-fâ®,8,,2,,,2,8,,,10
infertility,Drug,letrozole,6,,,,,1,5,,,6
infertility,Drug,clomiphene citrate,5,,,,,2,3,,,5
infertility,Device,daifert,3,,,,,,3,,,3
infertility,Dietary Supplement,dehydroepiandrosterone,1,,2,,,1,2,,,3
infertility,Drug,follitropin alfa (gonal-f),3,,,,,,3,,,3
infertility,Procedure,control group,2,,1,,,,3,,,3
infertility,Procedure,intrauterine insemination,1,,2,,,,3,,,3
infertility,Biological,corifollitropin alfa,2,,,,,,2,,,2
infertility,Drug,cabergoline,2,,,,,,2,,,2
infertility,Drug,calcium dobesilate,2,,,,,,2,,,2
infertility,Drug,dydrogesterone 30 mg,2,,,,,,2,,,2
infertility,Drug,folitimeâ®,2,,,,,,2,,,2
infertility,Drug,follicle stimulating hormone,1,1,,,,1,1,,,2
infertility,Drug,follitropin delta (fe 999049),2,,,,,,2,,,2
infertility,Drug,fsh,2,,,,,,2,,,2
infertility,Drug,gonal-fâ® rff,2,,,,,,2,,,2
infertility,Drug,gonalefâ® (follitropin alfa),2,,,,,2,,,,2
infertility,Drug,luverisâ®,,,2,,,,2,,,2
infertility,Drug,misoprostol,2,,,,,,2,,,2
infertility,Drug,pergoverisâ®,2,,,,,,2,,,2
infertility,Drug,prednisolone,2,,,,,,2,,,2
infertility,Drug,purified pituitary gonadotropin (fertinorm-pâ®),2,,,,,2,,,,2
infertility,Drug,recombinant fsh,2,,,,,,2,,,2
"infertility, female",Drug,dydrogesterone 30 mg,2,,,,,,2,,,2
"infertility, male",placebo,placebo,2,,,,,,2,,,2
inflammation,placebo,placebo,38,,6,,,15,28,1,,44
inflammation,Drug,dexamethasone,5,,,,,,5,,,5
inflammation,Drug,salsalate,5,,,,,2,3,,,5
inflammation,Drug,loteprednol etabonate,4,,,,,1,3,,,4
inflammation,Drug,mapracorat,3,,1,,,,4,,,4
inflammation,Dietary Supplement,resveratrol,3,,,,,,3,,,3
inflammation,Drug,atorvastatin,1,,2,,,2,1,,,3
inflammation,Drug,bromfenac ophthalmic solution,3,,,,,2,1,,,3
inflammation,Drug,vehicle,2,,1,,,,3,,,3
inflammation,Drug,c1-esterase inhibitor,1,,1,,,,2,,,2
inflammation,Drug,colchicine,2,,,,,1,1,,,2
inflammation,Drug,difluprednate,2,,,,,2,,,,2
inflammation,Drug,isv-303,2,,,,,,2,,,2
inflammation,Drug,iv vancomycin,2,,,,,,2,,,2
inflammation,Drug,loteprednol etabonate gel (bid),2,,,,,,2,,,2
inflammation,Drug,"nepafenac ophthalmic suspension, 0.1%",2,,,,,1,1,,,2
inflammation,Drug,single-dose iv oritavancin diphosphate,2,,,,,,2,,,2
inflammation,Drug,vehicle of loteprednol etabonate,2,,,,,,2,,,2
inflammation,Drug,xg-102,2,,,,,,2,,,2
inflammation,Other,durasite vehicle,2,,,,,,2,,,2
inflammation,placebo,placebo comparator,2,,,,,2,,,,2
inflammation,placebo,placebo vehicle,2,,,,,,2,,,2
inflammatory bowel diseases,Drug,balsalazide disodium,2,,,,,2,,,,2
inflammatory bowel diseases,Drug,group 2 ustekinumab 130 mg,2,,,,,,2,,,2
inflammatory bowel diseases,Drug,group 3: ustekinumab approximately 6 mg,2,,,,,,2,,,2
inflammatory bowel diseases,Drug,group 3: ustekinumab approximately 6 mg/kg,2,,,,,,2,,,2
inflammatory bowel diseases,Drug,kg,2,,,,,,2,,,2
inflammatory bowel diseases,Drug,monofer,2,,,,,,2,,,2
inflammatory bowel diseases,placebo,group 1: placebo,2,,,,,,2,,,2
inflammatory bowel diseases,placebo,placebo,1,,1,,,,2,,,2
inflammatory breast neoplasms,Drug,cyclophosphamide,3,,1,,,2,2,,,4
inflammatory breast neoplasms,Drug,carboplatin,2,,,,,,2,,,2
inflammatory breast neoplasms,Drug,docetaxel,2,,,,,1,1,,,2
inflammatory breast neoplasms,Drug,epirubicin,2,,,,,,2,,,2
inflammatory breast neoplasms,Drug,paclitaxel,1,,1,,,1,1,,,2
inflammatory breast neoplasms,Other,laboratory biomarker analysis,1,,1,,,2,,,,2
inflammatory breast neoplasms,Radiation,radiation therapy,1,,1,,,2,,,,2
influenza in birds,placebo,placebo,2,,,,,,2,,,2
"influenza, human",placebo,placebo,29,,3,,,10,22,,,32
"influenza, human",Drug,oseltamivir,9,,2,,,1,10,,,11
"influenza, human",Biological,fluarix,8,,,,,4,4,,,8
"influenza, human",Biological,fluviralâ®,8,,,,,4,4,,,8
"influenza, human",Biological,fluarixâ„¢,6,,,,,5,1,,,6
"influenza, human",Biological,influenza vaccine,6,,,,,3,3,,,6
"influenza, human",Drug,peramivir,3,,3,,,1,5,,,6
"influenza, human",Biological,gsk investigational vaccine gsk2340272a,5,,,,,,5,,,5
"influenza, human",Biological,trivalent influenza subunit vaccine influvac,5,,,,,2,3,,,5
"influenza, human",Drug,zanamivir,3,,2,,,2,3,,,5
"influenza, human",Biological,asp7374,4,,,,,,4,,,4
"influenza, human",Biological,begrivacâ®,4,,,,,,4,,,4
"influenza, human",Biological,fluarixtm,3,,1,,,,4,,,4
"influenza, human",Biological,flulavalâ® quadrivalent,4,,,,,,4,,,4
"influenza, human",Biological,fluviralâ„¢,4,,,,,2,2,,,4
"influenza, human",Biological,fluzoneâ®,4,,,,,2,2,,,4
"influenza, human",Biological,focetriaâ®,4,,,,,,4,,,4
"influenza, human",Biological,h1n1 influenza vaccine,4,,,,,2,2,,,4
"influenza, human",Biological,havrixâ„¢,4,,,,,,4,,,4
"influenza, human",Biological,infanrix hexaâ„¢,4,,,,,2,2,,,4
"influenza, human",Biological,inflexal v,4,,,,,,4,,,4
"influenza, human",Biological,influenza virus vaccine,4,,,,,3,1,,,4
"influenza, human",Biological,monovalent a,4,,,,,2,2,,,4
"influenza, human",Biological,monovalent a/h1n1 influenza vaccine,4,,,,,2,2,,,4
"influenza, human",Biological,normal saline,4,,,,,,4,,,4
"influenza, human",Biological,quadrivalent influenza vaccine,4,,,,,,4,,,4
"influenza, human",Drug,nitazoxanide,4,,,,,,4,,,4
"influenza, human",placebo,placebo oral capsule,4,,,,,,4,,,4
"influenza, human",Biological,2011,2,,1,,,,3,,,3
"influenza, human",Biological,agrippal s1,3,,,,,,3,,,3
"influenza, human",Biological,hib,3,,,,,2,1,,,3
"influenza, human",Biological,mf59-eh1n1_f,3,,,,,3,,,,3
"influenza, human",Biological,nbp607-qiv,3,,,,,,3,,,3
"influenza, human",Biological,tivf,3,,,,,,3,,,3
"influenza, human",Drug,baloxavir marboxil,3,,,,,,3,,,3
"influenza, human",Biological,acthib,2,,,,,2,,,,2
"influenza, human",Biological,adimflu-v,2,,,,,,2,,,2
"influenza, human",Biological,"adjuvanted cell-derived, inactivated novel swine origin a",2,,,,,2,,,,2
"influenza, human",Biological,"adjuvanted cell-derived, inactivated novel swine origin a/h1n1 monovalent subunit influenza virus vaccine",2,,,,,2,,,,2
"influenza, human",Biological,adjuvanted quadrivalent subunit influenza virus vaccine (aqiv),2,,,,,,2,,,2
"influenza, human",Biological,approved egg-derived tiv,2,,,,,,2,,,2
"influenza, human",Biological,comparator: comvaxâ„¢,2,,,,,2,,,,2
"influenza, human",Biological,ctiv,2,,,,,2,,,,2
"influenza, human",Biological,egg-derived trivalent subunit influenza vaccine (tiv),2,,,,,2,,,,2
"influenza, human",Biological,flu-id 15î¼g,2,,,,,2,,,,2
"influenza, human",Biological,fluadâ®,2,,,,,,2,,,2
"influenza, human",Biological,fluarix quadrivalentâ® influenza virus vaccine,2,,,,,,2,,,2
"influenza, human",Biological,fluarix tetra,2,,,,,,2,,,2
"influenza, human",Biological,fluarixâ„¢ vb,2,,,,,,2,,,2
"influenza, human",Biological,fluarixâ„¢ yb,2,,,,,,2,,,2
"influenza, human",Biological,fluarixâ„¢/influsplit sswâ®,2,,,,,1,1,,,2
"influenza, human",Biological,flublokâ® quadrivalent influenza virus vaccine,2,,,,,,2,,,2
"influenza, human",Biological,flulavalâ„¢ quadrivalent,2,,,,,,2,,,2
"influenza, human",Biological,fluviral,2,,,,,2,,,,2
"influenza, human",Biological,fluzone,2,,,,,2,,,,2
"influenza, human",Biological,fluzoneâ® quadrivalent,2,,,,,,2,,,2
"influenza, human",Biological,"fluzoneâ®, licensed trivalent influenza vaccine (tiv)",2,,,,,,2,,,2
"influenza, human",Biological,"fluzoneâ®: 2010-2011 trivalent inactivated influenza vaccine, no preservative",2,,,,,,2,,,2
"influenza, human",Biological,glaxosmithkline biologicals influsplit sswâ®,2,,,,,2,,,,2
"influenza, human",Biological,"grippolâ® plus, trivalent (victoria lineage)",2,,,,,,2,,,2
"influenza, human",Biological,"grippolâ® plus, trivalent (yamagata lineage)",2,,,,,,2,,,2
"influenza, human",Biological,grippolâ® quadri,2,,,,,,2,,,2
"influenza, human",Biological,gsk biologicals fluarixâ„¢,2,,,,,2,,,,2
"influenza, human",Biological,gsk biologicals haemophilus influenzae type b,2,,,,,2,,,,2
"influenza, human",Biological,gsk bios influenza vaccine gsk2186877a,2,,,,,1,1,,,2
"influenza, human",Biological,h1n1 monovalent subunit influenza virus vaccine,2,,,,,2,,,,2
"influenza, human",Biological,havrixâ„¢ junior,2,,,,,,2,,,2
"influenza, human",Biological,hib-menac,2,,,,,2,,,,2
"influenza, human",Biological,hiberix,2,,,,,2,,,,2
"influenza, human",Biological,il-yang quadrivalent influenza vaccine,2,,,,,,2,,,2
"influenza, human",Biological,inactivated influenza vaccine,2,,,,,1,1,,,2
"influenza, human",Biological,"inactivated, split-virion influenza vaccine",2,,,,,2,,,,2
"influenza, human",Biological,infanrix-ipv,2,,,,,,2,,,2
"influenza, human",Biological,influenza split vaccine,2,,,,,2,,,,2
"influenza, human",Biological,influenza split vaccine of 15 î¼g ha,2,,,,,2,,,,2
"influenza, human",Biological,influenza vaccine gsk2321138a,2,,,,,,2,,,2
"influenza, human",Biological,influenza vaccine gsk2604409a,2,,,,,,2,,,2
"influenza, human",Biological,"influenza virus vaccine (split virion, inactivated)",2,,,,,,2,,,2
"influenza, human",Biological,influenza virus vaccine usp trivalent types a,2,,,,,1,1,,,2
"influenza, human",Biological,influenza virus vaccine(contains preservative),2,,,,,,2,,,2
"influenza, human",Biological,influsplit sswâ®,2,,,,,1,1,,,2
"influenza, human",Biological,influsplit tetraâ„¢ vaccine produced by investigational process (ip),2,,,,,,2,,,2
"influenza, human",Biological,influsplit tetraâ„¢ vaccine produced by licensed process (lp),2,,,,,,2,,,2
"influenza, human",Biological,influsplitâ„¢ tetra (fluarixâ„¢ tetra),2,,,,,,2,,,2
"influenza, human",Biological,intradermal influenza vaccine,2,,,,,1,1,,,2
"influenza, human",Biological,intramuscular influenza vaccine,2,,,,,1,1,,,2
"influenza, human",Biological,nbp607,2,,,,,,2,,,2
"influenza, human",Biological,novartis investigational h5n1 vaccine,2,,,,,,2,,,2
"influenza, human",Biological,novartis seasonal influenza vaccine,2,,,,,,2,,,2
"influenza, human",Biological,pediarix,2,,,,,2,,,,2
"influenza, human",Biological,pneumovaxâ„¢ 23,2,,,,,,2,,,2
"influenza, human",Biological,qivc,2,,,,,,2,,,2
"influenza, human",Biological,quadrivalent influenza vaccine (qiv),2,,,,,,2,,,2
"influenza, human",Biological,"quadrivalent influenza vaccine (split virion, inactivated)",2,,,,,,2,,,2
"influenza, human",Biological,quadrivalent seasonal influenza vaccine gsk2282512a,2,,,,,,2,,,2
"influenza, human",Biological,seasonal influenza vaccine,2,,,,,1,1,,,2
"influenza, human",Biological,siil live attenuated influenza vaccine,2,,,,,,2,,,2
"influenza, human",Biological,tiv,2,,,,,,2,,,2
"influenza, human",Biological,tiv1c,2,,,,,,2,,,2
"influenza, human",Biological,tiv2c,2,,,,,,2,,,2
"influenza, human",Biological,tivc,2,,,,,,2,,,2
"influenza, human",Biological,tritanrix-hepb,2,,,,,2,,,,2
"influenza, human",Biological,tritanrix-hepb/hib-menac,2,,,,,2,,,,2
"influenza, human",Biological,tritanrix-hepb/hiberix,2,,,,,2,,,,2
"influenza, human",Biological,trivalent inactivated influenza vaccine,1,,1,,,,2,,,2
"influenza, human",Biological,trivalent influenza vaccine,2,,,,,,2,,,2
"influenza, human",Biological,trivalent influenza vaccine (contains b,2,,,,,,2,,,2
"influenza, human",Biological,trivalent influenza vaccine (contains b/victoria strain),2,,,,,,2,,,2
"influenza, human",Biological,trivalent influenza vaccine (contains b/yamagata strain),2,,,,,,2,,,2
"influenza, human",Biological,varivax,2,,,,,1,1,,,2
"influenza, human",Biological,victoria strain),2,,,,,,2,,,2
"influenza, human",Biological,yamagata strain),2,,,,,,2,,,2
"influenza, human",Device,binaxnowâ® influenza a & b,,2,,,,2,,,,2
"influenza, human",Device,fluid rapid influenza test,,2,,,,2,,,,2
"influenza, human",Drug,favipiravir,2,,,,,,2,,,2
"influenza, human",Drug,ingavirin,2,,,,,,2,,,2
"influenza, human",placebo,placebo for influenza vaccine,2,,,,,2,,,,2
"influenza, human",placebo,placebo to baloxavir marboxil,2,,,,,,2,,,2
"influenza, human",placebo,placebo to oseltamivir,2,,,,,,2,,,2
insulin resistance,placebo,placebo,18,,1,,,3,16,,,19
insulin resistance,Drug,metformin,5,,1,,,1,5,,,6
insulin resistance,Drug,pioglitazone,2,,1,,,,3,,,3
insulin resistance,Behavioral,dietary restriction,2,,,,,,2,,,2
insulin resistance,Behavioral,exercise training,2,,,,,1,1,,,2
insulin resistance,Dietary Supplement,resveratrol,2,,,,,,2,,,2
insulin resistance,Drug,sitagliptin,2,,,,,,2,,,2
insulin resistance,Drug,vildagliptin,2,,,,,1,1,,,2
intellectual disability,Device,buzzyâ® device,2,,,,,,2,,,2
intervertebral disc degeneration,Device,autograft,3,,,,,2,1,,,3
intervertebral disc degeneration,Device,charitã‰ artificial disc,2,,,,,2,,,,2
intervertebral disc degeneration,Device,prestigeâ® lp cervical disc,2,,,,,2,,,,2
intervertebral disc displacement,Other,physical therapy rehabilitation,2,,,,,,2,,,2
intestinal diseases,placebo,placebo,6,,1,,,4,3,,,7
intestinal diseases,Drug,alvimopan,6,,,,,6,,,,6
intestinal diseases,Drug,lubiprostone,3,,,,,2,1,,,3
intestinal diseases,Device,pillcamâ„¢ (capsule endoscopy) colon 2 capsule,2,,,,,,2,,,2
intestinal diseases,Drug,balsalazide disodium,2,,,,,2,,,,2
intestinal diseases,Drug,buscopanâ® (hyoscine butylbromide),2,,,,,,2,,,2
intestinal diseases,Drug,monofer,2,,,,,,2,,,2
intestinal neoplasms,placebo,placebo,3,,,,,2,1,,,3
intestinal obstruction,placebo,placebo,2,,,,,1,1,,,2
intraabdominal infections,Drug,metronidazole,8,,,,,1,7,,,8
intraabdominal infections,Drug,meropenem,4,,1,,,,5,,,5
intraabdominal infections,Drug,ertapenem,3,,,,,,3,,,3
intraabdominal infections,Drug,amoxicillin,1,,1,,,,2,,,2
intraabdominal infections,Drug,best available therapy,2,,,,,,2,,,2
intraabdominal infections,Drug,duration of treatment : 8 weeks,2,,,,,2,,,,2
intraabdominal infections,Drug,eravacycline,2,,,,,,2,,,2
intraabdominal infections,Drug,"mk0826,",2,,,,,2,,,,2
intraabdominal infections,Drug,"mk0826, /duration of treatment : 8 weeks",2,,,,,2,,,,2
intraabdominal infections,Drug,"moxifloxacin (avelox, bay12-8039)",2,,,,,1,1,,,2
intraabdominal infections,Drug,tigecycline,2,,,,,2,,,,2
intraabdominal infections,placebo,placebo,2,,,,,,2,,,2
intracranial aneurysm,placebo,placebo,2,,,,,,2,,,2
intracranial hypertension,Device,antibiotics-impregnated ventricular catheter (bactisealâ®),2,,,,,2,,,,2
intracranial hypertension,Drug,acetazolamide,1,,1,,,,2,,,2
invasive fungal infections,Drug,posaconazole,4,,,,,1,3,,,4
invasive fungal infections,Drug,isavuconazole,2,,,,,,2,,,2
invasive fungal infections,Drug,voriconazole,2,,,,,,2,,,2
invasive fungal infections,placebo,placebo,1,,1,,,1,1,,,2
iron overload,Drug,deferasirox,6,,1,,,4,3,,,7
iron overload,Drug,amlodipine,2,,,,,,2,,,2
iron overload,Drug,deferiprone,2,,,,,1,1,,,2
iron overload,Procedure,phlebotomy,1,,1,,,,2,,,2
irritable bowel syndrome,placebo,placebo,29,,5,,,5,29,,,34
irritable bowel syndrome,Drug,linaclotide,6,,,,,,6,,,6
irritable bowel syndrome,Drug,plecanatide,3,,,,,,3,,,3
irritable bowel syndrome,Drug,tenapanor,3,,,,,,3,,,3
irritable bowel syndrome,Drug,alosetron,2,,,,,2,,,,2
irritable bowel syndrome,Drug,colperminâ®,2,,,,,,2,,,2
irritable bowel syndrome,Drug,eluxadoline,2,,,,,,2,,,2
irritable bowel syndrome,Drug,ibodutant 10 mg,1,,1,,,,2,,,2
irritable bowel syndrome,Drug,lacteolâ® 340 mg,,,2,,,,2,,,2
irritable bowel syndrome,Drug,mesalazine,2,,,,,1,1,,,2
irritable bowel syndrome,Drug,renzapride,1,,1,,,2,,,,2
irritable bowel syndrome,Drug,rifaximin,2,,,,,2,,,,2
irritable bowel syndrome,Drug,ym060,2,,,,,,2,,,2
irritable bowel syndrome,placebo,matching placebo,2,,,,,,2,,,2
ischemia,placebo,placebo,14,,9,,,8,14,1,,23
ischemia,Drug,aspirin,5,,1,,1,1,3,1,,6
ischemia,Device,neurotheraâ® laser system,4,,,,,2,2,,,4
ischemia,Drug,clopidogrel,1,,2,,,,3,,,3
ischemia,Behavioral,"diet, fat-restricted",2,,,,1,1,,,,2
ischemia,Biological,cells,2,,,,,,2,,,2
ischemia,Device,magnetocardiograph,2,,,,,2,,,,2
ischemia,Device,taxusâ® express2â„¢ paclitaxel eluting coronary stent,2,,,,,2,,,,2
ischemia,Device,xience vâ® everolimus eluting coronary stent,2,,,,,2,,,,2
ischemia,Drug,0.4),2,,,,,2,,,,2
ischemia,Drug,dlbs1033,1,,1,,,,2,,,2
ischemia,Drug,hemospan (mp4ox),2,,,,,2,,,,2
ischemia,Drug,mexidolâ® (ethylmethylhydroxypyridine succinate),2,,,,,,2,,,2
ischemia,Drug,nxy-059,2,,,,,2,,,,2
ischemia,Drug,ranolazine,2,,,,,1,1,,,2
ischemia,Drug,remodulinâ® (treprostinil sodium) injection,,,2,,,2,,,,2
ischemia,Drug,statin,2,,,,,,2,,,2
ischemia,Drug,ticagrelor,2,,,,,,2,,,2
ischemia,Drug,urokinase,,,2,,,1,1,,,2
ischemia,Drug,voluven (hes 130,2,,,,,2,,,,2
ischemia,Drug,voluven (hes 130/0.4),2,,,,,2,,,,2
ischemia,Drug,vorapaxar,1,,1,,,,2,,,2
ischemia,Procedure,control,1,,1,,,1,1,,,2
ischemia,Procedure,coronary artery bypass grafting,2,,,,,,2,,,2
ischemia,Procedure,thrombectomy,1,,1,,,1,1,,,2
"ischemic attack, transient",Device,endotexâ„¢ nexstentâ„¢,2,,,,,2,,,,2
"ischemic attack, transient",Device,filter wire ezâ„¢,2,,,,,2,,,,2
"ischemic attack, transient",Drug,clopidogrel,1,,1,,,,2,,,2
"ischemic attack, transient",Drug,nxy-059,2,,,,,2,,,,2
"ischemic attack, transient",Drug,ticagrelor,2,,,,,,2,,,2
"ischemic attack, transient",Drug,warfarin,2,,,,,,2,,,2
"ischemic attack, transient",placebo,placebo,1,,1,,,,2,,,2
joint diseases,placebo,placebo,3,,,,,2,1,,,3
joint diseases,Device,simplicitiâ„¢ shoulder system,2,,,,,,2,,,2
joint diseases,Drug,tranexamic acid,2,,,,,,2,,,2
joint diseases,Drug,vancomycin,2,,,,,,2,,,2
keloid,Drug,onion extract gel contractubexâ„¢,2,,,,,,2,,,2
keloid,Drug,silicone gel kelo-cortâ„¢;,2,,,,,,2,,,2
keratitis,Drug,dexamethasone,2,,,,,1,1,,,2
keratoconjunctivitis,Drug,1% tavilermide ophthalmic solution,2,,,,,,2,,,2
keratoconjunctivitis,Drug,kpi-121 0.25% ophthalmic suspension,2,,,,,,2,,,2
keratoconjunctivitis,Drug,otx-101 0.09%,2,,,,,,2,,,2
keratoconjunctivitis,Drug,vehicle,2,,,,,,1,1,,2
keratoconjunctivitis,Drug,vehicle of kpi-121 0.25% ophthalmic suspension,2,,,,,,2,,,2
keratoconjunctivitis,placebo,placebo,2,,,,,,2,,,2
keratoconjunctivitis,placebo,placebo ophthalmic solution,2,,,,,,2,,,2
keratoconjunctivitis sicca,placebo,placebo,14,,,,,1,13,,,14
keratoconjunctivitis sicca,Drug,vehicle,6,,2,,,2,5,1,,8
keratoconjunctivitis sicca,Drug,lifitegrast,4,,,,,,4,,,4
keratoconjunctivitis sicca,Drug,"diquafosol tetrasodium ophthalmic solution, 2%",3,,,,,3,,,,3
keratoconjunctivitis sicca,Drug,kct-0809 ophthalmic solution,2,,1,,,,3,,,3
keratoconjunctivitis sicca,Drug,restasis,3,,,,,,3,,,3
keratoconjunctivitis sicca,Device,vismedâ®,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,1% tavilermide ophthalmic solution,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,agn-195263,,,2,,,,2,,,2
keratoconjunctivitis sicca,Drug,carboxymethylcellulose based eye drop formulation a,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,carboxymethylcellulose based preservative-free lubricant eye drops,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,carboxymethylcellulose sodium based eye drops,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,cyclosporine ophthalmic solution,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,diquafosol tetrasodium (ins365) ophthalmic solution,2,,,,,2,,,,2
keratoconjunctivitis sicca,Drug,gentealâ® lubricant gel drops,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,hu007,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,kpi-121 0.25% ophthalmic suspension,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,opc-12759 ophthalmic suspension,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,otx-101 0.09%,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,refresh liquigelâ®,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,refresh optiveâ® gel drops,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,rgn-259,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,systaneâ® gel drops,2,,,,,,2,,,2
keratoconjunctivitis sicca,Drug,vehicle of kpi-121 0.25% ophthalmic suspension,2,,,,,,2,,,2
keratoconjunctivitis sicca,placebo,placebo comparator,2,,,,,,2,,,2
keratoconjunctivitis sicca,placebo,placebo ophthalmic solution,2,,,,,,2,,,2
keratoconus,Device,kxl system,2,,1,,,,3,,,3
keratoconus,Drug,riboflavin ophthalmic solution,2,,1,,,,3,,,3
keratoconus,Drug,riboflavin solution,2,,1,,,,3,,,3
keratoconus,placebo,placebo solution,2,,1,,,,3,,,3
keratoconus,Drug,riboflavin,,,2,,,,2,,,2
keratosis,Drug,vehicle gel,11,,,,,4,7,,,11
keratosis,placebo,placebo,7,,,,,2,5,,,7
keratosis,Drug,vehicle,5,,,,,2,3,,,5
keratosis,Drug,ingenol mebutate (picatoâ®),4,,,,,,4,,,4
keratosis,Drug,zyclaraâ®,4,,,,,,4,,,4
keratosis,Drug,a-101 solution,3,,,,,,3,,,3
keratosis,Drug,imiquimod cream,3,,,,,2,1,,,3
keratosis,Drug,leo 43204 gel,3,,,,,,3,,,3
keratosis,Drug,vehicle cream,3,,,,,1,2,,,3
keratosis,placebo,placebo cream,3,,,,,1,2,,,3
keratosis,placebo,placebo gel,3,,,,,1,2,,,3
keratosis,Drug,5-fluorouracil,1,,1,,,,2,,,2
keratosis,Drug,aldaraâ„¢,2,,,,,2,,,,2
keratosis,Drug,bf-200 ala,2,,,,,2,,,,2
keratosis,Drug,caracâ® (fluorouracil) cream,2,,,,,,2,,,2
keratosis,Drug,diclofenac sodium,2,,,,,,2,,,2
keratosis,Drug,efudexâ®,2,,,,,,2,,,2
keratosis,Drug,generic ingenol mebutate,2,,,,,,2,,,2
keratosis,Drug,imiquimod,2,,,,,1,1,,,2
keratosis,Drug,ingenol mebutate (perrigo),2,,,,,,2,,,2
keratosis,Drug,ingenol mebutate (reference),2,,,,,,2,,,2
keratosis,Drug,kx2-391 ointment 1%,2,,,,,,2,,,2
keratosis,Drug,metvixâ®,2,,,,,,2,,,2
keratosis,Drug,pep005 (ingenol mebutate) gel,2,,,,,2,,,,2
keratosis,Drug,pep005 gel,2,,,,,2,,,,2
keratosis,Drug,vehicle foam,2,,,,,,2,,,2
keratosis,Other,vehicle solution,2,,,,,,2,,,2
keratosis,Procedure,photodynamic therapy,2,,,,,2,,,,2
"keratosis, actinic",Drug,vehicle gel,11,,,,,4,7,,,11
"keratosis, actinic",placebo,placebo,7,,,,,2,5,,,7
"keratosis, actinic",Drug,vehicle,5,,,,,2,3,,,5
"keratosis, actinic",Drug,ingenol mebutate (picatoâ®),4,,,,,,4,,,4
"keratosis, actinic",Drug,zyclaraâ®,4,,,,,,4,,,4
"keratosis, actinic",Drug,a-101 solution,3,,,,,,3,,,3
"keratosis, actinic",Drug,imiquimod cream,3,,,,,2,1,,,3
"keratosis, actinic",Drug,leo 43204 gel,3,,,,,,3,,,3
"keratosis, actinic",Drug,vehicle cream,3,,,,,1,2,,,3
"keratosis, actinic",placebo,placebo cream,3,,,,,1,2,,,3
"keratosis, actinic",placebo,placebo gel,3,,,,,1,2,,,3
"keratosis, actinic",Drug,5-fluorouracil,1,,1,,,,2,,,2
"keratosis, actinic",Drug,aldaraâ„¢,2,,,,,2,,,,2
"keratosis, actinic",Drug,bf-200 ala,2,,,,,2,,,,2
"keratosis, actinic",Drug,caracâ® (fluorouracil) cream,2,,,,,,2,,,2
"keratosis, actinic",Drug,diclofenac sodium,2,,,,,,2,,,2
"keratosis, actinic",Drug,efudexâ®,2,,,,,,2,,,2
"keratosis, actinic",Drug,generic ingenol mebutate,2,,,,,,2,,,2
"keratosis, actinic",Drug,imiquimod,2,,,,,1,1,,,2
"keratosis, actinic",Drug,ingenol mebutate (perrigo),2,,,,,,2,,,2
"keratosis, actinic",Drug,ingenol mebutate (reference),2,,,,,,2,,,2
"keratosis, actinic",Drug,kx2-391 ointment 1%,2,,,,,,2,,,2
"keratosis, actinic",Drug,metvixâ®,2,,,,,,2,,,2
"keratosis, actinic",Drug,pep005 (ingenol mebutate) gel,2,,,,,2,,,,2
"keratosis, actinic",Drug,pep005 gel,2,,,,,2,,,,2
"keratosis, actinic",Drug,vehicle foam,2,,,,,,2,,,2
"keratosis, actinic",Other,vehicle solution,2,,,,,,2,,,2
"keratosis, actinic",Procedure,photodynamic therapy,2,,,,,2,,,,2
"keratosis, seborrheic",Drug,a-101 solution,3,,,,,,3,,,3
"keratosis, seborrheic",Other,vehicle solution,2,,,,,,2,,,2
kidney diseases,placebo,placebo,71,,9,,,17,62,1,,80
kidney diseases,Drug,darbepoetin alfa,21,,2,,,11,12,,,23
kidney diseases,Drug,roxadustat,10,,,,,,10,,,10
kidney diseases,Drug,paricalcitol,7,,1,,,,8,,,8
kidney diseases,Drug,cinacalcet,6,,,,,1,4,1,,6
kidney diseases,Drug,etelcalcetide,6,,,,,,5,1,,6
kidney diseases,Drug,n-acetylcysteine,6,,,,,3,3,,,6
kidney diseases,Drug,asp1585,5,,,,,,5,,,5
kidney diseases,Drug,epoetin alfa,4,,1,,,3,2,,,5
kidney diseases,Drug,ferric citrate,5,,,,,,5,,,5
kidney diseases,Drug,mci-196,5,,,,,2,3,,,5
kidney diseases,Drug,peginesatide,5,,,,,4,1,,,5
kidney diseases,Drug,sevelamer carbonate,4,,1,,,1,4,,,5
kidney diseases,Drug,sodium bicarbonate,4,,1,,,1,4,,,5
