pmid,nct_id,Title,ArticleType,Substance,MeSH,PubDate,Journal,pub_source,ctg_links,Abstract
33599800,NCT04324736,Predictors of hospital discharge and mortality in patients with diabetes and COVID-19: updated results from the nationwide CORONADO study.,"Journal Article|Multicenter Study|Observational Study|Research Support, Non-U.S. Gov't", ,"Aged|Aged, 80 and over|COVID-19|Diabetes Complications|Diabetes Mellitus|Female|Follow-Up Studies|France|Hospital Mortality|Hospitalization|Humans|Length of Stay|Male|Middle Aged|Patient Discharge|Prognosis|Respiration, Artificial|Retrospective Studies|Risk Factors|SARS-CoV-2|NA",2021-03-17,Diabetologia,Abstract,https://clinicaltrials.gov/ct2/show/NCT04324736,3
33603701,NCT04433260,"Early and Mid-Term Implications of the COVID-19 Pandemic on the Physical, Behavioral and Mental Health of Healthcare Professionals: The CoPE-HCP Study Protocol.",Journal Article, , ,2021-02-20,Frontiers in psychology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04433260,1
33608030,NCT04343053,Markers of endothelial and epithelial pulmonary injury in mechanically ventilated COVID-19 ICU patients.,"Journal Article|Research Support, Non-U.S. Gov't","Antigens, Neoplasm|Biomarkers|E-Selectin|ICAM1 protein, human|P-Selectin|SELE protein, human|VCAN protein, human|VPS51 protein, human|Vesicular Transport Proteins|Intercellular Adhesion Molecule-1|Versicans|MOK protein, human|Mitogen-Activated Protein Kinases|NA","Aged|Antigens, Neoplasm|Area Under Curve|Biomarkers|COVID-19|Cohort Studies|E-Selectin|Female|Humans|Intensive Care Units|Intercellular Adhesion Molecule-1|Lung Injury|Male|Middle Aged|Mitogen-Activated Protein Kinases|P-Selectin|Prospective Studies|ROC Curve|Respiration, Artificial|Respiratory Distress Syndrome|Versicans|Vesicular Transport Proteins|NA",2021-03-03,"Critical care (London, England)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04343053,3
33617777,NCT04400838,Single-dose administration and the influence of the timing of the booster dose on immunogenicity and efficacy of ChAdOx1 nCoV-19 (AZD1222) vaccine: a pooled analysis of four randomised trials.,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't",COVID-19 Vaccines|ChAdOx1 COVID-19 vaccine|NA,"Adolescent|Adult|Aged|Antibody Formation|Asymptomatic Infections|COVID-19|COVID-19 Vaccines|Humans|Immunization Schedule|Immunization, Secondary|Middle Aged|Randomized Controlled Trials as Topic|SARS-CoV-2|Young Adult|NA",2021-03-17,"Lancet (London, England)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04400838,5
33617777,NCT04324606,Single-dose administration and the influence of the timing of the booster dose on immunogenicity and efficacy of ChAdOx1 nCoV-19 (AZD1222) vaccine: a pooled analysis of four randomised trials.,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't",COVID-19 Vaccines|ChAdOx1 COVID-19 vaccine|NA,"Adolescent|Adult|Aged|Antibody Formation|Asymptomatic Infections|COVID-19|COVID-19 Vaccines|Humans|Immunization Schedule|Immunization, Secondary|Middle Aged|Randomized Controlled Trials as Topic|SARS-CoV-2|Young Adult|NA",2021-03-17,"Lancet (London, England)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04324606,4
33617777,NCT04444674,Single-dose administration and the influence of the timing of the booster dose on immunogenicity and efficacy of ChAdOx1 nCoV-19 (AZD1222) vaccine: a pooled analysis of four randomised trials.,"Journal Article|Meta-Analysis|Research Support, Non-U.S. Gov't",COVID-19 Vaccines|ChAdOx1 COVID-19 vaccine|NA,"Adolescent|Adult|Aged|Antibody Formation|Asymptomatic Infections|COVID-19|COVID-19 Vaccines|Humans|Immunization Schedule|Immunization, Secondary|Middle Aged|Randomized Controlled Trials as Topic|SARS-CoV-2|Young Adult|NA",2021-03-17,"Lancet (London, England)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04444674,3
33617781,NCT04340921,Delayed-onset myocarditis following COVID-19.,"Letter|Research Support, Non-U.S. Gov't","Biomarkers|RNA, Viral|NA","Adult|Biomarkers|COVID-19|COVID-19 Nucleic Acid Testing|Female|Humans|Magnetic Resonance Imaging|Male|Middle Aged|Myocarditis|RNA, Viral|SARS-CoV-2|Shock, Cardiogenic|Systemic Inflammatory Response Syndrome|Time Factors|Young Adult|NA",2021-04-13,The Lancet. Respiratory medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04340921,1
33621601,NCT04365127,"Progesterone in Addition to Standard of Care vsÂ Standard of Care Alone in the Treatment of Men Hospitalized With Moderate to Severe COVID-19: A Randomized, Controlled Pilot Trial.",Journal Article, , ,2021-04-01,Chest,Abstract,https://clinicaltrials.gov/ct2/show/NCT04365127,1
33625799,NCT04610554,Lung diffusing capacity for nitric oxide and carbon monoxide following mild-to-severe COVID-19.,Journal Article,Nitric Oxide|Carbon Monoxide|NA,"COVID-19|Carbon Monoxide|Female|Humans|Lung|Male|Middle Aged|Nitric Oxide|Pulmonary Diffusing Capacity|Radiography, Thoracic|Respiratory Function Tests|Severity of Illness Index|NA",2021-03-08,Physiological reports,Abstract,https://clinicaltrials.gov/ct2/show/NCT04610554,1
33627169,NCT04424992,Helmet CPAP to treat hypoxic pneumonia outside the ICU: an observational study during the COVID-19 outbreak.,"Journal Article|Observational Study|Research Support, Non-U.S. Gov't", ,"Aged|COVID-19|Continuous Positive Airway Pressure|Disease Outbreaks|Feasibility Studies|Female|Humans|Hypoxia|Intensive Care Units|Male|Middle Aged|Noninvasive Ventilation|Pneumonia, Viral|Treatment Outcome|NA",2021-03-01,"Critical care (London, England)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04424992,1
33627313,NCT04318366,Gastrointestinal mucosal damage in patients with COVID-19 undergoing endoscopy: an international multicentre study.,Journal Article|Multicenter Study, ,"Aged|COVID-19|Colitis, Ischemic|Cross-Sectional Studies|Duodenum|Endoscopy, Gastrointestinal|Female|Gastric Mucosa|Gastrointestinal Hemorrhage|Humans|Male|Middle Aged|Pandemics|Prospective Studies|Risk Factors|SARS-CoV-2|Stomach Ulcer|NA",2021-03-12,BMJ open gastroenterology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04318366,10
33627448,NCT04542915,COVID-19 Prevalence and Related Practices among Dental Hygienists in the United States.,Journal Article, ,COVID-19|Dental Hygienists|Humans|Pandemics|Prevalence|SARS-CoV-2|United States|NA,2021-02-26,Journal of dental hygiene : JDH,Abstract,https://clinicaltrials.gov/ct2/show/NCT04542915,1
33629225,NCT04557046,"A Rapid, High-Sensitivity SARS-CoV-2 Nucleocapsid Immunoassay to Aid Diagnosis of Acute COVID-19 at the Point of Care: A Clinical Performance Study.",Journal Article, , ,2021-05-13,Infectious diseases and therapy,Abstract,https://clinicaltrials.gov/ct2/show/NCT04557046,1
33630747,NCT04502108,"Physical Activity, Nutritional Habits, and Sleeping Behavior in Students and Employees of a Swiss University During the COVID-19 Lockdown Period: Questionnaire Survey Study.",Journal Article, ,Adult|COVID-19|Exercise|Faculty|Feeding Behavior|Female|Humans|Male|Quarantine|Sleep|Students|Surveys and Questionnaires|Switzerland|Universities|Young Adult|NA,2021-04-20,JMIR public health and surveillance,Abstract,https://clinicaltrials.gov/ct2/show/NCT04502108,2
33631066,NCT04320615,Tocilizumab in Hospitalized Patients with Severe Covid-19 Pneumonia.,"Clinical Trial, Phase III|Journal Article|Multicenter Study|Randomized Controlled Trial|Research Support, Non-U.S. Gov't","Antibodies, Monoclonal, Humanized|Receptors, Interleukin-6|tocilizumab|NA","Adult|Aged|Antibodies, Monoclonal, Humanized|COVID-19|Double-Blind Method|Female|Hospital Mortality|Hospitalization|Humans|Infusions, Intravenous|Intensive Care Units|Male|Middle Aged|Receptors, Interleukin-6|Respiration, Artificial|Treatment Failure|NA",2021-04-26,The New England journal of medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04320615,1
33631357,NCT04366050,"RAMIC: Design of a randomized, double-blind, placebo-controlled trial to evaluate the efficacy of ramipril in patients with COVID-19.","Clinical Trial Protocol|Journal Article|Research Support, N.I.H., Extramural",Angiotensin-Converting Enzyme Inhibitors|Biomarkers|Ramipril|NA,"Adult|Angiotensin-Converting Enzyme Inhibitors|Biomarkers|COVID-19|Critical Care|Disease Transmission, Infectious|Double-Blind Method|Female|Humans|Male|Mortality|Ramipril|Randomized Controlled Trials as Topic|Respiration, Artificial|SARS-CoV-2|Treatment Outcome|NA",2021-05-13,Contemporary clinical trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04366050,1
33632171,NCT04377815,"Distorted chemosensory perception and female sex associate with persistent smell and/or taste loss in people with SARS-CoV-2 antibodies: a community based cohort study investigating clinical course and resolution of acute smell and/or taste loss in people with and without SARS-CoV-2 antibodies in London, UK.",Journal Article,"Antibodies, Viral|Immunoglobulin M|NA","Adult|Ageusia|Antibodies, Viral|COVID-19|Cohort Studies|Female|Humans|Immunoglobulin M|London|Male|Middle Aged|Olfaction Disorders|SARS-CoV-2|Sex Factors|Smell|Surveys and Questionnaires|Treatment Outcome|NA",2021-03-10,BMC infectious diseases,Abstract,https://clinicaltrials.gov/ct2/show/NCT04377815,2
33636568,NCT04407260,"The use of oxygen hoods in patients failing on conventional high-flow oxygen delivery systems, the effects on oxygenation, mechanical ventilation and mortality rates in hypoxic patients with COVID-19. A Prospective Controlled Cohort Study.",Journal Article|Randomized Controlled Trial, ,"Adult|Aged|Aged, 80 and over|COVID-19|Equipment Failure|Female|Humans|Hypoxia|Male|Middle Aged|Oxygen Consumption|Oxygen Inhalation Therapy|Pandemics|Prognosis|Prospective Studies|Respiration, Artificial|Survival Rate|Treatment Failure|United States|NA",2021-03-31,Respiratory medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04407260,1
33638057,NCT04719234,Comparison of lung ultrasonography findings with chest computed tomography results in coronavirus (COVID-19) pneumonia.,Comparative Study|Journal Article, ,"COVID-19|Female|Humans|Lung|Male|Middle Aged|Prospective Studies|Tomography, X-Ray Computed|Ultrasonography|NA",2021-05-19,Journal of medical ultrasonics (2001),Abstract,https://clinicaltrials.gov/ct2/show/NCT04719234,1
33647225,NCT04344587,Rationale and Design of the Awake Prone Position for Early Hypoxemia in COVID-19 (APPEX-19) Study Protocol.,Journal Article, , ,2021-03-01,Annals of the American Thoracic Society,Abstract,https://clinicaltrials.gov/ct2/show/NCT04344587,1
33648555,NCT04380909,An internet-based self-help intervention for people with psychological distress due to COVID-19: study protocol for a randomized controlled trial.,Clinical Trial Protocol|Journal Article, ,"Anxiety|COVID-19|Depression|Emotional Regulation|Humans|Internet-Based Intervention|Loneliness|Optimism|Patient Health Questionnaire|Patient Satisfaction|Pessimism|Psychological Distress|Quality of Life|Randomized Controlled Trials as Topic|Resilience, Psychological|SARS-CoV-2|Self Care|Self Efficacy|Self-Management|Stress, Psychological|Suicidal Ideation|NA",2021-03-12,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04380909,1
33648563,NCT04350580,Effect of early treatment with polyvalent immunoglobulin on acute respiratory distress syndrome associated with SARS-CoV-2 infections (ICAR trial): study protocol for a randomized controlled trial.,Clinical Trial Protocol|Journal Article,"Immunoglobulins, Intravenous|Immunologic Factors|NA","Activities of Daily Living|COVID-19|Clinical Trials, Phase III as Topic|Double-Blind Method|Early Medical Intervention|Functional Status|Humans|Immunoglobulins, Intravenous|Immunologic Factors|Intensive Care Units|Length of Stay|Randomized Controlled Trials as Topic|Respiration, Artificial|Respiratory Distress Syndrome|SARS-CoV-2|Survival Rate|NA",2021-03-12,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04350580,1
33648568,NCT04663555,"Effect of dexamethasone in patients with ARDS and COVID-19 - prospective, multi-centre, open-label, parallel-group, randomised controlled trial (REMED trial): A structured summary of a study protocol for a randomised controlled trial.",Clinical Trial Protocol|Letter,Glucocorticoids|Dexamethasone|NA,"COVID-19|Clinical Trials, Phase II as Topic|Dexamethasone|Disease Progression|Dose-Response Relationship, Drug|Equivalence Trials as Topic|Glucocorticoids|Humans|Length of Stay|Multicenter Studies as Topic|Randomized Controlled Trials as Topic|Respiration, Artificial|Respiratory Distress Syndrome|SARS-CoV-2|NA",2021-03-12,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04663555,1
33650967,NCT04549831,Association of Toll-like receptor 7 variants with life-threatening COVID-19 disease in males: findings from a nested case-control study.,"Journal Article|Research Support, Non-U.S. Gov't","TLR7 protein, human|Toll-Like Receptor 7|NA","Adult|COVID-19|Case-Control Studies|Genetic Predisposition to Disease|HEK293 Cells|Humans|Italy|Male|Middle Aged|Polymorphism, Single Nucleotide|SARS-CoV-2|Severity of Illness Index|Toll-Like Receptor 7|NA",2021-04-06,eLife,Abstract,https://clinicaltrials.gov/ct2/show/NCT04549831,1
33654090,NCT04471519,"Immunogenicity and protective efficacy of inactivated SARS-CoV-2 vaccine candidate, BBV152 in rhesus macaques.","Journal Article|Research Support, Non-U.S. Gov't","Antibodies, Neutralizing|Antibodies, Viral|COVID-19 Vaccines|NA","Animals|Antibodies, Neutralizing|Antibodies, Viral|COVID-19 Vaccines|Enzyme-Linked Immunosorbent Assay|Female|Immunohistochemistry|Lymphocytes|Macaca mulatta|Male|Pneumonia|SARS-CoV-2|NA",2021-03-11,Nature communications,Abstract,https://clinicaltrials.gov/ct2/show/NCT04471519,3
33657114,NCT04375098,Early versus deferred anti-SARS-CoV-2 convalescent plasma in patients admitted for COVID-19: A randomized phase II clinical trial.,"Clinical Trial, Phase II|Journal Article|Randomized Controlled Trial|Research Support, Non-U.S. Gov't", ,"Adult|Aged|Aged, 80 and over|COVID-19|Chile|Disease Progression|Early Medical Intervention|Female|Hospital Mortality|Humans|Immunization, Passive|Length of Stay|Male|Middle Aged|Mortality|Respiration, Artificial|Time-to-Treatment|Treatment Outcome|NA",2021-03-11,PLoS medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04375098,2
33662102,NCT04405843,Effect of Ivermectin on Time to Resolution of Symptoms Among Adults With Mild COVID-19: A Randomized Clinical Trial.,"Journal Article|Randomized Controlled Trial|Research Support, Non-U.S. Gov't",Anti-Infective Agents|Ivermectin|NA,Adult|Aged|Anti-Infective Agents|COVID-19|Double-Blind Method|Drug Administration Schedule|Female|Humans|Ivermectin|Male|Middle Aged|Patient Acuity|SARS-CoV-2|Time Factors|Treatment Failure|NA,2021-04-19,JAMA,Abstract,https://clinicaltrials.gov/ct2/show/NCT04405843,1
33664279,NCT04411576,Antibodies to SARS-CoV-2 and risk of past or future sick leave.,"Journal Article|Research Support, Non-U.S. Gov't","Antibodies, Viral|NA","Adult|Antibodies, Viral|COVID-19|Female|Follow-Up Studies|Humans|Male|Middle Aged|SARS-CoV-2|Sick Leave|Sweden|NA",2021-03-12,Scientific reports,Abstract,https://clinicaltrials.gov/ct2/show/NCT04411576,2
33665371,NCT04318431,Assessment of SARS-CoV-2 infection by Reverse transcription-PCR and serology in the Paris area: a cross-sectional study.,Journal Article, , ,2021-03-06,BMJ paediatrics open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04318431,1
33666246,NCT04323787,Healthcare disparities among anticoagulation therapies for severe COVID-19 patients in the multi-site VIRUS registry.,Journal Article, , ,2021-05-27,Journal of medical virology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04323787,2
33668011,NCT04471701,Association Between Smoking and SARS-CoV-2 Infection: Cross-sectional Study of the EPICOVID19 Internet-Based Survey.,Journal Article|Observational Study, ,Adult|COVID-19|Cross-Sectional Studies|Female|Humans|Internet|Italy|Male|Middle Aged|Smoking|Surveys and Questionnaires|NA,2021-05-03,JMIR public health and surveillance,Abstract,https://clinicaltrials.gov/ct2/show/NCT04471701,3
33673929,NCT04351152,Clinical Benefit of Lenzilumab in Cases of Coronavirus Disease 2019.,Letter|Comment,"Antibodies, Monoclonal, Humanized|Granulocyte-Macrophage Colony-Stimulating Factor|lenzilumab|NA","Antibodies, Monoclonal, Humanized|COVID-19|Cohort Studies|Granulocyte-Macrophage Colony-Stimulating Factor|Humans|SARS-CoV-2|NA",2021-03-11,Mayo Clinic proceedings,Abstract,https://clinicaltrials.gov/ct2/show/NCT04351152,3
33675247,NCT04393818,Effect of a mobile-based intervention on mental health in frontline healthcare workers against COVID-19: Protocol for a randomized controlled trial.,Journal Article, , ,2021-05-17,Journal of advanced nursing,Abstract,https://clinicaltrials.gov/ct2/show/NCT04393818,2
33676590,NCT04327388,"Sarilumab in patients admitted to hospital with severe or critical COVID-19: a randomised, double-blind, placebo-controlled, phase 3 trial.","Clinical Trial, Phase III|Journal Article|Randomized Controlled Trial|Research Support, Non-U.S. Gov't","Antibodies, Monoclonal, Humanized|Immunologic Factors|Receptors, Interleukin-6|sarilumab|NA","Antibodies, Monoclonal, Humanized|COVID-19|Critical Care|Cytokine Release Syndrome|Dose-Response Relationship, Drug|Drug Monitoring|Female|Humans|Immunologic Factors|International Cooperation|Male|Middle Aged|Mortality|Receptors, Interleukin-6|Respiratory Distress Syndrome|SARS-CoV-2|Severity of Illness Index|Treatment Outcome|NA",2021-05-13,The Lancet. Respiratory medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04327388,1
33681731,NCT04354428,Hydroxychloroquine with or without azithromycin for treatment of early SARS-CoV-2 infection among high-risk outpatient adults: A randomized clinical trial.,Journal Article, , ,2021-04-02,EClinicalMedicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04354428,1
33682678,NCT04357366,An open label trial of anakinra to prevent respiratory failure in COVID-19.,"Clinical Trial|Journal Article|Research Support, Non-U.S. Gov't","Anti-Inflammatory Agents|Antigens, CD|Antigens, Differentiation, Myelomonocytic|CD163 antigen|Interleukin 1 Receptor Antagonist Protein|Interleukin-6|Receptors, Cell Surface|Receptors, Urokinase Plasminogen Activator|Interleukin-10|NA","Aged|Aged, 80 and over|Anti-Inflammatory Agents|Antigens, CD|Antigens, Differentiation, Myelomonocytic|COVID-19|Female|Humans|Incidence|Injections, Subcutaneous|Interleukin 1 Receptor Antagonist Protein|Interleukin-10|Interleukin-6|Male|Middle Aged|Receptors, Cell Surface|Receptors, Urokinase Plasminogen Activator|Respiration, Artificial|Respiratory Insufficiency|SARS-CoV-2|Standard of Care|Treatment Outcome|NA",2021-04-14,eLife,Abstract,https://clinicaltrials.gov/ct2/show/NCT04357366,1
33683342,NCT04385017,Heterogeneous NLRP3 inflammasome signature in circulating myeloid cells as a biomarker of COVID-19 severity.,"Journal Article|Research Support, Non-U.S. Gov't","Biomarkers|Inflammasomes|NLR Family, Pyrin Domain-Containing 3 Protein|NLRP3 protein, human|NA","Biomarkers|COVID-19|Case-Control Studies|Humans|Inflammasomes|Middle Aged|Myeloid Cells|NLR Family, Pyrin Domain-Containing 3 Protein|Prospective Studies|SARS-CoV-2|NA",2021-03-16,Blood advances,Abstract,https://clinicaltrials.gov/ct2/show/NCT04385017,1
33685502,NCT04499677,Early antiviral treatment in outpatients with COVID-19 (FLARE): a structured summary of a study protocol for a randomised controlled trial.,Clinical Trial Protocol|Letter,Amides|Antiviral Agents|Drug Combinations|Pyrazines|lopinavir-ritonavir drug combination|Lopinavir|favipiravir|Ritonavir|NA,"Ambulatory Care|Amides|Antiviral Agents|COVID-19|Clinical Trials, Phase II as Topic|Double-Blind Method|Drug Combinations|Drug Therapy, Combination|Early Medical Intervention|Humans|Lopinavir|Pyrazines|Randomized Controlled Trials as Topic|Ritonavir|SARS-CoV-2|United Kingdom|Viral Load|NA",2021-03-18,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04499677,1
33688640,NCT04362176,Passive Immunity Trial for Our Nation (PassITON): study protocol for a randomized placebo-control clinical trial evaluating COVID-19 convalescent plasma in hospitalized adults.,Preprint, , ,2021-03-30,Research square,Abstract,https://clinicaltrials.gov/ct2/show/NCT04362176,2
33689985,NCT04636294,Follow-up testing of borderline SARS-CoV-2 patients by rRT-PCR allows early diagnosis of COVID-19.,Journal Article, ,COVID-19|COVID-19 Testing|Early Diagnosis|Follow-Up Studies|Humans|Real-Time Polymerase Chain Reaction|Retrospective Studies|SARS-CoV-2|NA,2021-05-18,Diagnostic microbiology and infectious disease,Abstract,https://clinicaltrials.gov/ct2/show/NCT04636294,1
33691765,NCT04362085,Coagulopathy of hospitalised COVID-19: A Pragmatic Randomised Controlled Trial of Therapeutic Anticoagulation versus Standard Care as a Rapid Response to the COVID-19 Pandemic (RAPID COVID COAG - RAPID Trial): A structured summary of a study protocol for a randomised controlled trial.,Clinical Trial Protocol|Letter,"Anticoagulants|Fibrin Fibrinogen Degradation Products|Heparin, Low-Molecular-Weight|fibrin fragment D|Heparin|NA","Anticoagulants|Blood Coagulation Disorders|COVID-19|Clinical Trials, Phase III as Topic|Fibrin Fibrinogen Degradation Products|Heparin|Heparin, Low-Molecular-Weight|Hospitalization|Humans|Intensive Care Units|Noninvasive Ventilation|Pragmatic Clinical Trials as Topic|Randomized Controlled Trials as Topic|Respiration, Artificial|SARS-CoV-2|NA",2021-03-18,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04362085,2
33694071,NCT04342806,Impact of the Early Phase of the COVID-19 Pandemic on US Healthcare Workers: Results from the HERO Registry.,"Journal Article|Research Support, Non-U.S. Gov't", ,Adult|COVID-19|Cross-Sectional Studies|Female|Health Personnel|Humans|Male|Pandemics|Registries|SARS-CoV-2|NA,2021-05-21,Journal of general internal medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04342806,1
33704352,NCT04436276,Immunogenicity of the Ad26.COV2.S Vaccine for COVID-19.,"Clinical Trial, Phase I|Comparative Study|Journal Article|Randomized Controlled Trial|Research Support, N.I.H., Extramural","Antibodies, Neutralizing|Antibodies, Viral|COVID-19 Vaccines|NA","Adult|Antibodies, Neutralizing|Antibodies, Viral|COVID-19|COVID-19 Vaccines|Double-Blind Method|Female|Humans|Immunity, Cellular|Immunity, Humoral|Immunogenicity, Vaccine|Male|Middle Aged|Vaccine Potency|Young Adult|NA",2021-05-03,JAMA,Abstract,https://clinicaltrials.gov/ct2/show/NCT04436276,3
33705727,NCT04471519,"Safety and immunogenicity of an inactivated SARS-CoV-2 vaccine, BBV152: interim results from a double-blind, randomised, multicentre, phase 2 trial, and 3-month follow-up of a double-blind, randomised phase 1 trial.",Journal Article, , ,2021-03-11,The Lancet. Infectious diseases,Abstract,https://clinicaltrials.gov/ct2/show/NCT04471519,3
33707061,NCT04405076,A preliminary report of a randomized controlled phase 2 trial of the safety and immunogenicity of mRNA-1273 SARS-CoV-2 vaccine.,"Clinical Trial, Phase II|Journal Article|Randomized Controlled Trial|Research Support, N.I.H., Extramural","Antibodies, Viral|COVID-19 Vaccines|RNA, Messenger|Vaccines|NA","Adolescent|Adult|Antibodies, Viral|COVID-19|COVID-19 Vaccines|Double-Blind Method|Humans|Immunization, Passive|Immunogenicity, Vaccine|RNA, Messenger|SARS-CoV-2|Vaccines|NA",2021-05-06,Vaccine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04405076,1
33709945,NCT04331171,A Self-Assessment Web-Based App to Assess Trends of the COVID-19 Pandemic in France: Observational Study.,Journal Article|Observational Study, ,COVID-19|France|Humans|Internet|Mobile Applications|Pandemics|SARS-CoV-2|Self-Assessment|Triage|NA,2021-04-07,Journal of medical Internet research,Abstract,https://clinicaltrials.gov/ct2/show/NCT04331171,3
33712920,NCT04420806,Detraining Effects on Musculoskeletal Parameters in Early Postmenopausal Osteopenic Women: 3-Month Follow-Up of the Randomized Controlled ACTLIFE Study.,Journal Article, , ,2021-03-16,Calcified tissue international,Abstract,https://clinicaltrials.gov/ct2/show/NCT04420806,1
33715160,NCT04546581,Brief report: Production of anti-SARS-CoV-2 hyperimmune globulin from convalescent plasma.,Journal Article, , ,2021-03-22,Transfusion,Abstract,https://clinicaltrials.gov/ct2/show/NCT04546581,1
33716889,NCT04537858,Comparison Between Conventional Intervention and Non-immersive Virtual Reality in the Rehabilitation of Individuals in an Inpatient Unit for the Treatment of COVID-19: A Study Protocol for a Randomized Controlled Crossover Trial.,Journal Article, , ,2021-03-16,Frontiers in psychology,Abstract,https://clinicaltrials.gov/ct2/show/NCT04537858,1
33723507,NCT04431466,Use of ivermectin in the treatment of Covid-19: A pilot trial.,Journal Article, , ,2021-03-17,Toxicology reports,Abstract,https://clinicaltrials.gov/ct2/show/NCT04431466,1
33725432,NCT04444674,Efficacy of the ChAdOx1 nCoV-19 Covid-19 Vaccine against the B.1.351 Variant.,"Clinical Trial, Phase I|Clinical Trial, Phase II|Journal Article|Multicenter Study|Randomized Controlled Trial|Research Support, Non-U.S. Gov't","Antibodies, Neutralizing|COVID-19 Vaccines|ChAdOx1 COVID-19 vaccine|NA","Adenoviridae|Adolescent|Adult|Antibodies, Neutralizing|COVID-19|COVID-19 Serological Testing|COVID-19 Vaccines|Double-Blind Method|Humans|Immunogenicity, Vaccine|Middle Aged|SARS-CoV-2|South Africa|T-Lymphocytes|Treatment Failure|Vaccine Potency|Young Adult|NA",2021-05-25,The New England journal of medicine,Abstract,https://clinicaltrials.gov/ct2/show/NCT04444674,3
33726804,NCT04475601,"COVIDENZA - A prospective, multicenter, randomized PHASE II clinical trial of enzalutamide treatment to decrease the morbidity in patients with Corona virus disease 2019 (COVID-19): a structured summary of a study protocol for a randomised controlled trial.",Clinical Trial Protocol|Letter,Antiviral Agents|Phenylthiohydantoin|enzalutamide|NA,"Antiviral Agents|COVID-19|Clinical Trials, Phase II as Topic|Female|Host-Pathogen Interactions|Humans|Male|Middle Aged|Multicenter Studies as Topic|Phenylthiohydantoin|Prospective Studies|Randomized Controlled Trials as Topic|SARS-CoV-2|Sweden|Time Factors|Treatment Outcome|Virus Internalization|NA",2021-03-25,Trials,Abstract,https://clinicaltrials.gov/ct2/show/NCT04475601,1
33726819,NCT04534569,Expert consensus statements for the management of COVID-19-related acute respiratory failure using a Delphi method.,Journal Article, ,COVID-19|Consensus|Delphi Technique|Humans|Respiratory Insufficiency|NA,2021-03-22,"Critical care (London, England)",Abstract,https://clinicaltrials.gov/ct2/show/NCT04534569,1
33727235,NCT04334291,Non-invasive ventilation for SARS-CoV-2 acute respiratory failure: a subanalysis from the HOPE COVID-19 registry.,Journal Article, , ,2021-03-20,Emergency medicine journal : EMJ,Abstract,https://clinicaltrials.gov/ct2/show/NCT04334291,6
33731327,NCT04448717,"Clustering and longitudinal change in SARS-CoV-2 seroprevalence in school children in the canton of Zurich, Switzerland: prospective cohort study of 55 schools.","Journal Article|Research Support, Non-U.S. Gov't", ,Adolescent|COVID-19|COVID-19 Serological Testing|Child|Cluster Analysis|Cohort Studies|Female|Humans|Longitudinal Studies|Male|Prospective Studies|SARS-CoV-2|Seroconversion|Seroepidemiologic Studies|Students|Switzerland|NA,2021-03-25,BMJ (Clinical research ed.),Abstract,https://clinicaltrials.gov/ct2/show/NCT04448717,3
33731427,NCT04702945,Development of the Canadian COVID-19 Emergency Department Rapid Response Network population-based registry: a methodology study.,"Journal Article|Research Support, Non-U.S. Gov't", ,"COVID-19|Canada|Data Accuracy|Data Collection|Data Management|Emergency Medicine|Emergency Service, Hospital|Evidence-Based Emergency Medicine|Follow-Up Studies|Humans|Information Storage and Retrieval|Patient Reported Outcome Measures|Prospective Studies|Quality of Life|Registries|Retrospective Studies|SARS-CoV-2|Telephone|NA",2021-03-25,CMAJ open,Abstract,https://clinicaltrials.gov/ct2/show/NCT04702945,1
