nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,ctg_links,Abstract,Registry,Total_pubs,US_site_flag,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04745442,4/27/2020,12/20/2020,Interventional,Pilot Study of Antithrombin as Prophylaxis of Acute Respiratory Distress Syndrome in Patients With COVID-19,Completed,Phase 2,MaimÃ³nides Biomedical Research Institute of CÃ³rdoba,NA,NA,NA,NA,NA,0,Spain,0,0,Antithrombin + best available treatment|Best available treatment,0
NCT04745416,1/1/2020,12/31/2020,Observational,Clinical Characteristics of Patients With Leukemia and COVID-19,Completed,NA,Hospital General de Mexico,NA,NA,NA,NA,NA,0,Mexico,0,0,NA,0
NCT04744415,11/9/2020,2/9/2021,Observational [Patient Registry],Hospitalizations During Pandemia in the Italian Coronary Care Unit Network,Recruiting,NA,Heart Care Foundation,NA,NA,NA,NA,NA,0,Italy,0,0,Epidemiology of admissions,0
NCT04732858,3/1/2020,8/31/2020,Observational,"Educational Interventions for Surgeons During COVID-19 Pandemic: Cross-sectional, E-survey","Active, not recruiting",NA,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,1,Cross sectional e-Survey on surgeons exposed to any educational intervention,0
NCT04730661,12/21/2020,12/21/2021,Interventional,Efficacy of the Sit to Stand Test in the Decision to Hospitalize a Patient Consulting the Emergency Dept for COVID 19,Recruiting,N/A,"University Hospital, Rouen",NA,NA,NA,NA,NA,0,France,0,1,Sit to stand test,0
NCT04568850,7/1/2020,2/28/2021,Observational,Waxing and Waning of Serum SARS CoV-2-IgG Level in COVID-19 Exposed Population,Recruiting,NA,Lahore General Hospital,NA,NA,NA,NA,NA,0,Pakistan,0,2,Plasma IgG levels,0
NCT04517630,6/1/2020,9/30/2021,Observational [Patient Registry],Renal Biomarkers in AKI and COVID-19,Recruiting,NA,Instituto Nacional de Enfermedades Respiratorias,NA,NA,NA,NA,NA,0,Mexico,0,2,"urinary NGAL, TIMP-2, IGFBP7, IL-6, viral load and metabolomic",0
NCT04510454,11/2/2020,5/31/2021,Interventional,Evaluation of a ddPCR Technology for the SARS-CoV-2 Detection in Symptomatic Patients With Suspicion of COVID-19,Recruiting,N/A,Centre Leon Berard,NA,NA,NA,NA,NA,0,France,0,1,Nasopharyngeal and throat/oropharyngeal swabs analyses by RT-PCR and ddPCR,0
NCT04453657,2/4/2021,9/30/2021,Interventional,"Tele-Wellness Supported App for Family Child Care Home Providers and Families to Promote Health, Family Engagement, and School Readiness Amid COVID-19",Enrolling by invitation,N/A,Johns Hopkins University,NA,NA,NA,NA,NA,1,United States,0,8,FamilyChildCare (provisional name of app),0
NCT04362956,7/10/2020,10/1/2020,Observational,Clinical and Immunologic Impact of Perinatal SARS-CoV-2 (COVID-19) Infection,Completed,NA,Fundacion Infant,NA,NA,NA,NA,NA,0,Argentina,0,3,NA,0
NCT04359680,5/13/2020,3/29/2021,Interventional,Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Pre- and Post Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses (VRI) in Healthcare Workers and Others at Increased Risk of SARS-CoV-2 Infection,"Active, not recruiting",Phase 3,Romark Laboratories L.C.,NA,NA,NA,NA,NA,1,United States,0,5,Nitazoxanide|Placebo|Vitamin Super B-Complex,0
NCT04747678,2/3/2021,2/28/2021,Observational [Patient Registry],Adverse Effects of Ivermectin Used in Egypt During COVID-19,Enrolling by invitation,NA,Menoufia University,NA,NA,NA,NA,NA,0,Egypt,0,0,Ivermectin,0
NCT04747522,1/22/2021,6/30/2021,Observational,Severe Acute Respiratory Syndrome Corona Virus 2 (SARS-CoV-2) Immune Kidney Transplant Study (COVID-19),Recruiting,NA,Oslo University Hospital,NA,NA,NA,NA,NA,0,Norway,0,0,SARS-CoV-2 vaccine,0
NCT04747366,11/6/2020,11/1/2025,Observational [Patient Registry],"Analysis of the Pathophysiology and Pathology of Coronavirus Disease 2019 (COVID-19), Including Chronic Morbidity",Recruiting,NA,"Charite University, Berlin, Germany",NA,NA,NA,NA,NA,0,Germany,0,0,NA,0
NCT04746066,3/31/2020,12/31/2030,Observational,Observational Study for Patients With Hemoglobinopathies and Rare Inherited Anemia and Covid 19,"Active, not recruiting",NA,SocietÃ  Italiana Talassemie ed Emoglobinopatie,NA,NA,NA,NA,NA,0,Italy,0,1,NA,0
NCT04743947,12/21/2020,12/31/2024,Observational,Vaccination Against COVID-19 in Chronic Kidney Disease,Recruiting,NA,"Heinrich-Heine University, Duesseldorf",NA,NA,NA,NA,NA,0,Germany,0,1,No intervention; observational study,0
NCT04743232,3/1/2021,12/31/2021,Interventional,COVID-19 Resuscitation Plans and Decisions on Escalation and Limitation of Treatment,Recruiting,N/A,Erasmus Medical Center,NA,NA,NA,NA,NA,0,Netherlands,0,1,Decision tool for clinicians,0
NCT04741178,3/20/2020,1/2/2021,Observational,PAtterns and Extension in COVID-19 Related Interstitial Pneumonia: CT Analysis,Recruiting,NA,Morgagni Pierantoni Hospital,NA,NA,NA,NA,NA,0,Italy,0,1,NA,0
NCT04739020,1/18/2021,6/30/2021,Interventional,Respiratory Aerosols in Patients With COVID-19 and Healthy Controls,Recruiting,N/A,Johann Wolfgang Goethe University Hospital,NA,NA,NA,NA,NA,0,Germany,0,1,Resp-Aer-Meter|Spirometry|Qualitative and quantitative virus PCR of respiratory secretions in patients with high aerosol concentrations,0
NCT04717011,2/28/2021,7/31/2021,Observational,Case Series Study to Detect SARS-CoV-2 in Semen of COVID-19 Patients,Recruiting,NA,Igenomix,NA,NA,NA,NA,NA,0,Spain,0,2,PCR test,0
NCT04659239,1/28/2021,9/30/2021,Interventional,"The Efficacy, Safety and Immunogenicity Study of Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19",Enrolling by invitation,Phase 3,Chinese Academy of Medical Sciences,NA,NA,NA,NA,NA,0,Brazil|Malaysia,0,2,Inactivated SARS-CoV-2 Vaccine (Vero cell)|Placebo,1
NCT04643678,10/30/2020,4/30/2021,Interventional,Anakinra in the Management of COVID-19 Infection,Recruiting,Phase 2/Phase 3,Hamad Medical Corporation,NA,NA,NA,NA,NA,0,Qatar,0,2,Anakinra|Standard of Care,0
NCT04631497,7/1/2020,12/31/2021,Observational,"Assessment of Stress, Depression and Anxiety in Healthcare Caring for Patients With COVID-19",Recruiting,NA,Jagiellonian University,NA,NA,NA,NA,NA,0,Poland,0,1,test,0
NCT04568889,9/28/2020,10/26/2020,Interventional,Minnesota COVID-19 Testing Project,"Active, not recruiting",N/A,Harvard University,NA,NA,NA,NA,NA,1,United States,0,2,A $10 Survey Incentive|A $20 Survey Incentive|Emphasis of Government Involvement|Emphasis of Academic Researchers Involvement|Cost-Benefit Frame|Duty Frame|Racial/Ethnic Frame|No Messaging,0
NCT04568811,9/26/2020,10/25/2020,Interventional,The Phase I Clinical Trial of Booster Vaccination of Adenovirus Type-5 Vectored COVID-19 Vaccine,"Active, not recruiting",Phase 1,Jiangsu Province Centers for Disease Control and Prevention,NA,NA,NA,NA,NA,0,China,0,1,Adenovirus Type-5 Vectored COVID-19 Vaccine,1
NCT04355728,4/25/2020,10/31/2020,Interventional,Use of UC-MSCs for COVID-19 Patients,Completed,Phase 1/Phase 2,University of Miami,NA,NA,NA,NA,NA,1,United States,0,6,Umbilical Cord Mesenchymal Stem Cells + Heparin along with best supportive care.|Vehicle + Heparin along with best supportive care,0
NCT04355702,3/1/2020,12/1/2020,Observational,Covid-19 in Lupus Patients,Completed,NA,"University Hospital, Montpellier",NA,NA,NA,NA,NA,0,France,0,3,NA,0
NCT04354272,4/21/2020,4/29/2020,Observational,Evaluation of Dental Emergency Treatments During COVID19 Crisis,Completed,NA,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,1,Questionnaire,0
NCT04351724,4/16/2020,12/1/2021,Interventional,Austrian CoronaVirus Adaptive Clinical Trial (COVID-19),Recruiting,Phase 2/Phase 3,Medical University of Vienna,NA,NA,NA,NA,NA,0,Austria,0,3,Chloroquine or Hydroxychloroquine|Lopinavir/Ritonavir|Best standard of care|Rivaroxaban|Thromboprophylaxis|Candesartan|non-RAS blocking antihypertensives|Remdesivir|Asunercept 400mg|Asunercept 100mg|Asunercept 25mg|Pentaglobin,0
NCT04740125,5/1/2020,7/31/2020,Observational,SURVEY ABOUT STRESS-COVID IN HEALTH CARE WORKERS IN NORTH AFRICA COUNTRY,Completed,NA,"General Administration of Military Health, Tunisia",NA,NA,NA,NA,NA,0,Tunisia,0,0,NA,0
NCT04738760,12/1/2020,4/1/2021,Observational,Clinical Outcomes of High Dose Vitamin D Versus Standard Dose in COVID-19 Egyptian Patients,Recruiting,NA,Ain Shams University,NA,NA,NA,NA,NA,0,Egypt,0,1,NA,0
NCT04729374,1/27/2021,12/31/2023,Observational,COVID-19 Vaccine Induced Adaptive Immune Responses,Recruiting,NA,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,NA,NA,NA,NA,NA,0,China,0,2,NA,0
NCT04584567,11/20/2020,2/1/2021,Interventional,"OD-doxy-PNV-COVID-19 Old Drug "" DOXY "" for Prevention of New Virus "" COVID-19 """,Recruiting,Phase 3,"General Administration of Military Health, Tunisia",NA,NA,NA,NA,NA,0,Tunisia,0,3,Doxycyclin,0
NCT04519255,7/1/2020,12/31/2022,Observational,Study for Quantitative Analysis of the Recovered COVID-19 Patients by 18F-FDG-PET/CT,"Active, not recruiting",NA,"Fifth Affiliated Hospital, Sun Yat-Sen University",NA,NA,NA,NA,NA,0,China,0,1,NA,0
NCT04451993,6/25/2020,9/1/2020,Observational,Physical Activity Level in Patients With OSAS During Covid-19 Pandemic,Completed,NA,Ahi Evren Chest and Cardiovascular Surgery Education and Research Hospital,NA,NA,NA,NA,NA,0,Turkey,0,2,NA,0
NCT04780659,2/23/2021,12/31/2022,Interventional,COVID-19 Vaccination of Immunodeficient Persons (COVAXID),Recruiting,Phase 4,Karolinska University Hospital,NA,NA,NA,NA,NA,0,Sweden,0,0,"Comirnaty (COVID-19, mRNA vaccine)",1
NCT04780035,11/18/2020,8/31/2021,Interventional,"Study of the Tolerability, Safety, Immunogenicity and Preventive Efficacy of the EpiVacCorona Vaccine for the Prevention of COVID-19","Active, not recruiting",Phase 3,"Federal Budgetary Research Institution State Research Center of Virology and Biotechnology ""Vector""",NA,NA,NA,NA,NA,0,Russian Federation,0,0,"EpiVacCorona (EpiVacCorona vaccine based on peptide antigens for the prevention of COVID-19)|Placebo (sodium chloride, a 0.9% solution for the preparation of dosage forms for injections)",1
NCT04779996,2/16/2021,8/31/2021,Observational,Antibodies Production After Covid-19 Vaccination Among Patients With Medical History of Cancer and Anti-CD-20 Treatment,Recruiting,NA,Auxilio Mutuo Cancer Center,NA,NA,NA,NA,NA,0,Puerto Rico,0,0,Laboratory Samples,0
NCT04779424,11/15/2020,12/31/2021,Observational,Prevalence and Incidence of Antibodies Against SARS-CoV-2 Among Primary Healthcare Providers in Belgium (COVID-19),"Active, not recruiting",NA,Universiteit Antwerpen,NA,NA,NA,NA,NA,0,Belgium,0,0,POCT,0
NCT04775966,1/15/2021,2/15/2021,Observational,CPAP Observance During the COVID-19 (SARS-CoV-2) Pandemic,Completed,NA,"University Hospital, Montpellier",NA,NA,NA,NA,NA,0,France,0,1,NA,0
NCT04775784,12/17/2020,9/20/2022,Observational,Determination of COVID-19 Related Virus in Central Nervous System,Recruiting,NA,IRCCS San Raffaele,NA,NA,NA,NA,NA,0,Italy,0,1,Determination of SARS-CoV2 presence in CNS,0
NCT04770740,2/22/2021,6/1/2021,Interventional,Randomized Controlled Clinical Trial to Investigate Effects of Vitamin K2 in COVID-19,Recruiting,Phase 2,Canisius-Wilhelmina Hospital,NA,NA,NA,NA,NA,0,Netherlands,0,1,Vitamin K2 in the form of Menaquinone-7 (MK-7)|Placebo,0
NCT04576351,9/1/2020,12/31/2023,Observational,The Norwegian Study of Nervous System Manifestations and Sequelae After COVID-19,Recruiting,NA,Oslo University Hospital,NA,NA,NA,NA,NA,0,Norway,0,1,Observation,0
NCT04542993,9/8/2020,2/5/2021,Interventional,Can SARS-CoV-2 Viral Load and COVID-19 Disease Severity be Reduced by Resveratrol-assisted Zinc Therapy,"Active, not recruiting",Phase 2,Swedish Medical Center,NA,NA,NA,NA,NA,1,United States,0,2,Zinc Picolinate|Resveratrol|Zinc Picolinate Placebo|Resveratrol Placebo,0
NCT04443075,6/24/2020,12/4/2020,Observational,Alterations of Gut Microbiome in the Frontline Medical Staff Under the Stress,Completed,NA,First Affiliated Hospital Xi'an Jiaotong University,NA,NA,NA,NA,NA,0,China,0,3,faecal sample collector,0
NCT04782336,12/12/2020,3/31/2022,Interventional,"Sample Collection Study to Aid Evaluation of an Influenza A/B, Respiratory Syncytial Virus & COVID-19 Virus POC Test",Recruiting,N/A,LumiraDx UK Limited,NA,NA,NA,NA,NA,0,United Kingdom,0,0,Group A (Sample Collection)|Group B (Sample Collection)|On-Site Testing (LumiraDx),0
NCT04747574,9/25/2020,2/25/2021,Interventional,Evaluation of the Safety of CD24-Exosomes in Patients With COVID-19 Infection,Recruiting,Phase 1,Tel-Aviv Sourasky Medical Center,NA,NA,NA,NA,NA,0,Israel,0,1,EXO-CD24,0
NCT04569786,10/29/2020,2/18/2021,Interventional,Dose Ranging Trial to Assess Safety and Immunogenicity of V590 (COVID-19 Vaccine) in Healthy Adults (V590-001),Terminated,Phase 1,Merck Sharp & Dohme Corp.,The study was terminated based on an interim assessment of immunogenicity.,NA,NA,NA,NA,1,United States,0,10,V590|Placebo,1
NCT04551898,12/2/2020,1/25/2021,Interventional,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Neutralizing Antibody BGB-DXP593 in Participants With Mild-to-Moderate Coronavirus Disease 2019 (COVID-19),Completed,Phase 2,BeiGene,NA,NA,NA,NA,NA,1,United States|Australia|Brazil|Mexico|South Africa,0,1,BGB-DXP593|Placebo,0
NCT04469491,9/20/2020,9/30/2021,Interventional,Treatment of COVID-19 by Nebulization of Inteferon Beta 1b Efficiency and Safety Study,Recruiting,Phase 2,"Centre Hospitalier Universitaire, Amiens",NA,NA,NA,NA,NA,0,France,0,5,inhaled type I interferon|WFI water nebulization,0
NCT04334980,11/2/2020,2/8/2022,Interventional,"Evaluating the Safety, Tolerability and Immunogenicity of bacTRL-Spike Vaccine for Prevention of COVID-19","Active, not recruiting",Phase 1,Symvivo Corporation,NA,NA,NA,NA,NA,0,Australia,0,8,bacTRL-Spike,1
NCT04756466,1/1/2021,4/30/2021,Interventional,Effect of the Consumption of a Lactobacillus Strain on the Incidence of Covid-19 in the Elderly,"Active, not recruiting",N/A,Biosearch S.A.,NA,NA,NA,NA,NA,0,Spain,0,2,Placebo|Lactobacillus,0
NCT04659759,11/17/2020,12/31/2021,Observational,"COVID-19 Pregnancy Related Immunological, Clinical and Epidemiological Factors and Perinatal Outcomes",Recruiting,NA,Thomas Jefferson University,NA,NA,NA,NA,NA,1,United States,0,2,COVID-19 exposure|COVID-19 vaccine,0
NCT04465604,2/1/2021,11/1/2021,Interventional,Hypertonic Saline for COVID-19 Symptoms,Recruiting,N/A,King Faisal Specialist Hospital & Research Center,NA,NA,NA,NA,NA,0,Saudi Arabia,0,1,Wearing surgical face mask sprayed with hypertonic saline,0
NCT04371848,4/16/2020,5/7/2020,Observational,Impact of the COVID-19 Pandemic on Diet Quality and Food Insecurity: a NutriQuÃ©bec Sub-study,Completed,NA,Laval University,NA,NA,NA,NA,NA,0,Canada,0,1,NA,0
NCT04363463,8/28/2020,8/28/2022,Interventional,Impact of Prone Position in Patients Under Spontaneous Breathing on Intubation or Non-invasive Ventilation or Death Incidence During COVID-19 Acute Respiratory Distress,Recruiting,N/A,Centre Hospitalier RÃ©gional d'OrlÃ©ans,NA,NA,NA,NA,NA,0,France|Monaco,0,3,prone position,0
NCT04344977,6/1/2020,11/20/2020,Observational,Collection of Anti-SARS-CoV-2 Immune Plasma,Completed,NA,National Institutes of Health Clinical Center (CC),NA,NA,NA,NA,NA,1,United States,0,15,NA,0
NCT04787614,11/1/2020,6/30/2021,Observational,2019 NSECE COVID-19 Follow-up,Enrolling by invitation,NA,National Opinion Research Center,NA,NA,NA,NA,NA,1,United States,0,0,No intervention,0
NCT04787588,2/14/2021,12/1/2021,Observational,COVID-19 Infection and Epithelial Cell Markers,Recruiting,NA,McMaster University,NA,NA,NA,NA,NA,0,Canada,0,0,NA,0
NCT04787536,6/10/2020,12/31/2022,Observational,Perioperative Cognitive Trajectories in Deferred Surgery (CoTELE-SURGE),Recruiting,NA,McMaster University,NA,NA,NA,NA,NA,0,Canada,0,0,Non-cardiac surgery,0
NCT04787510,12/23/2020,5/23/2021,Observational [Patient Registry],COVID-19 Disease and Coagulopathy: Assessment of Clotting Factor Levels in Patients With SARS-CoV-2 Infection,Recruiting,NA,"University Hospital, Ioannina",NA,NA,NA,NA,NA,0,Greece,0,0,low molecular weight Heparin as standard of care treatment,0
NCT04786041,3/1/2020,5/30/2020,Observational,the Impact of COVID-19 Pandemic on the Incidence and Outcome of Complicated Appendicitis,Completed,NA,Meir Medical Center,NA,NA,NA,NA,NA,0,Israel,0,0,laparoscopic appendectomy,0
NCT04785898,11/9/2020,12/22/2020,Interventional,Diagnostic Performance of the ID Nowâ„¢ COVID-19 Screening Test Versus Simplexaâ„¢ COVID-19 Direct Assay,"Active, not recruiting",N/A,Groupe Hospitalier Paris Saint Joseph,NA,NA,NA,NA,NA,0,France,0,0,ID Nowâ„¢ COVID-19 Screening Test,0
NCT04730401,1/27/2021,8/31/2021,Interventional,Convalescent Plasma in the Treatment of Covid-19,Recruiting,Phase 2,Helsinki University Central Hospital,NA,NA,NA,NA,NA,0,Finland,0,1,Convalescent plasma from COVID-19 donors|Placebo,0
NCT04473547,7/10/2020,8/20/2020,Observational,COVID 19 Preventive Measures Among Mansoura Nursing Students,Completed,NA,Mansoura University,NA,NA,NA,NA,NA,0,Egypt,0,1,NA,0
NCT04434261,5/11/2020,12/31/2020,Observational,Oncological Surgery in Times of COVID-19: Effectiveness of Preoperative Screening for Sars-Cov-2,Recruiting,NA,Instituto Brasileiro de Controle do Cancer,NA,NA,NA,NA,NA,0,Brazil,0,3,PT-PCR test for SARS-CoV-2,0
NCT04789395,9/2/2020,9/20/2021,Observational,Evaluation of Post-covid 19 Patients Who Receive Ozonetheraphy With Thorax CT,Recruiting,NA,Gaziosmanpasa Taksim Research and Education Hospital,NA,NA,NA,NA,NA,0,Turkey,0,0,NA,0
NCT04788355,7/1/2020,11/15/2020,Interventional,Prevention of Complications (SARS-CoV-2): Clinical Study,Completed,Phase 3,Universidade do Vale do Sapucai,NA,NA,NA,NA,NA,0,Brazil,0,0,Control group (standard hospital treatment)|Group Hydroxychloroquine|Group Hydroxychloroquine and apixaban|Group Apixaban,0
NCT04786808,1/15/2021,12/31/2021,Observational,Risk Factors for COVID-19 Mortality,Recruiting,NA,Azienda UnitÃ  Sanitaria Locale di Piacenza,NA,NA,NA,NA,NA,0,Italy,0,1,NA,0
NCT04671017,12/16/2020,2/26/2021,Interventional,"Dose Finding Study to Evaluate Safety, Tolerability and Immunogenicity of an Inactiviated Adjuvanted Sars-Cov-2 Virus Vaccine Candidate Against Covid-19 in Healthy Adults","Active, not recruiting",Phase 1/Phase 2,Valneva Austria GmbH,NA,NA,NA,NA,NA,0,United Kingdom,0,4,VLA2001,1
NCT04667962,12/23/2020,9/30/2021,Observational,Impact of the Change in Hospital Service of Caregivers During COVID-19 Health Crisis on Operational Strain,Recruiting,NA,Direction Centrale du Service de SantÃ© des ArmÃ©es,NA,NA,NA,NA,NA,0,France,0,2,Online questionnaire,0
NCT04581577,9/11/2020,12/31/2020,Observational,Perceptions of the Clinical and Psychosocial Impact of Covid-19 in Patients With Neuromuscular and Neurological Disorders,Recruiting,NA,Royal Brompton & Harefield NHS Foundation Trust,NA,NA,NA,NA,NA,0,United Kingdom,0,1,Semi-structured telephone questionnaire,0
NCT04548505,10/5/2020,4/5/2023,Observational,Recovery of Exertion Ability Following COVID-19 Infection in Military Staff,Recruiting,NA,Direction Centrale du Service de SantÃ© des ArmÃ©es,NA,NA,NA,NA,NA,0,France,0,2,NA,0
NCT04516928,9/21/2020,9/25/2020,Observational,Study of SARS-CoV2 Virus (COVID-19) Seroprevalence Among Lyon-Bron Military Health Schools Personnel,Completed,NA,Direction Centrale du Service de SantÃ© des ArmÃ©es,NA,NA,NA,NA,NA,0,France,0,2,Anti-SARS-CoV2 Serology|Questionnaire,0
NCT04514874,9/1/2020,10/5/2020,Observational,Assessment of the Prevalence and the Impact of the COVID-19 Epidemic in the French Flight Crew in 2020,Completed,NA,Direction Centrale du Service de SantÃ© des ArmÃ©es,NA,NA,NA,NA,NA,0,France,0,2,Questionnaire,0
NCT04447469,7/27/2020,12/31/2021,Interventional,Study of Mavrilimumab (KPL-301) in Participants Hospitalized With Severe Corona Virus Disease 2019 (COVID-19) Pneumonia and Hyper-inflammation,Recruiting,Phase 2/Phase 3,"Kiniksa Pharmaceuticals, Ltd.",NA,NA,NA,NA,NA,1,United States|Brazil|Chile|Peru|South Africa,0,6,mavrilimumab|Placebo,0
NCT04424017,6/7/2020,10/30/2020,Observational,Sero-prevalence of Coronavirus Disease 2019 (COVID-19) in Healthcare Workers,Completed,NA,Egyptian Center for Research and Regenerative Medicine,NA,NA,NA,NA,NA,0,Egypt,0,6,Specific anti-SARS-CoV-2 antibodies,0
NCT04348305,4/17/2020,9/10/2020,Interventional,Hydrocortisone for COVID-19 and Severe Hypoxia,"Active, not recruiting",Phase 3,Scandinavian Critical Care Trials Group,NA,NA,NA,NA,NA,0,Denmark,0,13,Hydrocortisone|Sodium Chloride 9mg/mL,0
NCT04745923,1/20/2021,2/28/2021,Observational,Physical Activity Level in Patients With Chronic Kidney Disease During COVID-19 Pandemic,Recruiting,NA,Hacettepe University,NA,NA,NA,NA,NA,0,Turkey,0,0,NA,0
NCT04745377,1/12/2021,8/30/2021,Observational,Responses to COVID-19 Vaccination in Patients With Cancer,Recruiting,NA,Hellenic Cooperative Oncology Group,NA,NA,NA,NA,NA,0,Greece,0,0,IgG neutralising antibody titers to S1 and S2 proteins of SARS-COV-2 virus,0
NCT04743349,1/26/2021,10/31/2021,Interventional,Steam Inhalations in COVID-19 Patients,Recruiting,N/A,Meyer Children's Hospital,NA,NA,NA,NA,NA,0,Italy,0,0,Steam inhalations,0
NCT04742712,10/27/2020,11/1/2021,Observational,A Feasibility Study Using the CoronaCheck Device to Identify Incident Cases of SARS CoV-2 Covid-19,Recruiting,NA,Portsmouth Hospitals NHS Trust,NA,NA,NA,NA,NA,0,United Kingdom,0,0,CoronaCheck Device,0
NCT04739462,2/3/2021,2/28/2022,Interventional,SMS Maama Project COVID-19,Recruiting,N/A,University of Minnesota,NA,NA,NA,NA,NA,1,United States|Uganda,0,1,mHealth Platform,0
NCT04710771,11/23/2020,1/15/2021,Observational,Effect of Prone Positioning in Patients With COVID-19,Completed,NA,Sialkott College of Physical Therapy,NA,NA,NA,NA,NA,0,Pakistan,0,2,Prone Lying Position|alternate nostril breathing,0
NCT04584710,10/13/2020,2/28/2021,Interventional,A Phase 2 Study of RTB101 as COVID-19 Post-Exposure Prophylaxis in Older Adults,"Active, not recruiting",Phase 2,Restorbio Inc.,NA,NA,NA,NA,NA,1,United States,0,4,RTB101|Placebo,0
NCT04547660,7/16/2020,1/7/2021,Interventional,Convalescent Plasma for Severe COVID-19 Patients,Completed,Phase 3,Hospital de Clinicas de Porto Alegre,NA,NA,NA,NA,NA,0,Brazil,0,1,Convalescent Plasma|Best Supportive Care,0
NCT04542200,1/1/2021,12/31/2022,Observational,Workforce Serosurveillance to Track Long-term Modifications to COVID-19 Exposure Due to Factors in the Built Environment,Enrolling by invitation,NA,Northwell Health,NA,NA,NA,NA,NA,1,United States,0,2,Antibody testing,0
NCT04534790,7/24/2020,12/12/2020,Interventional,Anti-inflammatory Effect of Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia,Completed,N/A,Instituto Mexicano del Seguro Social,NA,NA,NA,NA,NA,0,Mexico,0,1,Low Dose Radiotherapy,0
NCT04509752,10/8/2020,2/15/2021,Observational,Dysphagia Management During COVID-19 Pandemic,Recruiting,NA,Hacettepe University,NA,NA,NA,NA,NA,0,Turkey,0,1,Survey,0
NCT04494776,5/21/2020,11/3/2021,Observational,SARS-COV-2 Infection in Kidney Transplant Recipients: a Brazilian Multicenter Study,Recruiting,NA,Hospital do Rim e HipertensÃ£o,NA,NA,NA,NA,NA,0,Brazil,0,1,NA,0
NCT04408027,6/1/2020,6/1/2021,Interventional,Mental Health Support for SickKids Children and Families During COVID-19 Using Established eHealth Interventions,Recruiting,N/A,The Hospital for Sick Children,NA,NA,NA,NA,NA,0,Canada,0,1,Virtual-Care Cognitive Behavioural Therapy,0
NCT04394403,5/14/2020,12/31/2021,Interventional,Pilot Internet-based Self-Help Program for Managing Corona (COVID-19) Stress,Recruiting,N/A,Hebrew University of Jerusalem,NA,NA,NA,NA,NA,0,Israel,0,2,Internet-based guided self-help based on CBT principles,0
NCT04386564,5/15/2020,8/1/2020,Observational,Kidney Injury Severity and COVID-19,Completed,NA,I.M. Sechenov First Moscow State Medical University,NA,NA,NA,NA,NA,0,Russian Federation,0,2,mRNA in urine test,0
NCT04385901,5/19/2020,9/19/2020,Interventional,Long Term Functional Outcomes of COVID-19 Patients Treated by Rehabilitation Services viaTelehealth,Completed,N/A,University of Missouri-Columbia,NA,NA,NA,NA,NA,1,United States,0,3,Therapy Intervention,0
NCT04348383,4/8/2020,4/15/2021,Interventional,Defibrotide as Prevention and Treatment of Respiratory Distress and Cytokine Release Syndrome of Covid 19.,Recruiting,Phase 2,Fundacion para la Formacion e Investigacion Sanitarias de la Region de Murcia,NA,NA,NA,NA,NA,0,Spain,0,4,Defibrotide 25 mg/kg 24 hours continuous infusion for 15 days|Placebo 250 cc 24 hours continuous infusion for 15 days,0
NCT04344730,4/10/2020,12/31/2021,Interventional,Dexamethasone and Oxygen Support Strategies in ICU Patients With Covid-19 Pneumonia,"Active, not recruiting",N/A,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,0,France,0,2,Dexamethasone injection|placebo|conventional oxygen|CPAP|HFNO|mechanical ventilation,0
NCT04335084,6/22/2020,12/31/2021,Interventional,"A Study of Hydroxychloroquine, Vitamin C, Vitamin D, and Zinc for the Prevention of COVID-19 Infection",Recruiting,Phase 2,ProgenaBiome,NA,NA,NA,NA,NA,1,United States,0,6,Hydroxychloroquine|Vitamin C|Vitamin D|Zinc,0
NCT04748185,1/18/2021,1/30/2023,Observational,Immunogenicity and Safety of Commercially Available Vaccines Against SARS-CoV-2 (COVID-19) in Patients With Hematologic Malignancies,Recruiting,NA,Mayo Clinic,NA,NA,NA,NA,NA,1,United States,0,0,NA,0
NCT04747132,7/20/2020,10/20/2020,Interventional,Effectiveness of a Telegeriatric Intervention in Older Adults During the Covid-19 Contingency,Completed,N/A,"Universidad Iberoamericana A.C., Mexico",NA,NA,NA,NA,NA,0,Mexico,0,0,Telegeriatric intervention,0
NCT04487197,7/15/2020,1/15/2021,Observational,"SARS-CoV2 (COVID-19) Seroepidemiological Transplanted Subjects (Kidney, Kidney-pancreas, Pancreas, Langerhans Islets)",Completed,NA,IRCCS San Raffaele,NA,NA,NA,NA,NA,0,Italy,0,3,blood sample for seroepidemiological investigation,0
NCT04462367,7/1/2020,6/30/2022,Observational,Northeast COVID-19 and Pregnancy Study Group,Recruiting,NA,Instituto Materno Infantil Prof. Fernando Figueira,NA,NA,NA,NA,NA,0,Brazil,0,1,NA,0
