nct_id,start_date.x,primary_completion_date.x,study_type.x,brief_title.x,overall_status.x,phase.x,source.x,why_stopped.x,pubmed_links,ctg_links,Abstract,Registry,Total_pubs,country,Has_Results,Number_of_updates,intervention,vaccine_trial_flag
NCT04894721,6/1/2021,9/30/2021,Interventional,Prophylaxis for COVID-19: Ivermectin in Close Contacts of COVID-19 Cases (IVERNEX-TUC),Completed,Phase 2/Phase 3,"Ministry of Public Health, Argentina",NA,NA,NA,NA,NA,NA,Argentina,0,1,Ivermectin|Placebo,0
NCT05007275,10/10/2021,9/30/2022,Interventional,A Study to Determine Safety and Immunogenicity of the Candidate COVID-19 Vaccine AZD1222 Delivered by Aerosol in Healthy Adult Volunteers,Recruiting,Phase 1,Imperial College London,NA,NA,NA,NA,NA,NA,United Kingdom,0,2,1x10^9 vp AZD1222|5x10^9 vp AZD1222|1x10^10 vp AZD1222,1
NCT04392232,5/5/2020,9/21/2021,Interventional,A Study of COVID 19 Convalescent Plasma in High Risk Patients With COVID 19 Infection,Completed,Phase 2,TriHealth Inc.,NA,NA,NA,NA,NA,NA,United States,0,2,Convalescent Plasma,0
NCT04581863,11/30/2020,2/5/2021,Interventional,COVID-19 Watch + COVID-19 Pulse,"Active, not recruiting",Not Applicable,University of Pennsylvania,NA,NA,NA,NA,NA,NA,United States,0,7,pulse oximeter|COVID Watch,0
NCT04515147,9/28/2020,2/18/2022,Interventional,"A Dose-Confirmation Study to Evaluate the Safety, Reactogenicity and Immunogenicity of Vaccine CVnCoV in Healthy Adults for COVID-19","Active, not recruiting",Phase 2,CureVac AG,NA,NA,NA,NA,NA,NA,Panama|Peru,0,11,CVnCoV 6 Î¼g|CVnCoV 12 Î¼g|Hepatitis A vaccine|Pneumococcal vaccine|CVnCoV 12Î¼g,1
NCT04343989,3/31/2020,2/3/2021,Interventional,A Randomized Placebo-controlled Safety and Dose-finding Study for the Use of the IL-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection,Completed,Phase 2,NYU Langone Health,NA,NA,NA,NA,NA,NA,United States,0,6,Clazakizumab 25 mg|Clazakizumab 12.5 mg|Placebo,0
NCT05148845,11/10/2021,12/17/2021,Interventional,Sisonke 2 - A COVID-19 Vaccine Boost Open Label Study.,Recruiting,Phase 3,Wits Health Consortium (Pty) Ltd,NA,NA,NA,NA,NA,NA,South Africa,0,0,Booster vaccine,1
NCT05148962,9/16/2021,11/4/2022,Interventional,Study of GRT-R910 Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Boost Vaccine in Healthy Volunteers,Recruiting,Phase 1,"Gritstone Oncology, Inc.",NA,NA,NA,NA,NA,NA,United Kingdom,0,0,GRT-R910 booster 113 days after prime|GRT-R910 booster 28 days after prime,1
NCT05148936,10/25/2020,6/30/2022,Interventional,Communities Fighting COVID-19!,Recruiting,Not Applicable,San Diego State University,NA,NA,NA,NA,NA,NA,United States,0,0,COVID-19 Testing Home-based (Aim 1)|COVID-19 Testing Mobile (Aim 1)|COVID-19 Testing Mobile Approach 1 (Aim 2)|COVID-19 Testing Mobile Approach 2 (Aim 2),0
NCT05057221,11/12/2021,11/30/2023,Interventional,"Safety, Tolerability and Efficacy of Uproleselan (GMI-1271) in Patients With COVID-19 Pneumonia",Recruiting,Phase 1/Phase 2,University of Michigan,NA,NA,NA,NA,NA,NA,United States,0,3,Uproleselan,0
NCT05047640,9/14/2021,4/30/2022,Interventional,COVID-19 3rd Dose Vaccine in Transplant Patients,Recruiting,Phase 3,University of Miami,NA,NA,NA,NA,NA,NA,United States,0,2,BNT162b2 vaccine|JNJ-78436735 Vaccine,1
NCT04992260,9/10/2021,5/25/2022,Interventional,"Efficacy, Immunogenicity and Safety of COVID-19 Vaccine , Inactivated in Children and Adolescents",Recruiting,Phase 3,"Sinovac Biotech Co., Ltd",NA,NA,NA,NA,NA,NA,Chile|Malaysia|Philippines|South Africa|Turkey,0,5,Inactivated COVID-19 Vaccine|Controlled vaccine,1
NCT04859517,4/23/2021,7/31/2022,Interventional,Evaluation of ADG20 for the Prevention of COVID-19,Recruiting,Phase 2/Phase 3,"Adagio Therapeutics, Inc.",NA,NA,NA,NA,NA,NA,"United States|Argentina|Czechia|Georgia|Germany|Moldova, Republic of|Poland|Romania|Ukraine",0,23,ADG20|Placebo,0
NCT04920942,5/31/2021,10/31/2021,Interventional,Ivermectin Treatment Efficacy in Covid-19 High Risk Patients,Completed,Phase 3,"Clinical Research Centre, Malaysia",NA,NA,NA,NA,NA,NA,Malaysia,0,4,Ivermectin 0.4mg/kg/day for 5 days,0
NCT04913129,11/4/2021,12/31/2022,Interventional,The Burden of COVID-19 Survivorship,Recruiting,Not Applicable,Mayo Clinic,NA,NA,NA,NA,NA,NA,United States,0,4,Exercise Training,0
NCT04625972,12/2/2020,4/7/2021,Interventional,"Phase III Double-blind, Placebo-controlled Study of AZD7442 for Post- Exposure Prophylaxis of COVID-19 in Adults","Active, not recruiting",Phase 3,AstraZeneca,NA,NA,NA,NA,NA,NA,United States|United Kingdom,0,6,AZD7442|Placebo,0
NCT04830761,3/26/2021,4/1/2022,Interventional,Behavior Change in Context to Contain the Spread of COVID-19,Recruiting,Not Applicable,University of Bern,NA,NA,NA,NA,NA,NA,Switzerland,0,2,Motivation|Habit|Social,0
NCT04818801,6/18/2021,12/31/2021,Interventional,"Safety, Reactogenicity and Immunogenicity Study of ReCOV","Active, not recruiting",Early Phase 1,"Jiangsu Rec-Biotechnology Co., Ltd.",NA,NA,NA,NA,NA,NA,New Zealand,0,4,Recombinant two-component COVID-19 vaccine (CHO cell)|Placebo,1
NCT04668209,1/1/2021,3/31/2022,Interventional,Silmitasertib (CX-4945) in Patients With Severe Coronavirus Disease 2019 (COVID-19),Recruiting,Phase 2,University of Arizona,NA,NA,NA,NA,NA,NA,United States,0,4,Silmitasertib,0
NCT04582201,9/21/2020,10/1/2022,Interventional,An Experiment to Evaluate the Safety of agenT-797 in COVID-19 Patients With Severe Difficulty Breathing.,Recruiting,Phase 1,Agenus Inc.,NA,NA,NA,NA,NA,NA,United States,0,7,agenT-797,0
NCT04508023,8/13/2020,2/22/2022,Interventional,"A Study of Rivaroxaban to Reduce the Risk of Major Venous and Arterial Thrombotic Events, Hospitalization and Death in Medically Ill Outpatients With Acute, Symptomatic Coronavirus Disease 2019 (COVID-19) Infection",Recruiting,Phase 3,"Janssen Research & Development, LLC",NA,NA,NA,NA,NA,NA,United States,0,15,Rivaroxaban|Placebo|Standard of Care (SOC),0
NCT04469634,7/31/2020,12/31/2022,Interventional,Are SARS-CoV-2 Specific Antibodies a Correlate for Protection?,"Active, not recruiting",Not Applicable,"Institute of Tropical Medicine, Belgium",NA,NA,NA,NA,NA,NA,Belgium,0,3,"Assessing antibody responses, neutralizing capacity and memory B-cell function",0
NCT05151614,4/1/2021,10/30/2021,Interventional,Adjuvant Use Of Colchicine With The Standard Therapy In Moderate And Severe Corona Virus Disease-19 Infection,Completed,Phase 1,University of Baghdad,NA,NA,NA,NA,NA,NA,Iraq,0,0,Colchicine 0.5 MG,0
NCT05069610,12/15/2021,4/15/2022,Interventional,"Evaluating Safety, Tolerability, and Potential Efficacy of Intranasal AD17002 in Adults With Mild COVID-19",Recruiting,Phase 1/Phase 2,Advagene Biopharma Co. Ltd.,NA,NA,NA,NA,NA,NA,Taiwan,0,2,AD17002|Placebo (Formulation buffer),0
NCT05150860,10/17/2021,7/30/2023,Interventional,Communities Fighting COVID Return to School,Recruiting,Not Applicable,San Diego State University,NA,NA,NA,NA,NA,NA,United States,0,0,At-home COVID-19 testing|Family-based model|Onsite COVID-19 testing,0
NCT04584684,12/18/2020,6/30/2022,Interventional,Mouth Rinses for Inactivation of COVID-19,"Active, not recruiting",Phase 2,"University of North Carolina, Chapel Hill",NA,NA,NA,NA,NA,NA,United States,0,4,Saline|1.5% w/v Hydrogen Peroxide|0.12% Chlorohexidine Gluconate|27% Ethanol plus essential oils|0.5% w/v Povidone-iodide|0.075% Cetylpyridinium Chloride,0
NCT04609423,11/10/2020,6/2/2021,Interventional,Cod Liver Oil for Covid-19 Prevention Study,Recruiting,Phase 4,Oslo University Hospital,NA,NA,NA,NA,NA,NA,Norway,0,4,Cod liver oil|Corn oil (placebo),0
NCT04847050,4/28/2021,1/1/2022,Interventional,"A Trial of the Safety and Immunogenicity of the COVID-19 Vaccine (mRNA-1273) in Participants With Hematologic Malignancies and Various Regimens of Immunosuppression, and in Participants With Solid Tumors on PD1/PDL1 Inhibitor Therapy, Including Boost...",Recruiting,Phase 2,National Institutes of Health Clinical Center (CC),NA,NA,NA,NA,NA,NA,United States,0,19,mRNA-1273,1
NCT04750759,2/3/2021,10/29/2021,Interventional,Safety and Preliminary Efficacy of the Combination of Niclosamide and Camostat,Terminated,Phase 2,CharitÃ© Research Organisation GmbH,sub-therapeutic plasma levels of active substance,NA,NA,NA,NA,NA,Germany,0,4,Niclosamide + Camostat|Placebo,0
NCT04715997,12/30/2020,7/30/2021,Interventional,"Safety and Immunogenicity Study of GX-19N, a COVID-19 Preventive DNA Vaccine in Healthy Adults","Active, not recruiting",Phase 1/Phase 2,"Genexine, Inc.",NA,NA,NA,NA,NA,NA,"Korea, Republic of",0,1,GX-19N|Placebo,1
NCT04527198,9/14/2020,12/31/2020,Interventional,Brainstem Dysfunction in COVID-19 Critically Ill Patients: a Prospective Observational Study,Completed,Not Applicable,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,NA,France,0,2,Brainstem Responses Assessment Sedation Score (BRASS)|Electroencephalogram with EKG lead,0
NCT04526821,10/17/2020,2/10/2021,Interventional,Lactoferrin for Prevention of COVID-19 in Health Care Workers,Terminated,Phase 2,Universidad Peruana Cayetano Heredia,The study was interrupted due to the arrival and distribution of the vaccine to hospital workers in Peru,NA,NA,NA,NA,NA,Peru,0,2,Bovine Lactoferrin|Maltodextrin,0
NCT04516512,1/14/2021,7/8/2021,Interventional,Assessment of SARS-CoV-2 Seroprevalence in Detention,Completed,Not Applicable,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,NA,France,0,1,Blood draw,0
NCT04445389,6/17/2020,12/30/2021,Interventional,"Safety and Immunogenicity Study of GX-19, a COVID-19 Preventive DNA Vaccine in Healthy Adults","Active, not recruiting",Phase 1/Phase 2,"Genexine, Inc.",NA,NA,NA,NA,NA,NA,"Korea, Republic of",0,3,GX-19|Saline,1
NCT04365257,5/13/2020,3/30/2022,Interventional,Prazosin to Prevent COVID-19 (PREVENT-COVID Trial),Recruiting,Phase 2,Johns Hopkins University,NA,NA,NA,NA,NA,NA,United States,0,5,Prazosin|Standard of care,0
NCT05152849,12/31/2021,5/31/2022,Interventional,"Efficacy, Safety, Tolerability of AXA1125 in Fatigue Predominant PASC",Recruiting,Phase 2,"Axcella Health, Inc",NA,NA,NA,NA,NA,NA,United Kingdom,0,0,AXA1125|Placebo,0
NCT05092698,5/1/2020,12/31/2021,Interventional,The Efficacy of Vitamin D Supplementation in Patients With Severe and Extremely Severe COVID-19,Recruiting,Not Applicable,"Federal Research Clinical Center of Federal Medical & Biological Agency, Russia",NA,NA,NA,NA,NA,NA,Russian Federation,0,2,Vitamin D (cholecalciferol)|Herbal oil,0
NCT05124171,12/8/2021,12/31/2022,Interventional,Immunogenicity and Reactogenicity Following a Booster Dose of COVID-19 mRNA Vaccine (Pfizer-BioNtech) and Two Adjuvanted Sub-unit Vaccines (SP/GSK) Administered in Adults Who Received 2 Doses of Pfizer-BioNTech mRNA Vaccine as a Primary Vaccination,Recruiting,Phase 3,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,NA,France,0,2,"BNT162b2|CoV2 preS dTM adjuvanted vaccine (D614), Sanofi/GSK|CoV2 preS dTM adjuvanted vaccine (B.1.351), Sanofi/GSK",1
NCT04785144,3/29/2021,8/31/2022,Interventional,Safety and Immunogenicity Study of a SARS-CoV-2 (COVID-19) Variant Vaccine (mRNA-1273.351) in NaÃ¯ve and Previously Vaccinated Adults,"Active, not recruiting",Phase 1,National Institute of Allergy and Infectious Diseases (NIAID),NA,NA,NA,NA,NA,NA,United States,0,22,mRNA-1273|mRNA-1273.351,1
NCT04803409,3/22/2021,12/15/2021,Interventional,UNITE Study (UCSD-SW) for COVID-19,"Active, not recruiting",Not Applicable,"University of California, San Diego",NA,NA,NA,NA,NA,NA,United States,0,4,Splenic Ultrasound,0
NCT04638634,2/2/2021,6/9/2021,Interventional,"Pharmacokinetics, Safety, and Tolerability of CSL760, an Intravenous Anti-SARS-CoV-2 Hyperimmune Globulin, in Healthy Adult Subjects",Terminated,Phase 1,CSL Behring,"For business reasons, not a safety issue",NA,NA,NA,NA,NA,Australia,0,8,CSL760,0
NCT04616846,8/4/2020,2/15/2022,Interventional,Thromboembolic Risk Screening in Patients With Cancer and COVID-19,Recruiting,Not Applicable,Centre Antoine Lacassagne,NA,NA,NA,NA,NA,NA,France|Monaco,0,2,Peripheral venous ultrasound,0
NCT04331366,4/8/2020,8/31/2020,Interventional,Bidirectional Oxygenation Valve in the Management of Pulmonary Complications of COVID-19,Completed,Not Applicable,Emory University,NA,NA,NA,NA,NA,NA,NA,1,5,GO2 PEEP MOUTHPIECE,0
NCT04372017,5/14/2020,6/4/2021,Interventional,Hydroxychloroquine as Post-Exposure Prophylaxis Against COVID-19 Infection,Terminated,Phase 3,Sanford Health,Unlikelihood of benefit based on other studies.,NA,NA,NA,NA,NA,United States,1,5,Hydroxychloroquine|Vitamin D,0
NCT05047770,10/7/2021,3/29/2022,Interventional,A Study on the Immune Response and Safety of the Shingles Vaccine and the Influenza Vaccine When Either is Given to Healthy Adults at the Same Time or Following a COVID-19 Booster Vaccine,"Active, not recruiting",Phase 3,GlaxoSmithKline,NA,NA,NA,NA,NA,NA,United States,0,2,HZ/su|Flu D-QIV|mRNA-1273,1
NCT04924660,7/15/2021,5/31/2023,Interventional,Novel Experimental COVID-19 Therapies Affecting Host Response,Recruiting,Phase 2/Phase 3,Vanderbilt University Medical Center,NA,NA,NA,NA,NA,NA,United States,0,6,TXA127|TRV027|Placebo|Fostamatinib|APN01,0
NCT04973449,6/27/2021,1/26/2022,Interventional,"Phase II/III Study of AZD2816, for the Prevention of COVID-19 in Adults","Active, not recruiting",Phase 2/Phase 3,AstraZeneca,NA,NA,NA,NA,NA,NA,Brazil|Poland|South Africa|United Kingdom,0,3,AZD1222|AZD2816,1
NCT04966013,6/17/2021,12/31/2021,Interventional,Evaluation of the RD-X19 Treatment Device in Individuals With Mild to Moderate COVID-19,Recruiting,Not Applicable,KNOWBio Inc.,NA,NA,NA,NA,NA,NA,United States,0,3,RD-X19|Sham,0
NCT04960215,5/25/2021,12/31/2021,Interventional,Coenzyme Q10 as Treatment for Long Term COVID-19,Recruiting,Phase 2,University of Aarhus,NA,NA,NA,NA,NA,NA,Denmark,0,1,Coenzyme Q10|Placebo,0
NCT04749173,11/21/2020,6/18/2021,Interventional,"To Assess the Safety, Tolerability and Pharmacokinetic Properties of Niclosamide Injectable (DWRX2003) Which is the Treatment of COVID-19 in Healthy Volunteers.",Completed,Phase 1,Daewoong Pharmaceutical Co. LTD.,NA,NA,NA,NA,NA,NA,"Korea, Republic of",0,4,"DWRX2003, 96mg|DWRX2003, 432mg|DWRX2003, 144mg|DWRX2003, 144mg",0
NCT04876274,7/14/2020,12/29/2020,Interventional,Social Media-Delivered Patient Education in Enhancing Type 2 Diabetics Self-Management and Attitudes During the COVID-19 Pandemic,Completed,Not Applicable,Taipei Medical University,NA,NA,NA,NA,NA,NA,Taiwan,1,4,TMU-LOVE,0
NCT04655586,12/10/2020,11/30/2021,Interventional,"Assessing Safety, Hospitalization and Efficacy of rNAPc2 in COVID-19","Active, not recruiting",Phase 2/Phase 3,"ARCA Biopharma, Inc.",NA,NA,NA,NA,NA,NA,United States|Argentina|Brazil,0,11,rNAPc2|Heparin,0
NCT04501796,11/27/2020,3/31/2022,Interventional,A Trial of NT-I7 in COVID-19 (SPESELPIS),Recruiting,Phase 1,NeoImmuneTech,NA,NA,NA,NA,NA,NA,United States,0,4,Double-Blind NT-I7|Double-Blind Placebo,0
NCT04524598,7/20/2020,9/3/2021,Interventional,A CBT-based Mobile Intervention as First Line Treatment for Adolescent Depression During COVID-19,"Active, not recruiting",Not Applicable,"Limbix Health, Inc.",NA,NA,NA,NA,NA,NA,United States,1,7,Limbix Spark|Psychoeducation,0
NCT04366856,6/26/2020,9/23/2021,Interventional,PROne Positioning in coVID-19 Oxygeno-dependent Patients in Spontaneous Ventilation (PROVID Study),Completed,Not Applicable,Assistance Publique - HÃ´pitaux de Paris,NA,NA,NA,NA,NA,NA,France,0,2,1: Prone positioning|2: No instruction regarding positioning,0
NCT04441996,7/17/2020,3/18/2021,Interventional,Therapeutic Plasma Exchange for COVID-19-associated Hyperviscosity,Completed,Phase 4,Emory University,NA,NA,NA,NA,NA,NA,United States,0,4,Therapeutic plasma exchange (TPE)|Standard of care,0
NCT04326075,12/1/2020,6/30/2021,Interventional,Early CPAP in COVID-19 Patients With Respiratory Failure.,Recruiting,Not Applicable,Mario Negri Institute for Pharmacological Research,NA,NA,NA,NA,NA,NA,Italy,0,4,CPAP treatment,0
NCT05157178,6/20/2021,2/11/2022,Interventional,Immunogenicity Study of the Covid-19 (Recombinante) Vaccine With a 4 or 8 Week Interval Between the First Doses.,"Active, not recruiting",Phase 4,The Immunobiological Technology Institute (Bio-Manguinhos) / Oswaldo Cruz Foundation (Fiocruz),NA,NA,NA,NA,NA,NA,Brazil,0,0,Covid-19 (recombinante) vaccine,1
NCT05157139,11/1/2021,3/31/2022,Interventional,Clinical Trial for Oral Formula of Vanillin and Wheat Germ Oil for Treatment of Mild and Moderate COVID-19 Viral Disease,Recruiting,Phase 2/Phase 3,Alexandria University,NA,NA,NA,NA,NA,NA,Egypt,0,0,Oral Capsule,0
NCT05157230,9/1/2021,12/15/2021,Interventional,Evaluation of Deltoid Exercises on Injection Site Pain After (BNT162b2) COVID - 19 Vaccination,Recruiting,Not Applicable,Bursa YÃ¼ksek Ä°htisas Education and Research Hospital,NA,NA,NA,NA,NA,NA,Turkey,0,0,exercise,1
NCT05112913,7/27/2021,11/17/2021,Interventional,Lot-to-lot Consistency of an Inactivated SARS-CoV-2 Vaccine Between Different Workshops in Healthy Children Aged 3-17 Years,"Active, not recruiting",Phase 4,"Sinovac Biotech Co., Ltd",NA,NA,NA,NA,NA,NA,China,0,1,Inactivated SARS-CoV-2 Vaccine (Vero cell) Lot 1 of the workshop 2|Inactivated SARS-CoV-2 Vaccine (Vero cell) Lot 2 of the workshop 2|Inactivated SARS-CoV-2 Vaccine (Vero cell) Lot 3 of the workshop 2|Inactivated SARS-CoV-2 Vaccine (Vero cell) Lot 1 of the workshop 3|Inactivated SARS-CoV-2 Vaccine (Vero cell) Lot 2 of the workshop 3|Inactivated SARS-CoV-2 Vaccine (Vero cell) Lot 3 of the workshop 3|Inactivated SARS-CoV-2 Vaccine (Vero cell) Lot 1 of the workshop 1,1
NCT05156723,7/19/2021,8/30/2021,Interventional,"The Objectives of This Study Are Study the Immunogenicity, Safety and Tolerability of the Coronavirus Vaccine in Healthy Adult Volunteer Aged 18 to 60 Years.","Active, not recruiting",Phase 1/Phase 2,St. Petersburg Research Institute of Vaccines and Sera,NA,NA,NA,NA,NA,NA,Russian Federation,0,0,Subunit recombinant vaccine for the prevention of coronavirus infection|Placebo,1
NCT05137418,11/27/2021,2/27/2022,Interventional,"Safety and Immunogenicity of COVID-19 Vaccine, Inactivated in Healthy Population Aged From 3 to 11 Years","Active, not recruiting",Phase 3,"Sinovac Biotech Co., Ltd",NA,NA,NA,NA,NA,NA,China,0,1,"COVID-19 Vaccine,Inactivated",1
NCT04904744,5/28/2021,10/31/2021,Interventional,"Effect of Varied Outreach Methods on Appointment Scheduling, Appointment Completion, and Receipt of COVID-19 Vaccination",Completed,Not Applicable,"Children's Hospital Medical Center, Cincinnati",NA,NA,NA,NA,NA,NA,United States,0,2,Low tailored message|No message|Low tailored message plus COVID-19 vaccine message,1
NCT04530539,10/5/2020,7/1/2021,Interventional,The Effect of Melatonin and Vitamin C on COVID-19,"Active, not recruiting",Not Applicable,Lancaster General Hospital,NA,NA,NA,NA,NA,NA,United States,0,3,Vitamin C|melatonin|Placebo|Symptom Survey,0
NCT04456153,7/22/2020,1/31/2021,Interventional,Atovaquone for Treatment of COVID-19,Completed,Phase 2,University of Texas Southwestern Medical Center,NA,NA,NA,NA,NA,NA,United States,1,9,Experimental Group|Placebo Group,0
NCT04460014,9/30/2020,8/1/2022,Interventional,Simple Cognitive Task Intervention After Trauma During COVID-19 In Hospital Staff EKUT-P RCT,Recruiting,Not Applicable,Karolinska Institutet,NA,NA,NA,NA,NA,NA,Sweden,0,5,Simple cognitive task intervention|Attention Placebo,0
NCT04351243,4/15/2020,12/1/2020,Interventional,A Study to Assess the Efficacy and Safety of Gimsilumab in Subjects With Lung Injury or Acute Respiratory Distress Syndrome Secondary to COVID-19 (BREATHE),Completed,Phase 2,Kinevant Sciences GmbH,NA,NA,NA,NA,NA,NA,United States,1,15,Gimsilumab|Placebo,0
NCT04379518,11/17/2020,11/17/2023,Interventional,Rintatolimod and IFN Alpha-2b for the Treatment of COVID-19 in Cancer Patients,Recruiting,Phase 1/Phase 2,Roswell Park Cancer Institute,NA,NA,NA,NA,NA,NA,United States,0,13,Best Practice|Recombinant Interferon Alfa-2b|Rintatolimod,0
NCT05158855,6/1/2021,4/20/2022,Interventional,Oral Neutralizing Antibody Booster for Post-vaccinated People With COVID19 Vaccine,Recruiting,Not Applicable,DreamTec Research Limited,NA,NA,NA,NA,NA,NA,Hong Kong,0,0,Bacillus subtilis spore extract,1
NCT05158842,10/8/2021,1/31/2022,Interventional,Treatment of COVID-19 Positive/Negative Bangladeshi Adults With Severe Respiratory Complaints by a Locally Made bCPAP: Feasibility Study,Recruiting,Not Applicable,"International Centre for Diarrhoeal Disease Research, Bangladesh",NA,NA,NA,NA,NA,NA,Bangladesh,0,0,Adult bubble CPAP oxygen therapy device,0
NCT05115071,11/8/2021,11/25/2021,Interventional,Online Childbirth Preparation Education in Covid-19 Pandemic,Completed,Not Applicable,Pamukkale University,NA,NA,NA,NA,NA,NA,Turkey,0,1,Childbirth preparation education,0
NCT05076253,9/1/2021,12/1/2021,Interventional,Efficacy of Ivermectin in COVID-19,Completed,Phase 1/Phase 2,Bangkok Metropolitan Administration Medical College and Vajira Hospital,NA,NA,NA,NA,NA,NA,Thailand,0,1,Ivermectin|Placebo,0
NCT05030974,10/21/2021,11/30/2022,Interventional,RECOVAC Third Vaccination Study,Recruiting,Phase 4,University Medical Center Groningen,NA,NA,NA,NA,NA,NA,Netherlands,0,1,mRNA-1273|Ad26.COV2.S vaccine,1
NCT04739020,1/18/2021,12/30/2021,Interventional,Respiratory Aerosols in Patients With COVID-19 and Healthy Controls,Recruiting,Not Applicable,Johann Wolfgang Goethe University Hospital,NA,NA,NA,NA,NA,NA,Germany,0,2,Resp-Aer-Meter|Spirometry|Qualitative and quantitative virus PCR of respiratory secretions in patients with high aerosol concentrations,0
NCT04644172,11/1/2020,11/30/2023,Interventional,Improving Thinking in Everyday Life After Covid-19,Recruiting,Not Applicable,University of Alabama at Birmingham,NA,NA,NA,NA,NA,NA,United States,0,1,Speed of Processing Training|Instrumental Activities of Daily Living Shaping|Transfer Package from CI Therapy|Usual Care,0
NCT04682197,12/14/2021,11/30/2022,Interventional,Cereset Research In Healthcare Workers During COVID-19,Recruiting,Not Applicable,Wake Forest University Health Sciences,NA,NA,NA,NA,NA,NA,United States,0,9,Cereset Research,0
NCT04377672,5/28/2020,9/1/2021,Interventional,Human Convalescent Plasma for High Risk Children Exposed or Infected With SARS-CoV-2 (COVID-19),Completed,Phase 1,Johns Hopkins University,NA,NA,NA,NA,NA,NA,United States,0,5,Anti-SARS-CoV-2 Human Convalescent Plasma,0
NCT04519216,7/31/2020,10/30/2021,Interventional,Breastfeeding Education in the Time of COVID-19,Completed,Not Applicable,"University of California, Davis",NA,NA,NA,NA,NA,NA,United States,0,2,Telesimulation,0
NCT05022472,7/16/2021,12/31/2022,Interventional,Project 2VIDA! COVID-19 Vaccine Intervention Delivery for Adults in Southern California,Recruiting,Phase 4,"University of California, San Diego",NA,NA,NA,NA,NA,NA,United States,0,1,COVID-19 Individual Awareness and Education.|COVID-19 Community Outreach & Health Promotion.|COVID-19 Individual Health Education & Linkages to Medical and Supportive Services.|Pop-up community vaccination sites,1
NCT04345861,4/11/2020,2/9/2021,Interventional,Hydroxychloroquine Plus Azithromycin Versus Hydroxychloroquine for COVID-19 Pneumonia (COVIDOC Trial),Terminated,Phase 2/Phase 3,"University Hospital, Montpellier",halted prematurely.,NA,NA,NA,NA,NA,France,0,4,Hydroxychloroquine + placebo|hydroxychloroquine + azithromycin,0
NCT05160766,11/8/2021,4/30/2022,Interventional,Assessing Immune Response of Different COVID-19 Vaccines in Older Adults,Recruiting,Phase 2,University of Cologne,NA,NA,NA,NA,NA,NA,Germany,0,0,Comirnaty(BTN162b2)|Spikevax (mRNA-1273),1
NCT05132855,11/30/2021,4/30/2023,Interventional,The Immune Response of Heterologous Boost Third Dose of mRNA and Protein COVID-19 Vaccine,Recruiting,Phase 1/Phase 2,Chang Gung Memorial Hospital,NA,NA,NA,NA,NA,NA,Taiwan,0,1,BNT162b2|mRNA-1273|MCV COVID-19 vaccine,1
NCT05000216,8/13/2021,1/31/2022,Interventional,COVID-19 Booster Vaccine in Autoimmune Disease Non-Responders,Recruiting,Phase 2,National Institute of Allergy and Infectious Diseases (NIAID),NA,NA,NA,NA,NA,NA,United States,0,11,Moderna mRNA-1273|BNT162b2|Ad26.COV2.S|IS (MMF or MPA)|IS (MTX)|IS (B cell depletion therapy),1
NCT04967742,8/5/2021,8/22/2021,Interventional,"A Extension Study to Evaluate the Safety, Tolerability, and Immunogenicity of UB-612 COVID-19 Vaccine",Completed,Phase 1,"United Biomedical Inc., Asia",NA,NA,NA,NA,NA,NA,Taiwan,0,2,UB-612,1
NCT04880642,9/16/2021,2/28/2022,Interventional,A Trial to Investigate Recovery From COVID-19 With C21 in Adult Subjects,Recruiting,Phase 3,Vicore Pharma AB,NA,NA,NA,NA,NA,NA,United States|Argentina|Brazil|Colombia|Czechia|India|Peru|Philippines|Ukraine,0,5,C21|Placebo,0
NCT04805671,7/26/2021,1/31/2022,Interventional,Evaluation of ADG20 for the Treatment of Mild or Moderate COVID-19,Recruiting,Phase 2/Phase 3,"Adagio Therapeutics, Inc.",NA,NA,NA,NA,NA,NA,Argentina|Brazil|Bulgaria|Germany|Greece|Hungary|Poland|Romania|South Africa|Ukraine,0,15,ADG20|Normal saline,0
NCT04784559,6/4/2021,3/31/2022,Interventional,Trial to Determine the Efficacy/Safety of Plitidepsin vs Control in Patients With Moderate COVID-19 Infection,Recruiting,Phase 3,PharmaMar,NA,NA,NA,NA,NA,NA,Argentina|Brazil|Bulgaria|Colombia|France|Greece|Mexico|Peru|Portugal|Romania|South Africa|Spain|Turkey,0,13,Plitidepsin|Dexamethasone|Remdesivir|Favipiravir,0
NCT04690387,12/7/2020,1/13/2021,Interventional,"Dendritic Cell Vaccine, AV-COVID-19, to Prevent COVID-19 Infection",Completed,Phase 1,"Aivita Biomedical, Inc.",NA,NA,NA,NA,NA,NA,Indonesia,0,4,AV-COVID-19|GM-CSF,1
NCT04661813,3/1/2021,12/31/2022,Interventional,Assess and Adapt to the Impact of COVID-19 on CVD Self-Management and Prevention Care in Adults Living With HIV,Recruiting,Not Applicable,Case Western Reserve University,NA,NA,NA,NA,NA,NA,United States,0,2,EXTRA-CVD Virtual Care,0
