Intervention_type,intervention,Study_count
Dietary Supplement,n-acetyl glucosamine (nag),1
Drug,n-etsd (oral capsule),1
Biological,n-etsd (suspension for injection),1
Device,n95 respirator,1
Combination Product,na-831/atazanavir,1
Combination Product,na-831/dexamethasone,1
Dietary Supplement,nad,1
Dietary Supplement,nad/,1
Drug,naproxen,1
Diagnostic Test,nasal,1
Drug,nasal irrigation,1
Other,nasal lavage,1
Diagnostic Test,nasopharyngeal,1
Other,nasopharyngeal samples.,1
Diagnostic Test,nasopharyngeal/throat/oropharyngeal swabs analyses by rt-pcr/ddpcr,1
Other,nasopharynx,1
Biological,nasovax,1
Behavioral,navigation services,1
Biological,nbp2001 adjuvanted with alum (rbd 30î¼g,1
Biological,nbp2001 adjuvanted with alum (rbd 30î¼g/dose),1
Biological,nbp2001 adjuvanted with alum (rbd 50î¼g,1
Biological,nbp2001 adjuvanted with alum (rbd 50î¼g/dose),1
Drug,nbt-nm108,1
Drug,nebivolol,1
Drug,nebulised heparin,1
Drug,nebulised recombinant tissue-plasminogen activator (rt-pa),1
Drug,nebulised unfractionated heparin (ufh),1
Device,nebulized administration of rlf-100,1
Device,nebulized administration of rlf-100/placebo,1
Drug,nebulized furosemide,1
Biological,nebulized platelet lysate,1
Drug,nebulized saline,1
Other,nebulized sterile saline,1
Behavioral,neurocognitive assessment,1
Diagnostic Test,neurology test,1
Device,neuromuscular,1
Other,neutral writing control,1
Other,new ppe,1
Behavioral,news,1
Diagnostic Test,ng test,1
Biological,ngm621,1
Drug,niclosamide / camostat,1
Drug,niclosamide oral tablet,1
Drug,niclosamide suspension,1
Drug,nicorandil,1
Dietary Supplement,nicotinamide,1
Dietary Supplement,nicotinamide riboside,1
Drug,nicotine 7 mg,1
Drug,nicotine 7 mg/ 24h transdermal patch - 24 hour,1
Drug,nicotine patch,1
Drug,nigella sativa / black cumin,1
Drug,nigella sativa seed,1
Drug,nintedanib,1
Drug,nintedanib 150 mg [ofev],1
Drug,nitazoxanide/atazanavir/ritonavir,1
Drug,"nitric oxide lozenges, 30 mg",1
Drug,nitroglycerin,1
Drug,nk-1r antagonist,1
Behavioral,no activities of the hbcc project,1
Behavioral,no instruction regarding positioning,1
Behavioral,no messaging,1
Device,no personal protective equipment (ppe),1
Behavioral,no racial inequality highlighting,1
Other,no research related technology based social interactions,1
Device,non-contact mce system,1
Behavioral,non-mindfulness intervention,1
Procedure,non-operative management,1
Drug,normal saline intranasal,1
Other,not bravery message,1
Device,nowdx covid-19 test,1
Drug,nox66,1
Drug,np-120 (ifenprodil),1
Behavioral,nudge,1
Combination Product,nutrition consult,1
Combination Product,nutrition consult/protein supplementation,1
Drug,nuvastatic,1
Other,observation,1
Other,obvio-19 app,1
Drug,octaplas,1
Other,old ppe,1
Diagnostic Test,olfactometry,1
Drug,olokizumab,1
Drug,omega 3/nigella sativa oil,1
Drug,omega 3/nigella sativa oil/anise seed capsule,1
Drug,omega 3/nigella sativa oil/deglycyrrhizinated licorice,1
Drug,omega 3/nigella sativa oil/indian costus,1
Drug,omega 3/nigella sativa oil/quinine pills,1
Drug,omeprazole,1
Dietary Supplement,omnibiotic aad,1
Diagnostic Test,on-site testing (lumiradx),1
Biological,one covid-19 vaccine candidate (tmv-083) administration - high dose,1
Other,online cognitive stimulation therapy,1
Behavioral,online intervention grief covid-19,1
Behavioral,online intervention mental health covid-19,1
Behavioral,online kkh sports singapore program with usual care,1
Behavioral,online lifestyle intervention,1
Other,online questionnaires,1
Device,online self-help intervention,1
Drug,op-101,1
Drug,open label bss (pepto bismol),1
Procedure,operative management,1
Drug,ophtamesone,1
Behavioral,opt-in recruitment email,1
Behavioral,opt-out recruitment email,1
Diagnostic Test,optical coherence tomography (oct),1
Drug,or high dose lmwh),1
Other,"or psychotherapy, n=10)",1
Drug,oral,1
Other,oral intervention with cetylpyridinium chloride,1
Drug,oral ivermectin,1
Biological,oral polio vaccine / information,1
Diagnostic Test,oropharyngeal swabs analyses by rt-pcr,1
Drug,ortd-1 high dose,1
Drug,ortd-1 low dose,1
Drug,ortd-1 mid dose,1
Drug,oseltamivir 75mg,1
Biological,otilimab,1
Dietary Supplement,oxaloacetate medical food,1
Dietary Supplement,oxaloacetate medical food/dietary supplement,1
Other,oxygen mask,1
Device,oxyhydrogen,1
Drug,ozanimod,1
Procedure,ozone,1
Drug,p2et (caesalpinia spinosa extract),1
Drug,p2y12,1
Drug,pacritinib,1
Drug,pamrevlumab,1
Behavioral,parentchat for parents of children ages 2-17,1
Other,parents during induction,1
Drug,part 1 - tl-895,1
Drug,part 2 - tl-895,1
Drug,part a,1
Drug,part a/b: placebo,1
Drug,part a: upamostat 200 mg,1
Drug,part a: upamostat 400 mg,1
Drug,part b: upamostat 200,1
Drug,part b: upamostat 200/400 mg,1
Biological,partially hla-matched sars-covsts,1
Behavioral,participate in a massive musical event,1
Other,particle measurement,1
Diagnostic Test,passive microwave radiometry,1
Drug,"patch, nicotine",1
placebo,"patch, placebo",1
Behavioral,patient-centred advice on telephone consultation in tb patients:,1
Behavioral,patient educational video,1
Behavioral,patient mychart scheduling link,1
Device,patient status engine,1
Other,patients covid 19,1
Device,pbmt,1
Device,pbmt/smf,1
Diagnostic Test,pcr/serology,1
Behavioral,peer resilience champion,1
Biological,peginterferon beta-1a,1
Biological,pembrolizumab,1
Drug,pemziviptadil (pb1046),1
Drug,pentaglobin,1
Drug,pentoxifylline,1
Device,pep flute,1
Diagnostic Test,performance of the test antigenic,1
Diagnostic Test,performance of the test antigenic/test rt-pcr,1
Device,performing of lung ultrasound,1
Diagnostic Test,peripheral venous ultrasound,1
Other,personal freedom message,1
Device,personal protective equipment,1
Device,personal protective equipment (ppe),1
Behavioral,personal protective measures,1
Behavioral,personalized health education,1
Drug,pf-06650833,1
Drug,pf-07304814,1
Drug,phr160 spray,1
Behavioral,physical,1
Behavioral,physical/cognitive activity,1
Other,physiological effects of awake prone position in covid 19 patients,1
Other,physiotherapy,1
Combination Product,phytomedicine,1
Drug,piclidenoson,1
Drug,pioglitazone,1
Drug,pioglitazone 30 mg,1
Drug,pioglitazone 45 mg,1
Drug,piperacillin,1
Drug,piperacillin/tazobactam,1
placebo,placebo-lde phase 2,1
placebo,placebo-simulation of transcranial direct current stimulation,1
placebo,placebo - phase i,1
placebo,placebo (crossover vaccination period),1
placebo,placebo (im),1
placebo,placebo (inhaled solution),1
placebo,placebo (initial vaccination period),1
placebo,placebo (iv),1
placebo,placebo (methylcellulose) capsule,1
placebo,placebo (oral tablet),1
placebo,placebo (potato starch,1
Dietary Supplement,placebo (potato starch/magnesium stearate),1
placebo,placebo (saline),1
placebo,"placebo (sodium chloride, a 0.9% solution for the preparation of dosage forms for injections)",1
placebo,placebo (standard therapy),1
placebo,"placebo (two doses), priming",1
Drug,placebo / soc,1
Dietary Supplement,placebo / vitamin d,1
placebo,placebo 1,1
placebo,placebo 2,1
placebo,placebo booster,1
placebo,placebo control (non-behavioral infographic),1
placebo,placebo empty capsule,1
placebo,placebo for abbv-2b04,1
placebo,placebo for abbv-47d11,1
placebo,placebo for camostat mesilate,1
placebo,placebo hydroxychloroquine,1
placebo,placebo iv,1
placebo,placebo magnesium,1
placebo,placebo nitazoxanide,1
placebo,placebo of fx06,1
placebo,placebo of nicotine transdermal patch,1
placebo,placebo oil,1
placebo,placebo patch,1
placebo,placebo ribavirin,1
placebo,placebo spray,1
placebo,placebo videos,1
placebo,placebo with remdesivir,1
Biological,placebo/aluminum adjuvant of inactivated sars-cov-2 vaccine,1
Drug,placebo/control,1
Procedure,plasma exchange/convalescent plasma,1
Drug,pln-74809,1
Biological,pneumococcal vaccine,1
Combination Product,polio vaccine,1
Combination Product,polio vaccine/na-831,1
Drug,poractant alfa,1
Behavioral,position,1
Behavioral,positive feedback,1
Other,postural positioning,1
Drug,povidone,1
Device,power breathe,1
Biological,ppv23,1
Biological,ppv23 for the 2nd dose,1
Drug,prazosin,1
Other,prediction market,1
Drug,prednisone tablet,1
Dietary Supplement,preservision areds formulation soft gels,1
Dietary Supplement,preservision areds formulation soft gels/tablets,1
Other,primary care,1
Biological,primepro,1
Other,pro-sero-cov,1
Other,probiorinse,1
Dietary Supplement,probiotics,1
Dietary Supplement,probiotics (2 strains 10x10^9 ufc),1
Behavioral,problem-solving,1
Behavioral,problem-solving/relationship improvement intervention.,1
Procedure,procalcitonin,1
Other,produce prescription program,1
Drug,progesterone,1
Other,progressive cycling exercise test to exhaustion,1
Behavioral,progressive muscle relaxation,1
Other,project echo,1
Biological,prolastin,1
Other,prolectin-m; a (1-6)-alpha-d-mannopyranose class,1
Other,prolonged proned positioning,1
Behavioral,promotores de salud,1
Drug,prophylactic,1
Drug,prophylaxis,1
Drug,propofol,1
Behavioral,prosocial-benefit,1
Other,protective ventilation,1
Combination Product,protein supplementation,1
Device,prototype,1
Biological,psc-04,1
Other,psg,1
Other,psycho-education video,1
Other,psychoeducation,1
Other,psychoeducational intervention,1
Behavioral,psychological,1
Other,psychological rehabilitation,1
Behavioral,psychological triaging intervention,1
Behavioral,psychological/behaviour change support,1
Behavioral,psychotherapy,1
Drug,ptc299,1
Biological,ptx-covid19-b,1
Diagnostic Test,pulmonary anomalies 4 months after documented covid-19 pneumonia,1
Diagnostic Test,pulmonary function testing,1
Other,pulmonary physiotherapy techniques,1
Other,pulmonary tele-rehabilitation,1
Drug,pulmozyme/ recombinant human deoxyribonuclease (rh-dnase),1
Device,pulse oximeter,1
Diagnostic Test,pulse oximetry,1
Drug,pyridostigmine bromide,1
Drug,pyronaridine-artesunate (pa),1
Diagnostic Test,qrt-pcr,1
Diagnostic Test,qrt-pcr/serology,1
Dietary Supplement,quadramune(tm),1
Diagnostic Test,qualitative,1
Diagnostic Test,qualitative/quantitative virus pcr of respiratory secretions in patients with high aerosol concentrations,1
Other,quality of life promotion,1
Diagnostic Test,quantitative virus pcr of respiratory secretions in patients with high aerosol concentrations,1
Dietary Supplement,quercetin phytosome,1
Drug,quinine,1
Combination Product,quinquina-stevia,1
Combination Product,quinquina-stevia/azythromycin,1
Drug,r tablets,1
Behavioral,racial,1
Behavioral,racial inequality highlighted,1
Behavioral,racial/ethnic frame,1
Radiation,radiological,1
Device,radius ppg tetherless pulse oximetry (masimo),1
Other,radx chcs testing intervention strategy,1
Drug,ramipril,1
Biological,randomized booster,1
Biological,rapa-501-allo off-the-shelf therapy of covid-19,1
Diagnostic Test,rapid antigen test,1
Diagnostic Test,rapid salivary test,1
Drug,rayaldee 30mcg extended-release (er) capsule,1
Drug,razuprotafib,1
Drug,razuprotafib subcutaneous solution,1
Drug,rbt-9 (90 mg),1
Device,rd-x19,1
Drug,rdv,1
placebo,rdv placebo,1
Behavioral,reading a book,1
Behavioral,recharge,1
Biological,recombinant human anti-sars-cov-2 monoclonal antibody(25mg,1
Biological,recombinant human anti-sars-cov-2 monoclonal antibody(25mg/kg;50mg/kg;100mg/kg),1
Drug,recombinant human plasma gelsolin (rhu-pgsn),1
Biological,recombinant new coronavirus vaccine (cho cell) group,1
placebo,recombinant novel coronavirus vaccine (adenovirus type 5 vector) -placebo,1
Biological,rectal swab,1
Behavioral,referral,1
Behavioral,referral card,1
Behavioral,referral/digital brochure,1
Behavioral,reframing,1
Combination Product,reginmune,1
Other,regular care,1
Other,rehabilitation,1
Other,rehabilitation by concentric exercises,1
Other,rehabilitation by eccentric exercises,1
Device,rehabilitation of cognitive function after remission of the symptoms of covid-19,1
Other,rehabilitation protocol through a digital platform,1
Drug,rejuveinix (rjx) active comparator,1
Behavioral,relationship improvement intervention.,1
Behavioral,relaxation,1
Behavioral,remain covid free ssi,1
Drug,remdesivir-hu,1
Drug,remdesivir combination,1
Biological,remestemcel-l,1
Behavioral,remote cognitive behavioral therapy for insomnia,1
Other,remote controlled exercise,1
Behavioral,remote problem management plus,1
Other,"remote sms (short message service, also known as ""text message"") delivery",1
Other,removal of dead space filter,1
Drug,renin-angiotensin system inhibitors,1
Drug,reparixin,1
Other,reprocessing recent traumatic event protocol,1
Behavioral,resilience program,1
Behavioral,resistance training,1
Diagnostic Test,resp-aer-meter,1
Drug,"resp301, a nitric oxide generating solution",1
Other,respiratory,1
Other,respiratory function rehabilitation training,1
Other,respiratory rehabilitation program (rr).,1
Other,respiratory tele-rehabilitation program (trr).,1
Biological,respiratory tract sample,1
Other,respiratory training,1
Other,respiratory/psychological rehabilitation,1
Diagnostic Test,resting 12 lead ecg,1
Other,revised home-cov score,1
Behavioral,reward re-training,1
Drug,rh-dnase,1
Drug,rhace2,1
Drug,rhdnase i,1
Diagnostic Test,rhinopharyngeal,1
Drug,rhtpo,1
Drug,rintatolimod,1
Biological,risankizumab,1
Drug,ritonavir 200 mg-50 mg oral tablet,1
Drug,ritonavir 50 mg [kaletra],1
Drug,ritonavir/oseltamivir,1
Drug,rivaroxaban 15mg tab,1
Drug,rlf-100 (aviptadil),1
Drug,rnapc2,1
Procedure,robot assisted percutaneous cardiovascular intervention,1
Device,robotic assisted early mobilization,1
Device,robotic therapy,1
Other,routine care (no sars-covsts),1
Behavioral,routine psychological support,1
Biological,rph-104,1
Diagnostic Test,rt-qpcr test,1
Biological,sab-185,1
Other,saline-sodium citrate (ssc) buffer,1
placebo,saline placebo boost,1
Other,saline with baby shampoo nasal irrigation,1
Drug,saline/standard care,1
Device,saliva assay,1
Diagnostic Test,saliva collected via salivette cortisol,1
Device,saliva test kit,1
Biological,sam-lnp-s,1
Biological,sam-lnp-s-tce,1
Biological,sample,1
Diagnostic Test,sample collection/performance evaluation (a),1
Diagnostic Test,sample collection/performance evaluation (b),1
Behavioral,sampler skills,1
Other,sampling,1
Other,sampling by venipuncture (and eventually by nasopharyngeal swab),1
Other,sampling of oropharynx,1
Other,sampling of oropharynx/nasopharynx,1
Diagnostic Test,sampling of sars-cov-2 rna from nasopharyngeal swab specimen,1
Diagnostic Test,sampling of sars-cov-2 rna from nasopharyngeal swab specimen/saliva collected via salivette cortisol,1
Drug,sar443122,1
Drug,sarilumab prefilled syringe,1
Biological,sars-cov-2 antibody based ivig therapy,1
Diagnostic Test,sars-cov-2 antibody test,1
Biological,sars-cov-2 antigen-specific cytotoxic t-lymphocytes,1
Diagnostic Test,sars-cov-2 ig g levels,1
Biological,sars-cov-2 inactivated vaccine,1
Other,sars-cov-2 infection,1
Biological,sars-cov-2 mrna vaccine formulation 1,1
Biological,sars-cov-2 mrna vaccine formulation 2,1
Biological,sars-cov-2 mrna vaccine formulation 3,1
Biological,sars-cov-2 neutralizing antibody titer,1
Biological,sars-cov-2 recombinant protein vaccine formulation 1,1
Biological,sars-cov-2 recombinant protein vaccine formulation 2,1
Biological,sars-cov-2 recombinant protein vaccine formulation 3,1
Diagnostic Test,"sars-cov-2 research in nasopharyngeal swab, sperm",1
Diagnostic Test,"sars-cov-2 research in nasopharyngeal swab, sperm/serologics",1
Biological,sars-cov-2 rs/matrix-m1 adjuvant (crossover vaccination period),1
Biological,sars-cov-2 rs/matrix-m1 adjuvant (initial vaccination period),1
Biological,sars-cov-2 rs/matrix m1-adjuvant,1
Diagnostic Test,sars-cov-2 rt-pcr assay for detection of covid-19 infection,1
Biological,sars-cov-2 specific t cells,1
Diagnostic Test,sars-cov-2 testing on the eppendorf thermal cycler pcr system using self-collected saliva as the specimen,1
Biological,sars-cov-2 vaccine formulation 1 with adjuvant 1,1
Biological,sars-cov-2 vaccine formulation 1 with adjuvant 2,1
Biological,sars-cov-2 vaccine formulation 2 with adjuvant 1,1
Biological,sars-cov-2 vaccine formulation 2 with adjuvant 2,1
Biological,sars-cov-2 vaccine formulation 2 without adjuvant,1
Genetic,sars-cov-2 viral composition,1
Biological,sbi-101,1
Behavioral,scarcity message,1
Biological,scb-2019,1
Biological,scb-2019 with as03 adjuvant,1
Biological,scb-2019 with cpg 1018 adjuvant,1
Biological,scb-2019 with cpg 1018 adjuvant/alum adjuvant,1
Device,scd,1
Other,sch intervention,1
Biological,scta01,1
Behavioral,self-benefit,1
Behavioral,self-care tools,1
Behavioral,"self-collected, home-based testing",1
Behavioral,self-compassion for chronic pain virtual group treatment program,1
Behavioral,self-help booklet,1
Other,self-help mindfulness,1
Other,self-help mindfulness/compassion exercises,1
Other,self-interest message,1
Behavioral,self-management booklet (switch: stay well during covid-19),1
Behavioral,self-questionnary,1
Other,self measurement with pulse oximeter,1
Behavioral,self study,1
Drug,senicapoc,1
Diagnostic Test,sequence of testing.,1
Diagnostic Test,serological testing for covid-19 infection,1
Diagnostic Test,serological tests for sars cov-2,1
Other,serology test follow-up,1
Diagnostic Test,serology to determine sars-cov-2 infection,1
Other,serum,1
Behavioral,services as usual,1
Drug,sessions,1
Other,severity of lung involvement with covid-19.,1
Dietary Supplement,sfc (5-ala,1
Dietary Supplement,sfc),1
Other,sham inflation,1
Other,shanshamani vati plus,1
Behavioral,shared decision making,1
Behavioral,shg,1
Biological,"shingrix (zoster vaccine recombinant, adjuvanted)",1
Drug,sildenafil,1
Drug,sildenafil citrate,1
Behavioral,simha kriya,1
Behavioral,simple cognitive task,1
Behavioral,simulation intervention,1
Drug,simvastatin,1
Drug,single high dose vitamin d,1
Other,singstrong: strong lungs through song,1
Drug,sirukumab,1
Other,sit-to-stand test,1
Diagnostic Test,sit to stand test,1
Dietary Supplement,sivomixx,1
Device,sledd with a l-mod,1
Behavioral,sm-ema,1
Behavioral,smell training,1
Behavioral,sms-based support,1
Behavioral,sms message support,1
Drug,soc / ifx-1,1
Drug,soc / intravenous famotidine,1
Biological,soc/15mg/kg eb05 iv,1
Other,soc/placebo iv,1
Behavioral,social proof,1
Behavioral,socialization,1
Drug,sodium chloride,1
Other,"sodium chloride, 0.9%",1
Drug,sofosbuvir 400 mg,1
Drug,sofosbuvir 400 mg/daclatasvir 200mg,1
Drug,sofosbuvir ledipsavir,1
Other,solution-focused support program,1
Drug,sorbitol,1
Device,soterix tavns model 0125-lte stimulator - active-active group,1
Device,soterix tavns model 0125-lte stimulator - sham-active group,1
Diagnostic Test,spartan covid-19 platform,1
Device,spartan covid-19 system,1
Other,specific exercise rehabilitation treatment,1
Other,specimens specific for the study,1
Behavioral,speed of processing training,1
Diagnostic Test,sperm test,1
Procedure,sphenopalatine ganglion block with local anesthetic,1
placebo,sphenopalatine ganglion block with placebo (isotone nacl),1
Other,spin-chat program,1
Diagnostic Test,spirometry,1
Drug,spironolactone 25 mg pillules oral use,1
Biological,sputnik light,1
Behavioral,sse educational intervention,1
Biological,st266,1
Other,staff wellbeing centres,1
Other,standard care/monitoring,1
Biological,standard care/placebo,1
Behavioral,standard charity resources,1
Other,standard interface,1
Drug,standard of care (soc)/colchicine/rosuvastatin,1
Drug,standard of care thromboprophylaxis,1
Other,standard oxygen delivery system,1
Drug,standard prophylactic dose enoxaparin,1
Drug,standard prophylactic dose enoxaparin/ unfractionated heparin,1
Diagnostic Test,"standard q covid-19 ag - test, produced by sd biosensor inc.",1
Combination Product,standard therapy for covid-19 patient,1
Drug,standard therapy protocol (stp),1
Drug,standard treatment of covid-19,1
Procedure,steam inhalations,1
Procedure,stellate ganglion block,1
Other,steroid taper (prednisone),1
Drug,sti-5656,1
Behavioral,stigma awareness video intervention,1
Diagnostic Test,stimulation test with arginine infusion in order to verify the possible existence of damage to the beta cell function induced by covid-19 infection,1
Other,stool analysis,1
Biological,stools,1
Other,stp / covid-19 convalescent plasma (cp),1
Other,stp / standard plasma (sp),1
Behavioral,stress first aid,1
Drug,sublingual methylene blue,1
Drug,sublingual micro-dose ketamine,1
Drug,sublingual waffles,1
Other,sudarshan kriya yoga (sky),1
Drug,sulfur hexafluoride lipid-type a microspheres,1
Drug,sulodexide,1
Dietary Supplement,sun exposure,1
Other,supine position,1
Other,supine positioning,1
Other,support as usual,1
Other,supportive services,1
Behavioral,supportive therapy,1
Behavioral,supportive therapy ssi,1
Other,supportive tratment,1
Drug,supportive/symptomatic treatment,1
Other,surgical face mask use only,1
Other,surgical facial mask,1
Other,suspension,1
Other,suspension/maintenance of angiotensin receptor blockers/angiotensin-converting enzyme inhibitors,1
Biological,swab,1
Other,sweat samples (covidog ancillary study),1
Drug,symbicort,1
Other,symptom survey,1
Drug,symptomatic drugs,1
Drug,symptomatic treatment,1
Drug,symptomatic treatment (paracetamol,1
Drug,symptomatic treatment (paracetamol),1
Drug,symptomatic treatment (paracetamol/best symptomatic treatment based on doctor recommendations),1
Drug,synthetic neutralising antibodies,1
Genetic,t-cell receptor,1
Biological,t cell derived exosom,1
Biological,t memory cells,1
Biological,t memory cells/nk cells,1
Drug,t3 solution,1
Dietary Supplement,tablets,1
Drug,tafenoquine oral tablet,1
Behavioral,tailored best practices,1
Behavioral,tailored recommendations,1
Biological,tak-019,1
Biological,tak-919,1
Device,tape-software,1
Behavioral,targeted message,1
Drug,tazobactam,1
Device,tcc-covid mhealth,1
Drug,td139,1
Behavioral,technology based social interactions,1
Behavioral,tele-delivered psychological intervention,1
Behavioral,tele-interventions related to diabetes management,1
Behavioral,tele-interventions related to diabetes management/mental well-being,1
Other,telegeriatric intervention,1
Other,telehealth monitoring,1
Behavioral,telehealth/counselling,1
Behavioral,telemedicine visit,1
Other,telemonitoring,1
Other,telemonitoring/teleorientation,1
Other,teleorientation,1
Procedure,telephone follow-up,1
Behavioral,telepsychoeducation,1
Behavioral,telepsychoeducation with personalized videos,1
Behavioral,telepsychoeducation without personalized videos,1
Behavioral,telesimulation,1
Drug,telmisartan 40mg oral tablet,1
Drug,tenecteplase,1
Drug,tenofovir,1
Drug,tenofovir disoproxil/emtricitabine,1
Drug,tenofovir disoproxyl fumarate 300 mg,1
Drug,tenofovir disoproxyl fumarate 300 mg oral tablet,1
Drug,tenofovir disoproxyl fumarate 300 mg/emtricitabine 200 mg oral tablet,1
Device,tensile strength,1
Device,test group: experimental - uvc therapy applied,1
Diagnostic Test,test rt-pcr,1
Other,testis pathology samples,1
Drug,tetracycline hydrochloride 3%,1
Drug,tetrandrine,1
Behavioral,text material for psychoeducation,1
Behavioral,text material for psychoeducation/audio for relaxation techniques,1
Other,the management of severe covid-19 cases,1
Behavioral,the psychosocial effects of covid-19 pandemic on dental professionals,1
Other,the standard protocol only,1
Device,the use of the mentalplusâ® digital game for assessment,1
Device,the use of the mentalplusâ® digital game for assessment/rehabilitation of cognitive function after remission of the symptoms of covid-19,1
Other,therapeutic exercise,1
Other,therapeutic exercise/education,1
Drug,theraputic heparin,1
Behavioral,therapy intervention,1
Biological,"three doses of high-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28",1
Biological,"three doses of high-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 14, 28",1
Biological,"three doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28",1
placebo,"three doses of placebo at the schedule of day 0, 14, 28 #high-dose group#",1
placebo,"three doses of placebo at the schedule of day 0, 14, 28 #middle-dose group#",1
Diagnostic Test,throat,1
Diagnostic Test,throat swab,1
Biological,thymic peptides,1
Drug,thymosin,1
Biological,tigeraseâ®,1
Biological,tigeraseâ®/best available care,1
Drug,tinzaparin,1
Drug,tirofiban,1
Drug,tj003234,1
Drug,tm5614,1
Drug,tnkase,1
Drug,tociliuzumab,1
Drug,tocilizumab 20 mg/ml intravenous solution [actemra]_#1,1
Drug,tocilizumab 20 mg/ml intravenous solution [actemra]_#1 (2 doses),1
Other,tr,1
Procedure,tracheotomy,1
Drug,tradipitant,1
Drug,traditional chinese medicine,1
Other,traditional proning arm,1
Other,training clinicians in basic critical care,1
Other,training clinicians in basic critical care/the management of severe covid-19 cases,1
Behavioral,"training for awareness, resilience,",1
Behavioral,"training for awareness, resilience,/action (tara)",1
Other,"training of youth, community health assistants",1
Other,"training of youth, community health assistants/community health workers.",1
Behavioral,training session adressing information,1
Behavioral,training session adressing information/health literacy,1
Drug,tranexamic acid,1
Drug,trans sodium crocetinate,1
Behavioral,transcendental meditation,1
Device,transcranial direct current stimulation,1
Device,transcutaneous auricular vagus nerve stimulation,1
Behavioral,transfer package from ci therapy,1
Drug,transfusion of sars-cov-2 convalescent plasma.,1
Drug,transfusion of standard plasma.,1
Diagnostic Test,transpulmonary pressure measurements,1
Behavioral,trauma-informed yoga video recording,1
Behavioral,trauma informed psychotherapy,1
Behavioral,trauma informed yoga,1
Other,travelan otc,1
Drug,treamid,1
Other,treated with hyperimmune plasma,1
Drug,treatment,1
Drug,treatment as usual vitamin d,1
Drug,treatment/prophylaxis,1
Drug,triazavirin (riamilovir),1
Drug,tridecactide,1
Drug,trimetazidine,1
Drug,trimodulin,1
Drug,trimoxazole,1
Other,trust in science message,1
Biological,trv027,1
Other,tsu,1
Procedure,tsvf,1
Biological,two covid-19 vaccine candidate (tmv-083) administrations - high dose,1
Biological,two covid-19 vaccine candidate (tmv-083) administrations - low dose,1
Biological,two dose chadox1 ncov-19/covishield 0.25ml/0.5ml,1
Biological,two dose chadox1 ncov-19/covishield 0.5ml,1
Biological,two dose menacwy vaccine min. 4 weeks apart,1
Biological,"two doses of commercial scale inactivated sars-cov-2 vaccine at the schedule of day 0,14",1
Biological,"two doses of high-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",1
Biological,"two doses of high-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28",1
Biological,"two doses of high dosage inactivated sars-cov-2 vaccine at the schedule of day 0,28",1
Biological,"two doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14",1
Biological,"two doses of middle-dose recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28",1
Biological,"two doses of pilot scale inactivated sars-cov-2 vaccine at the schedule of day 0,14",1
Biological,"two doses of pilot scale inactivated sars-cov-2 vaccine at the schedule of day 0,14 in elderly",1
placebo,"two doses of placebo at the schedule of day 0, 14 #high-dose group#",1
placebo,"two doses of placebo at the schedule of day 0, 14 #middle-dose group#",1
Drug,txa127,1
Dietary Supplement,ultra-micronized palmitoylethanolamide (mpea,1
Behavioral,ultra brief online mindfulness-based intervention,1
Other,ultraprotective ventilation,1
Drug,umifenovir,1
Dietary Supplement,"umpea, 300mg",1
Behavioral,unavailable covid test result - hypothetical scenario,1
Drug,unfractionated heparin iv,1
Drug,unfractionated heparin sc,1
Drug,uni911 inhalation,1
Behavioral,unified protocol for covid-19 parenting stress (up-covid),1
Other,unsupervised physical activities,1
Other,urine samples,1
Device,usability,1
Other,use of facetime with child,1
Other,use of facetime with child/parents during induction,1
Other,usual antibiotic treatment,1
Other,usual care control,1
Other,usual care only,1
Behavioral,usual care positioning with no instructions,1
Device,usual monitoring,1
Other,usual orientations,1
Drug,usual practice / symbicort rapihaler,1
Biological,utooth btc),1
Drug,uttr1147a,1
Device,uv light treatment,1
Biological,v-sars,1
Drug,v hydrogen peroxide,1
Drug,v povidone-iodide,1
Drug,v) saline,1
Biological,v590,1
Biological,v591,1
Biological,vaccinated with polio vaccine (ipv),1
Biological,vaccine therapy,1
Biological,vaccine: recombinant new coronavirus vaccine (cho cell) low-dose group,1
Biological,vaccine: recombinant new coronavirus vaccine (cho cells) high-dose group,1
Drug,vadadustat,1
Drug,vb-201,1
Drug,vb-201 / standard of care,1
Other,vcpm,1
Other,vehicle,1
Other,vehicle / heparin along with best supportive care,1
Diagnostic Test,venous draw,1
Diagnostic Test,venous draw/testing,1
Drug,ventaprost (inhaled epoprostenol delivered via a dedicated delivery system),1
Drug,verapamil,1
Drug,veru-111,1
Device,vesta respirator,1
Drug,vib7734,1
Device,vibrolung,1
Other,video-based intervention,1
Behavioral,video chat / basic feedback,1
Behavioral,video chat /personalized feedback,1
Other,video dance classes,1
Device,vielight rx plus,1
Biological,vir-7831 (gen1),1
Biological,vir-7831 (gen2),1
Drug,virgin coconut oil (vco),1
