intervention,"Active, not recruiting",Completed,Enrolling by invitation,Recruiting,Terminated,Total
covid 19 self-questionnaire,0,0,0,1,0,1
covid 19 serology,0,0,0,1,0,1
covid watch,1,0,0,0,0,1
covid wheld,0,0,0,1,0,1
covid19 vaccine,0,1,0,0,0,1
covidfree@home,0,0,0,1,0,1
covidir injections,1,0,0,0,0,1
covigenix vax-001,1,0,0,0,0,1
covigenix vax-001 placebo,1,0,0,0,0,1
covishield,0,0,0,1,0,1
covishield 0.25ml,1,0,0,0,0,1
covishield 0.5ml,1,0,0,0,0,1
coviv,0,1,0,0,0,1
coviv only (1st,0,1,0,0,0,1
coviv only (1st/2nd dose),0,1,0,0,0,1
coviv/iiv4; coviv/ppv23,0,1,0,0,0,1
covivac,0,0,0,1,0,1
covsurf drug delivery system,0,0,0,1,0,1
covvr,0,0,0,1,0,1
cpap helmet,0,0,0,1,0,1
cpc,0,0,0,1,0,1
cpc/zn,0,0,0,1,0,1
cpc0.05 oral rinse (perioaidactive control),0,1,0,0,0,1
cpi-006,0,1,0,0,0,1
cpi-006 1 mg,0,0,0,0,1,1
cpi-006 1 mg/kg / soc,0,0,0,0,1,1
cpi-006 2 mg,0,0,0,0,1,1
cpi-006 2 mg/kg / soc,0,0,0,0,1,1
credible messenger,0,0,0,1,0,1
crest pro-health multi-protection mouthwash,0,0,0,1,0,1
cretan iama,0,1,0,0,0,1
cri management,0,0,1,0,0,1
crisis intervention therapy,0,0,1,0,0,1
critical dialogue,0,0,0,1,0,1
crizanlizumab,0,1,0,0,0,1
crp-apheresis,0,0,0,1,0,1
cryo lung biopsies,0,0,1,0,0,1
cryopreserved ex vivo expanded polyclonal cd4,0,0,0,1,0,1
cryopreserved ex vivo expanded polyclonal cd4/cd127lo/-cd25/ t regulatory cells,0,0,0,1,0,1
csl760,0,0,0,0,1,1
cst-2: eidd-2801,0,0,0,1,0,1
cst-2: placebo,0,0,0,1,0,1
cst-5: placebo,0,0,0,1,0,1
csvf,0,0,0,1,0,1
ct-p59/placebo,0,0,0,1,0,1
ctus examination,0,0,0,1,0,1
cuff application with inflation,0,0,0,1,0,1
culturally adapted cognitive behavioral intervention (ca-cbi),0,0,0,1,0,1
cumin,0,1,0,0,0,1
cupping,0,0,0,1,0,1
curently used therapy for covid-19 non-critical patients,0,0,0,1,0,1
current care per ucla treating physicians,1,0,0,0,0,1
current ipac-uhn ppe,0,0,0,1,0,1
currently used therapy,0,0,0,1,0,1
cvncov,1,0,0,0,0,1
cvxga1 high dose,0,0,0,1,0,1
cvxga1 low dose,0,0,0,1,0,1
cyp-001,0,0,0,1,0,1
cyproheptadine,0,0,0,1,0,1
cytokines,0,0,0,1,0,1
cytotoxic t lymphocytes,0,0,0,1,0,1
"d-beta-hydroxybutyrate-(r)-1,3 butanediol monoester",0,0,0,1,0,1
d-dimer test,0,0,0,1,0,1
d followed by enoxaparin,0,1,0,0,0,1
d5w inj,0,0,0,1,0,1
daclastavir 60 mg,0,0,0,1,0,1
daclatasvir 200mg,0,0,0,1,0,1
daclatasvir 60 mg,0,0,0,1,0,1
daily coping toolkit,0,0,0,1,0,1
daily monitoring,0,0,0,1,0,1
daily room disinfection,0,1,0,0,0,1
dalcetrapib,0,1,0,0,0,1
dalteparin,0,0,0,1,0,1
danicopan,0,0,0,1,0,1
danoprevir,0,1,0,0,0,1
danoprevir/ritonavir,0,1,0,0,0,1
dapansutrile capsules,0,0,0,1,0,1
dapsone 100 mg,0,0,0,1,0,1
darunavir,0,0,0,1,0,1
darunavir/cobicistat,0,0,0,1,0,1
das181,0,1,0,0,0,1
data collection/rhinopharyngeal swab,0,1,0,0,0,1
data record,0,0,0,1,0,1
day,0,1,0,0,0,1
day 28.,0,1,0,0,0,1
day for 5 days,0,0,0,1,0,1
db-001,0,1,0,0,0,1
ddpcr,0,0,0,1,0,1
decidual stromal cells (dsc),1,0,0,0,0,1
decision science-based design,0,1,0,0,0,1
decision tool for clinicians,0,0,0,1,0,1
decitabine,0,0,0,1,0,1
dect,0,0,1,0,0,1
deep breathing training,0,1,0,0,0,1
deferoxamine,0,0,0,1,0,1
defibrotide 25 mg/kg 24 hours continuous infusion for 15 days,0,0,0,1,0,1
degarelix,0,1,0,0,0,1
deglycyrrhizinated licorice,0,0,0,1,0,1
delns1-ncov-rbd laiv,1,0,0,0,0,1
derivatives.,0,1,0,0,0,1
desidustat,0,1,0,0,0,1
desmond,1,0,0,0,0,1
determination of covid-19 vacciantion efficacy,0,0,0,1,0,1
device),0,0,0,1,0,1
device: butterfly iq,0,0,0,1,0,1
dexamethasone 2 mg,0,1,0,0,0,1
dexamethasone 2 mg/ml,0,1,0,0,0,1
dexamethasone high dose,0,0,0,1,0,1
dexamethasone low dose,0,0,0,1,0,1
dexamethasone/hydroxychloroquine,0,0,0,0,1,1
dexcom,0,0,0,1,0,1
dfv890,0,1,0,0,0,1
diagnostic,0,1,0,0,0,1
diagnostic laboratory biomarker analysis,0,0,0,1,0,1
diagnostic test covid-19,1,0,0,0,0,1
diagnostic test for sars-cov2 for patients,0,0,0,1,0,1
diagnostic test for sars-cov2 for patients/health staff,0,0,0,1,0,1
diagnostic tests for covid-19 infection,0,0,0,1,0,1
dialectical behavioral therapy (dbt) skills,0,1,0,0,0,1
diclofenac sodium 1gm%,0,1,0,0,0,1
diet,0,0,0,0,1,1
diet/sun exposure,0,0,0,0,1,1
dietary supplement,0,0,0,1,0,1
dietary supplement containing resistant starch,0,0,0,1,0,1
dietary supplementation in patients with covid disease admitted to hospital,0,0,0,1,0,1
difficulties lived by disabled children's parents in the period of covid-19 pandemic,0,1,0,0,0,1
dig axial,0,1,0,0,0,1
dig tilted,0,1,0,0,0,1
digital brochure,0,0,0,1,0,1
digital cardiac counseling,0,0,0,1,0,1
digital dance for pd,0,1,0,0,0,1
digital health online platform,0,0,0,1,0,1
digital oximeter monitoring,0,0,0,1,0,1
digital problem solving tool,0,1,0,0,0,1
digital social activity video intervention,0,1,0,0,0,1
digivis visual acuity app,0,0,0,1,0,1
dimethyl fumarate,0,0,0,1,0,1
diovan,0,0,0,0,1,1
dipyridamole er 200mg,0,0,0,1,0,1
dipyridamole er 200mg/ aspirin 25mg orally/enterally/standard of care,0,0,0,1,0,1
direct antigen tests for covid-19,0,1,0,0,0,1
discontinuation of acei,0,0,0,1,0,1
discontinuation of acei/arb,0,0,0,1,0,1
discontinuation of arb,0,1,0,0,0,1
discontinuation of ras blocker,0,0,0,0,1,1
discussion board for social support,0,1,0,0,0,1
discussion board for social support /basic feedback,0,1,0,0,0,1
discussion board for social support/personalized feedback,0,1,0,0,0,1
distance learning,0,0,1,0,0,1
distilled water with the same colorant as the experimental product,0,1,0,0,0,1
dociparstat sodium,0,0,0,0,1,1
doctella telehealth monitoring,1,0,0,0,0,1
doppler echo,1,0,0,0,0,1
dornase alfa,0,1,0,0,0,1
dose finding phase (mtd),0,0,0,1,0,1
dose),1,0,0,0,0,1
double-blind nt-i7,0,0,0,1,0,1
doxazosin 2 mg oral tablet,0,0,0,1,0,1
doxycyclin,0,0,0,1,0,1
doxycycline hcl,0,0,0,1,0,1
doxycyline,0,1,0,0,0,1
dressing for external use,1,0,0,0,0,1
dried blood spot,0,1,0,0,0,1
dried blood spot/venous blood collection,0,1,0,0,0,1
driving pressure,0,0,0,1,0,1
drug covid19-0001-usr,0,0,0,1,0,1
drugs,0,1,0,0,0,1
drugs/supportive care,0,1,0,0,0,1
ds-5670a,1,0,0,0,0,1
duact,0,0,0,1,0,1
dupilumab,0,0,0,1,0,1
dur-928,0,0,0,0,1,1
during hospitalization blood samples,0,0,0,1,0,1
dutasteride 0.5 mg,0,1,0,0,0,1
duty frame,1,0,0,0,0,1
dvx201,0,0,0,1,0,1
dwj1248 with remdesivir,0,0,0,1,0,1
early access,0,0,1,0,0,1
early occupational therapy,0,0,0,1,0,1
ecco2r,0,0,0,1,0,1
economic benefit message,0,1,0,0,0,1
economic freedom message,0,1,0,0,0,1
eculizumab,0,0,0,1,0,1
edoxaban tablets,0,0,0,1,0,1
education.,0,0,0,1,0,1
educational moral injury video,0,0,0,1,0,1
educational program (cartoon),0,0,0,1,0,1
educational video,1,0,0,0,0,1
educational vocal health modules,0,0,0,1,0,1
"educational, culturally appropriate covid-19 messages",0,1,0,0,0,1
eeg,0,1,0,0,0,1
eeg based protocol for deep sedation,0,1,0,0,0,1
effects in oxygenation,0,1,0,0,0,1
effects in oxygenation/hypoxic pulmonary vasoconstriction,0,1,0,0,0,1
ehealth for covid-19 prevention,0,0,0,1,0,1
ehealth for covid-19 prevention/support,0,0,0,1,0,1
eit-group,0,0,0,1,0,1
ejaculated semen sample,0,0,0,1,0,1
electric pad for human external pain therapy,0,0,0,1,0,1
electrical impedance tomography,0,0,0,1,0,1
electrical stimulation,0,0,0,1,0,1
electrical stimulation - sham,0,0,0,1,0,1
electronic portable aromatic rehabilitation (epar) diffuser,0,0,0,1,0,1
electronic stethoscope,0,0,0,1,0,1
elispot,0,0,0,1,0,1
elispot test,0,0,0,1,0,1
elmo project at covid-19: proof of concept,0,1,0,0,0,1
elmo project at covid-19: proof of concept/usability,0,1,0,0,0,1
elmo project at covid-19: study in humans,0,1,0,0,0,1
eltrombopag,0,0,0,1,0,1
emapalumab,0,0,0,0,1,1
embarrassment message,0,1,0,0,0,1
emdr,0,0,0,1,0,1
emergency surgical procedures,0,1,0,0,0,1
emotion management,0,0,0,1,0,1
emotion regulation training based on dbt,0,1,0,0,0,1
emotion regulation training via telehealth,0,0,0,1,0,1
emotional freedom technique,0,1,0,0,0,1
emotional freedom techniques (eft),1,0,0,0,0,1
emotional support plan,0,0,0,1,0,1
empagliflozin,0,0,0,1,0,1
emphasis of academic researchers involvement,1,0,0,0,0,1
emphasis of government involvement,1,0,0,0,0,1
emricasan,0,0,0,1,0,1
emtricitabine 200 mg oral tablet,0,0,0,1,0,1
emtricitabine/tenofovir,0,1,0,0,0,1
emtricitabine/tenofovir disoproxil,0,1,0,0,0,1
emtricitabine/tenofovir disoproxil fumarate 200 mg-245 mg oral tablet [truvada],0,0,0,1,0,1
enamel care -cetylpyridinium chloride,0,0,0,1,0,1
endoscopy,0,1,0,0,0,1
endothelial protocol,0,0,0,1,0,1
endotracheal intubation,0,0,0,1,0,1
endurance rmt,0,0,0,1,0,1
endurance rmt/nasal breathing,0,0,0,1,0,1
enduring happiness,0,0,1,0,0,1
enduring happiness/continued self-enhancement (enhance) for covid-19,0,0,1,0,0,1
enhanced follow through message,0,0,1,0,0,1
enisamium iodide,0,0,0,1,0,1
eno breathe group,0,0,0,1,0,1
enoxaparin/lovenox,0,0,0,1,0,1
enriched survey feedback,1,0,0,0,0,1
ensifentrine,1,0,0,0,0,1
ent exam,0,0,0,1,0,1
enterally,0,0,0,1,0,1
enzalutamide,0,0,0,0,1,1
ep,0,1,0,0,0,1
epa,1,0,0,0,0,1
epi-net intervention,0,0,0,1,0,1
epic risk score display,0,0,0,1,0,1
eproms assessment,0,1,0,0,0,1
epsgun,0,0,0,1,0,1
equinacea arkopharma,0,0,0,1,0,1
equine covid-19 antiserum,0,0,0,1,0,1
ergonomic training,0,1,0,0,0,1
erucov-vac,0,0,0,1,0,1
erucov-vac 3 âµg,0,0,0,1,0,1
erucov-vac 3 âµg/0.5 ml vaccine,0,0,0,1,0,1
erucov-vac 6 âµg,0,0,0,1,0,1
erucov-vac 6 âµg/0.5 ml vaccine,0,0,0,1,0,1
escin,0,0,0,1,0,1
escola john talabot,0,1,0,0,0,1
esophageal catheter,0,0,0,1,0,1
essence oils,0,0,1,0,0,1
essential oil blend,0,0,0,1,0,1
estetrol monohydrate 15 mg,1,0,0,0,0,1
estradiol,0,0,0,1,0,1
estradiol cypionate 5 mg,0,0,0,1,0,1
estradiol cypionate 5 mg/ml,0,0,0,1,0,1
estrogen therapy,0,0,0,1,0,1
etesevimab,0,0,0,1,0,1
ethnic frame,1,0,0,0,0,1
etoposide,1,0,0,0,0,1
eucorvac-19,0,0,0,1,0,1
evolocumab,0,0,0,1,0,1
exercise booklet,0,0,0,1,0,1
exercise program,0,0,0,1,0,1
exercise test ecg,0,0,0,1,0,1
exercise/nutrition,0,0,0,1,0,1
exercises,0,0,0,1,0,1
exg-5003,0,0,0,1,0,1
exhaled breath sampling,0,1,0,0,0,1
exo-cd24,0,0,0,1,0,1
exosomes overexpressing cd24,1,0,0,0,0,1
expanded hemodialysis for covid19 maintenance hemodialysis patients,0,0,0,1,0,1
experimental,0,0,0,1,0,1
experimental: questionnaire without precaution information,0,1,0,0,0,1
expiratory muscle training group,0,0,0,1,0,1
expiratory muscle training placebo group,0,0,0,1,0,1
extra-cvd virtual care,0,0,0,1,0,1
extract psidii guava,0,1,0,0,0,1
eye movement desensitisation,0,0,0,1,0,1
eye movement desensitisation/reprocessing recent traumatic event protocol,0,0,0,1,0,1
f-652,0,0,0,1,0,1
face-mask niv,0,0,0,1,0,1
face-to-face rehabilitation,0,0,0,1,0,1
face mask,0,1,0,0,0,1
face mask awareness,0,1,0,0,0,1
facebook ads on the importance of staying safe during the thanksgiving,1,0,0,0,0,1
facebook ads on the importance of staying safe during the thanksgiving / christmas holiday,1,0,0,0,0,1
facial mask,0,0,0,1,0,1
faeces samples,1,0,0,0,0,1
family nurture intervention (fni),0,0,0,1,0,1
family risk messaging,0,0,1,0,0,1
familychildcare (provisional name of app),0,0,1,0,0,1
farmalarm,0,1,0,0,0,1
fast dissolving film,1,0,0,0,0,1
fatigue severity scale,0,1,0,0,0,1
favipiravir / currently used therapy,0,0,0,1,0,1
favipiravir / hydroxychloroquine,0,1,0,0,0,1
favipiravir/azithromycin,1,0,0,0,0,1
favipiravir/chloroquine,0,0,0,1,0,1
favipiravir/nitazoxanide,0,1,0,0,0,1
favipiravir/tocilizumab,0,0,0,1,0,1
fb2001,0,0,0,1,0,1
fb2001 placebo,0,0,0,1,0,1
fdg-pet,0,0,0,1,0,1
fdg-pet/ct,0,0,0,1,0,1
fecal sample,1,0,0,0,0,1
feedback,0,0,0,1,0,1
fenofibrate,0,0,1,0,0,1
fenofibrate/fenofibric acid,0,0,1,0,0,1
fenofibric acid,0,0,1,0,0,1
ferinject,0,1,0,0,0,1
ffp,0,0,0,1,0,1
ffp2,0,0,0,1,0,1
ffp2 respirator,0,1,0,0,0,1
ffp3 respirator,0,1,0,0,0,1
filiform needles,0,0,0,1,0,1
filmarray pneumonia,0,1,0,0,0,1
filtration test,0,1,0,0,0,1
financial incentives,1,0,0,0,0,1
fingerstick,0,0,0,1,0,1
firazyr,0,0,0,1,0,1
fixed site standard of care testing,0,0,1,0,0,1
flow controlled ventilation (evone-ventilator),0,0,0,1,0,1
fluorescein,0,1,0,0,0,1
fluoxetine,0,0,0,1,0,1
fluoxetine tablets,0,0,0,1,0,1
fluticasone,0,0,0,1,0,1
fluticasone propionate,0,0,0,1,0,1
fluvoxamine maleate 100 mg [luvox],0,0,0,1,0,1
focal mask,0,0,0,1,0,1
focused,0,0,0,1,0,1
focused/targeted message,0,0,0,1,0,1
follow-up visit,0,0,0,1,0,1
fondapariniux,0,0,0,1,0,1
fondaparinux,0,1,0,0,0,1
food diary,0,0,0,1,0,1
formoterol,0,0,0,1,0,1
foy-305,0,1,0,0,0,1
fp-025 100 mg,0,0,0,1,0,1
fp-025 300 mg,0,0,0,1,0,1
freestyle libre 14 day cgm system,0,1,0,0,0,1
fresh start,0,0,1,0,0,1
fsd201,0,0,0,1,0,1
full spectrum cbd oil,0,0,0,1,0,1
furfat,0,0,0,1,0,1
fx06,0,1,0,0,0,1
gam-covid-vac (rad26),1,0,0,0,0,1
gam-covid-vac (rad26) / gam-covid-vac (rad5),1,0,0,0,0,1
gam-covid-vac (rad5),1,0,0,0,0,1
gam-covid-vac lyo,0,1,0,0,0,1
gam-covid-vac m,0,0,0,1,0,1
gamification,0,0,0,0,1,1
gamunex-c,1,0,0,0,0,1
ganovo,0,1,0,0,0,1
ganovo/ritonavir//-interferon nebulization,0,1,0,0,0,1
"garadacimab, factor xiia antagonist monoclonal antibody",0,1,0,0,0,1
gas exchanges at different peep,0,1,0,0,0,1
gastroscopy in transnasal techique,0,0,0,1,0,1
gbp510 (rbd 10î¼g,1,0,0,0,0,1
gbp510 (rbd 10î¼g/dose) - stage 1,1,0,0,0,0,1
gbp510 (rbd 25î¼g,1,0,0,0,0,1
gbp510 (rbd 25î¼g/dose)- stage 2,1,0,0,0,0,1
gbp510 (rbd 25î¼g/dose) - stage 1,1,0,0,0,0,1
gbp510 adjuvanted with alum (rbd 10î¼g,1,0,0,0,0,1
gbp510 adjuvanted with alum (rbd 10î¼g/dose) - stage 1,1,0,0,0,0,1
gbp510 adjuvanted with alum (rbd 10î¼g/dose) - stage 2,1,0,0,0,0,1
gbp510 adjuvanted with alum (rbd 25î¼g,1,0,0,0,0,1
gbp510 adjuvanted with alum (rbd 25î¼g/dose)- stage 2,1,0,0,0,0,1
gbp510 adjuvanted with alum (rbd 25î¼g/dose) - stage 1,1,0,0,0,0,1
gbp510 adjuvanted with as03 (rbd 10î¼g,1,0,0,0,0,1
gbp510 adjuvanted with as03 (rbd 10î¼g/dose) - stage 1,1,0,0,0,0,1
gbp510 adjuvanted with as03 (rbd 10î¼g/dose) - stage 2,1,0,0,0,0,1
gbp510 adjuvanted with as03 (rbd 25î¼g,1,0,0,0,0,1
gbp510 adjuvanted with as03 (rbd 25î¼g/dose)- stage 2,1,0,0,0,0,1
gbp510 adjuvanted with as03 (rbd 25î¼g/dose) - stage 1,1,0,0,0,0,1
gc4419,0,0,0,0,1,1
gc5131,0,1,0,0,0,1
gender concordant,1,0,0,0,0,1
general communication message,0,0,0,1,0,1
general health education,0,0,0,1,0,1
general lifestyle advice to breast cancer patients by phone,0,1,0,0,0,1
general messages,0,1,0,0,0,1
general practitioner tandem,0,1,0,0,0,1
general recommendation,0,0,0,1,0,1
generic best practices,0,0,0,1,0,1
genetic blood collection,1,0,0,0,0,1
giga-2050,0,0,0,1,0,1
gimsilumab,0,1,0,0,0,1
glatiramer acetate,0,0,0,1,0,1
glenzocimab,0,1,0,0,0,1
gls-1027,0,0,0,1,0,1
gls-1200,0,0,0,1,0,1
gls-5310,0,0,0,1,0,1
glutamine,0,0,0,1,0,1
glycophosphopeptical am3,0,0,0,1,0,1
gm-csf,0,1,0,0,0,1
gns561,0,0,0,1,0,1
go2 peep mouthpiece,0,1,0,0,0,1
gossip intervention,1,0,0,0,0,1
grocery store gift cards,0,0,1,0,0,1
group 1: rivaroxaban 20mg/d followed by enoxaparin/unfractionated heparin when needed,0,1,0,0,0,1
group a (ag0302-covid19),1,0,0,0,0,1
group a (placebo),1,0,0,0,0,1
group a (sample collection),0,0,0,1,0,1
group a: oropharygeal spray,0,1,0,0,0,1
group a: oropharygeal spray/immunostimulant emulsion,0,1,0,0,0,1
group apixaban,0,1,0,0,0,1
group b (ag0302-covid19),1,0,0,0,0,1
group b (placebo),1,0,0,0,0,1
group b (sample collection),0,0,0,1,0,1
group d:placebo oropharyngeal spray,0,1,0,0,0,1
group d:placebo oropharyngeal spray / placebo taken po,0,1,0,0,0,1
group hydroxychloroquine,0,1,0,0,0,1
group hydroxychloroquine/apixaban,0,1,0,0,0,1
growth mindset ssi,0,1,0,0,0,1
gs-441524,0,1,0,0,0,1
gse,0,0,0,1,0,1
gse/xylitol,0,0,0,1,0,1
guduchi ghan vati,0,1,0,0,0,1
guduchi ghanvati,0,1,0,0,0,1
guided online support program,0,0,0,1,0,1
guilt message,0,1,0,0,0,1
gx-03,0,1,0,0,0,1
gx-19,0,0,0,1,0,1
gx-i7 vehicle,0,0,0,1,0,1
habit,0,0,0,1,0,1
had5-s-fusion/n-etsd (suspension for injection),1,0,0,0,0,1
had5-sfusion,1,0,0,0,0,1
had5-sfusion/ n-etsd (oral capsule),1,0,0,0,0,1
hads,0,0,0,1,0,1
handwashing stations at the public places,1,0,0,0,0,1
handwashing stations at the public places/no soap,1,0,0,0,0,1
hbcc project,1,0,0,0,0,1
hbcc project/soap,1,0,0,0,0,1
hcfwo,0,0,0,1,0,1
hd-tdcs 2ma,0,0,0,1,0,1
hd-tdcs 4ma,0,0,0,1,0,1
health enhancement program,1,0,0,0,0,1
health literacy,0,0,0,1,0,1
health promotion.,0,0,0,1,0,1
health staff,0,0,0,1,0,1
health warning leaflet,0,0,0,1,0,1
healthcare providers' communication about the covid-19 vaccine,0,1,0,0,0,1
healthy lifestyle advise,0,0,0,1,0,1
healthy minds program foundations training,0,1,0,0,0,1
heat therapy,0,0,0,1,0,1
helmet niv,0,0,0,1,0,1
helmet non-invasive ventilation,0,0,0,1,0,1
hematology blood test,0,0,0,1,0,1
hemodialysis by protein-leaking dialyzer for covid19 maintenance hemodialysis patients,0,0,0,1,0,1
hemodynamics changes at different peep,0,1,0,0,0,1
heparin - prophylactic dosage,0,0,0,1,0,1
heparin - therapeutic dosage,0,0,0,1,0,1
hepatitis a vaccine,1,0,0,0,0,1
herbal phenolic monoterpene,0,1,0,0,0,1
hesperidin,0,1,0,0,0,1
hfb30132a,1,0,0,0,0,1
high-dose dexamethasone,0,0,0,0,1,1
high-dose placebo (18-59 years),0,0,0,1,0,1
high-dose placebo (18-59 years)/three dose regimen,0,0,0,1,0,1
high-dose placebo (18-59 years)/two dose regimen,0,0,0,1,0,1
high-dose placebo (60-85 years),0,0,0,1,0,1
high-dose placebo (60-85 years)/three dose regimen,0,0,0,1,0,1
high-dose placebo (60-85 years)/two dose regimen,0,0,0,1,0,1
high-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years),0,0,0,1,0,1
high-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/three dose regimen,0,0,0,1,0,1
high-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/two dose regimen,0,0,0,1,0,1
high-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years),0,0,0,1,0,1
high-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/three dose regimen,0,0,0,1,0,1
high-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/two dose regimen,0,0,0,1,0,1
high-dose recombinant sars-cov-2 vaccine (cho cell),0,0,0,1,0,1
high-dose vitamin c treatment,1,0,0,0,0,1
high-intensity aerobic training with high protein diet,0,1,0,0,0,1
high dose aerosolized ad5-ncov,0,0,0,1,0,1
high dose bcd-250 injection,0,0,0,1,0,1
high dose corticosteroid,0,0,0,1,0,1
high dose of kbp-covid-19,0,0,0,1,0,1
high dose radiation 100 cgy,0,0,0,1,0,1
high flow nasal oxygen (hfno) treatment,1,0,0,0,0,1
high flow nasal therapy,1,0,0,0,0,1
high intensity interval training,0,1,0,0,0,1
high touch multi-pronged behavioral intervention,0,1,0,0,0,1
hiking challenge,0,1,0,0,0,1
hmsc,0,0,0,1,0,1
hmw-ha,0,0,0,1,0,1
home-based exercise training,0,0,1,0,0,1
home-based sars-cov-2 test kit,0,0,0,1,0,1
home-based stretching,0,1,0,0,0,1
home-based stretching/strengthening exercise,0,1,0,0,0,1
home-cov rule implementation,0,1,0,0,0,1
home based exercises,0,1,0,0,0,1
home based exercises with postural,0,1,0,0,0,1
home based exercises with postural/ergonomic training,0,1,0,0,0,1
home care monitoring,0,0,0,0,1,1
home exercise,0,0,0,1,0,1
home pulse oximetry monitoring,0,1,0,0,0,1
home sample collection of concerning mole with physician supervision,0,1,0,0,0,1
"hormone levels (testosterone, fsh, lh, prolactin)",0,0,0,1,0,1
hospital telemedicine management system,0,0,0,1,0,1
hospital: dd-ca,0,0,0,1,0,1
hospital: usual care (uc),0,0,0,1,0,1
"human coach first, then virtual assistant",0,0,0,1,0,1
human cord tissue mesenchymal stromal cells (hct-msc) manufactured by duke university.,0,0,0,1,0,1
human normal immunoglobulin (ivig),0,0,0,1,0,1
human recombinant interleukin 2,1,0,0,0,0,1
hydrocortisone,0,1,0,0,0,1
hydrogen oxygen generator with nebulizer,0,1,0,0,0,1
hydrogen peroxide,0,0,0,1,0,1
hydrogen peroxide (b) mouth rinse with the solution provided,0,0,0,1,0,1
hydroxychloroquine / metabolic cofactor supplementation,0,0,0,1,0,1
hydroxychloroquine / sorbitol,0,0,0,1,0,1
hydroxychloroquine pill / azithromycin pill,0,0,0,1,0,1
hydroxychloroquine tablets,1,0,0,0,0,1
hydroxychloroquine with azithromycin,0,0,0,1,0,1
"hydroxychloroquine, lopinavir",0,0,0,1,0,1
"hydroxychloroquine, lopinavir/ritonavir/azithromycin/placebo (standard therapy)",0,0,0,1,0,1
hydroxychloroquine/azithromycin/ tocilizumab,0,1,0,0,0,1
hydroxychloroquine/clindamycin,0,1,0,0,0,1
hydroxychloroquine/clindamycin/primaquine,0,1,0,0,0,1
hydroxychloroquine/doxycycline,0,1,0,0,0,1
hydroxychloroquine/lopinavir/ritonavir,0,0,0,1,0,1
hydroxychloroquine/placebo,0,0,0,0,1,1
hydroxyvitamin,0,0,0,1,0,1
hyperimmune globulin,0,0,0,1,0,1
hyperpolarized 129xenon gas,0,0,0,1,0,1
hyperpolarized xe129,0,0,0,1,0,1
hypoxia : 14.3,0,1,0,0,0,1
"hypoxia : 14.3/12.7% fio2, hypercapnia 7% co2, inspiratory mechanical constraint",0,1,0,0,0,1
hypoxic pulmonary vasoconstriction,0,1,0,0,0,1
ibudilast,0,0,0,1,0,1
ic14,0,0,0,1,0,1
icatibant injection,0,1,0,0,0,1
icc vaccine,0,0,0,1,0,1
icosapent ethyl,0,0,0,1,0,1
icosapent ethyl (ipe),0,1,0,0,0,1
icu recovery,0,1,0,0,0,1
icu recovery / physical therapy,0,1,0,0,0,1
idoine complex,0,0,0,1,0,1
ifn beta-1a,0,0,0,1,0,1
ifx-1,0,0,0,1,0,1
igg antibody test,0,1,0,0,0,1
igg dosage,1,0,0,0,0,1
igiv,0,0,0,1,0,1
igm,1,0,0,0,0,1
igm antibody rapid test,0,0,0,1,0,1
igm/igg dosage,1,0,0,0,0,1
iibr-100 high-dose (prime-boost),0,0,0,1,0,1
iibr-100 high-dose (prime),0,0,0,1,0,1
iibr-100 low-dose (prime-boost),0,0,0,1,0,1
iibr-100 medium-dose (prime-boost),0,0,0,1,0,1
iibr-100 medium dose (prime),0,0,0,1,0,1
iibr-100 top-dose (prime-boost),0,0,0,1,0,1
"iibr-100, low dose (prime)",0,0,0,1,0,1
iiv4 for the 1st dose,0,1,0,0,0,1
iiv4 for the 1st dose/ppv23 for the 2nd dose,0,1,0,0,0,1
iiv4; coviv,0,1,0,0,0,1
il-12 plasmid,1,0,0,0,0,1
imatinib mesylate intravenous solution,0,0,0,1,0,1
imm-101,1,0,0,0,0,1
immediate vs. delayed provision of antibody test results,0,1,0,0,0,1
immune globulin,0,1,0,0,0,1
immune plasma,0,0,0,1,0,1
immunofree tablets,0,1,0,0,0,1
immunofree tablets/reginmune capsule,0,1,0,0,0,1
immunogenicity after first,0,0,1,0,0,1
immunogenicity after first/second dose,0,0,1,0,0,1
immunostimulant emulsion,0,1,0,0,0,1
implementation strategy,0,0,0,1,0,1
imunor,0,1,0,0,0,1
in-person postoperative visit,0,0,0,1,0,1
inactivated hepatitis a vaccine,0,0,0,1,0,1
inactivated sars cov 2 vaccine (vero cell) wuhan,1,0,0,0,0,1
inactivated sars cov 2 vaccine (vero cell) wuhan/beijing/placebo,1,0,0,0,0,1
inactivated vaccine booster,1,0,0,0,0,1
inb03,0,0,0,1,0,1
increasing willingness,0,0,0,1,0,1
increasing willingness/uptake of covid-19 testing/vaccination,0,0,0,1,0,1
independent control,0,0,0,1,0,1
indian costus,0,0,0,1,0,1
indomethacin,0,0,0,1,0,1
inflammation (i),0,0,0,1,0,1
inflammation (ii),0,0,0,1,0,1
inflammation (iii),0,0,0,1,0,1
inflammatory cytokines,0,0,0,1,0,1
