intervention,"Active, not recruiting",Completed,Enrolling by invitation,Recruiting,Terminated,Total
instrumental activities of daily living shaping,0,0,0,1,0,1
insulin,0,0,0,1,0,1
integrated clinical evaluation,0,0,0,1,0,1
intensive care,0,1,0,0,0,1
intensive care unit admission ratio,0,0,0,1,0,1
interferon-ãÿ-1a,0,0,0,1,0,1
interferon-î² 1a,0,0,1,0,0,1
interleuken 6,0,0,0,1,0,1
intermediate dose enoxaparin/ unfractionated heparin,0,0,0,1,0,1
intermittent,1,0,0,0,0,1
internet-based cognitive behavioral therapy,0,0,1,0,0,1
internet-based guided self-help based on cbt principles,0,0,0,1,0,1
internet-based self-help,0,0,0,1,0,1
internet-based self-help after 3 weeks,0,0,0,1,0,1
internet-delivered cognitive behavior therapy (icbt) for dysfunctional worry related to the covid-19 pandemic,1,0,0,0,0,1
intervention app,0,1,0,0,0,1
intervention group coronacope,0,0,0,1,0,1
intervention group_rehabilitation program,0,0,0,1,0,1
intervention program,0,0,0,1,0,1
interventional groups,0,0,0,1,0,1
interview by psychologists,0,0,0,1,0,1
intracorporeal left hemicolectomy anastomosis,0,0,0,1,0,1
intramuscular vaccine,1,0,0,0,0,1
intraosseous,0,1,0,0,0,1
intravenous,0,1,0,0,0,1
intravenous drug,0,0,0,1,0,1
invasive mechanical ventilation,0,1,0,0,0,1
invasive mechanical ventilation using the unisabana-herons ventilator during 24 hours,0,1,0,0,0,1
investigation of smell,0,0,0,1,0,1
investigation of smell/taste disorders,0,0,0,1,0,1
investigation of the prevalence of test positivity,0,0,0,1,0,1
investigational product - viracide,0,0,0,1,0,1
ion mobility spectrometry (ims),0,0,0,1,0,1
iota-carrageenan,0,0,0,1,0,1
iota carrageenan nasal spray,0,1,0,0,0,1
iota carrageenan nasal spray/ivermectin oral drops (used as buccal drops),0,1,0,0,0,1
ip-10,0,1,0,0,0,1
isis 721744,0,0,0,1,0,1
isoflurane inhalant product,0,0,0,1,0,1
isoquercetin,0,0,0,1,0,1
itolizumab,0,1,0,0,0,1
its,0,0,0,1,0,1
iv tocillizumab (tcz),0,0,0,1,0,1
ivermectin (iver pâ®) arm will receive ivm 600 âµg,0,1,0,0,0,1
ivermectin (iver pâ®) arm will receive ivm 600 âµg / kg once daily/standard care. control arm will receive standard care.,0,1,0,0,0,1
ivermectin / chloroquine,0,0,0,1,0,1
ivermectin / doxycycline,0,1,0,0,0,1
ivermectin / doxycycline / placebo,0,0,1,0,0,1
ivermectin / placebo,0,0,1,0,0,1
"ivermectin 5 mg/ml oral solution, aspirin 250 mg tablets",0,1,0,0,0,1
ivermectin/deamethisone/aspirin,0,1,0,0,0,1
ivermectin/deamethisone/exoparin,0,1,0,0,0,1
ivermectin/doxycycline,0,1,0,0,0,1
ivermectin/doxycyline,0,1,0,0,0,1
ivig,0,1,0,0,0,1
kaletra,0,0,0,1,0,1
kaletra/beta interferon,0,0,0,1,0,1
kamada anti-sars-cov-2,0,0,0,1,0,1
kelea water,0,0,0,1,0,1
ketamine,0,0,0,1,0,1
ketogenic diet,0,0,0,1,0,1
ketogenic diet with phytoextracts,0,0,0,1,0,1
ketotifen,0,1,0,0,0,1
kg 24 hours continuous infusion for 15 days,0,0,0,1,0,1
kg once daily,0,1,0,0,0,1
kir phenotype evaluation,0,0,0,1,0,1
"knowledge, attitude, practice, awareness, preference",0,1,0,0,0,1
kundalini yoga,0,0,0,1,0,1
kundalini yoga/anxiety reduction training,0,0,0,1,0,1
lab workup (on admission,0,0,0,1,0,1
lab workup (on admission/regularly during follow up).,0,0,0,1,0,1
laboratory,0,0,0,1,0,1
laboratory analyses,0,0,0,1,0,1
laboratory diagnostics tests,0,0,0,1,0,1
laboratory test positive for sars-cov-2 virus,0,0,1,0,0,1
labs,0,0,0,1,0,1
lactobaciltus rhamnosus gg,0,0,0,1,0,1
lambda 180 mcg s.c,0,0,0,1,0,1
lamp,0,0,0,1,0,1
lanadelumab,0,0,0,1,0,1
laparoscopic,0,1,0,0,0,1
laparoscopic/open appendicectomy,0,1,0,0,0,1
laryngoscope,1,0,0,0,0,1
laryngoscopy,0,0,0,1,0,1
lateral position (left,0,0,0,1,0,1
lateral position (left/right lateral decubitus),0,0,0,1,0,1
lau-7b,0,0,0,1,0,1
lay telephone coaching,0,0,1,0,0,1
leaf-4l6715,0,0,0,1,0,1
leflunomide,0,0,0,1,0,1
let it out (lio)-c,0,0,0,0,1,1
leukapheresis,0,0,0,1,0,1
levamisole,0,0,0,1,0,1
levamisole / budesonide/formoterol,0,0,0,1,0,1
levilimab,0,1,0,0,0,1
liberase enzyme,0,0,0,1,0,1
licensed seasonal influenza vaccine,0,0,0,1,0,1
licorice extract,0,0,0,1,0,1
life2000â® ventilator,0,0,0,1,0,1
lifesignals biosensor 1ax*,0,0,0,1,0,1
lifestyle change promotion program,0,0,0,1,0,1
lifestyle habits,0,1,0,0,0,1
limbix spark,0,0,0,1,0,1
linagliptin,0,0,0,1,0,1
linagliptin 5 mg,0,0,0,1,0,1
liposomal,0,1,0,0,0,1
liquid alpha1-proteinase inhibitor (human),0,0,0,1,0,1
liver,0,0,1,0,0,1
lmwh,0,1,0,0,0,1
lock-down,0,1,0,0,0,1
lock-down/social distancing,0,1,0,0,0,1
longeveron mesenchymal stem cells (lmscs),0,0,0,1,0,1
longitudinally,0,0,0,1,0,1
lopinavir 200 mg,1,0,0,0,0,1
lopinavir 200 mg / ritonavir 50 mg [kaletra],1,0,0,0,0,1
lopinavir/ ritonavir,0,0,0,1,0,1
lopinavir/ritonavir / hydoxychloroquine,0,0,0,1,0,1
losartan 50 mg,0,0,0,1,0,1
losartan 50 mg/spironolactone 25 mg pillules oral use,0,0,0,1,0,1
losmapimod,0,0,0,1,0,1
lovenox,0,0,0,1,0,1
low-dose placebo (18-59 years),0,0,0,1,0,1
low-dose placebo (18-59 years)/three dose regimen,0,0,0,1,0,1
low-dose placebo (18-59 years)/two dose regimen,0,0,0,1,0,1
low-dose placebo (60-85 years),0,0,0,1,0,1
low-dose placebo (60-85 years)/three dose regimen,0,0,0,1,0,1
low-dose placebo (60-85 years)/two dose regimen,0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years),0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/three dose regimen,0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (18-59 years)/two dose regimen,0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years),0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/three dose regimen,0,0,0,1,0,1
low-dose recombinant covid-19 vaccine (sf9 cells) (60-85 years)/two dose regimen,0,0,0,1,0,1
low-molecular-weight heparin,0,0,0,1,0,1
low dose low molecular weight heparin,0,0,0,1,0,1
low dose low molecular weight heparin/placebo,0,0,0,1,0,1
low peep - fio2 high,0,0,0,1,0,1
low peep - fio2 low,0,0,0,1,0,1
low/upper respiratory tract sample,0,0,0,1,0,1
lsalt peptide,0,0,0,1,0,1
lung ct scan analysis in covid-19 patients,0,0,0,1,0,1
lung function test,0,0,1,0,0,1
lung function tests,0,0,0,1,0,1
lung impedance,0,0,0,1,0,1
lung mechanics at different peep,0,1,0,0,0,1
lung ultrasound (lus),0,0,0,1,0,1
lung ultrasound use in patients hospitalized with covid,0,0,0,1,0,1
lv-smenp-dc vaccine,0,0,0,1,0,1
lv-smenp-dc vaccine/antigen-specific ctls,0,0,0,1,0,1
ly3127804,0,0,0,0,1,1
m-m-r ii â® vaccine,0,0,0,1,0,1
m5049,0,0,0,1,0,1
machine learning,0,0,0,1,0,1
machine learning model,0,1,0,0,0,1
machine learning/ai algorithm,0,0,0,1,0,1
magec spine rod,0,0,0,1,0,1
magnetic resonance imaging,0,0,0,1,0,1
magnetic resonance spectroscopy (mrs).,0,0,0,1,0,1
maintenance,0,0,0,1,0,1
makair,0,0,0,1,0,1
management of covid-19,0,0,0,1,0,1
management strategy of outpatient with mild to moderate sars-cov-2 pneumonia,0,1,0,0,0,1
manremyc,0,0,0,1,0,1
marker therapeutics d2000 cartridge (d2000) for use with the spectra optiaâ® apheresis system (optia spd protocol),0,0,0,1,0,1
mas825,0,0,0,1,0,1
"masimo, lidco",0,0,0,1,0,1
masitinib,0,0,0,1,0,1
masked saline placebo,0,0,0,1,0,1
maslach burnout inventory (mbi),0,1,0,0,0,1
masseter inhibitory reflex,0,0,0,1,0,1
massive parallel sequencing of host genome,0,0,0,1,0,1
"maternal attachment, edinburgh depression scoring",1,0,0,0,0,1
"maternal attachment, edinburgh depression scoring/postpartum anxiety scale scores",1,0,0,0,0,1
maternal stress,0,0,0,1,0,1
matrix m1-adjuvant,0,0,0,1,0,1
maximal effort test,0,0,0,1,0,1
mcc ims,0,1,0,0,0,1
mcgrath videolaryngoscope,1,0,0,0,0,1
measles-mumps-rubella vaccine,0,0,0,1,0,1
measurement of circulating sflt1 concentration,0,0,0,1,0,1
mechanical trombectomy,0,1,0,0,0,1
media intervention,0,0,0,1,0,1
medical mask,0,0,0,1,0,1
medical record review - inpatient treatment,0,0,0,1,0,1
medication review,0,0,0,1,0,1
meditation app usage,0,0,0,1,0,1
meditation therapy,0,0,0,1,0,1
meditation/anxiety reduction training,0,0,0,1,0,1
medium dosage inactivated sars-cov-2 vaccine on a 0-/14-day schedule,0,0,0,1,0,1
mefloquine/azithromycin/ tocilizumab,1,0,0,0,0,1
melatonin intravenous,0,0,0,1,0,1
melphalan,0,0,0,1,0,1
menacwy prime,0,0,0,1,0,1
menacwy prime/saline placebo boost / paracetamol,0,0,0,1,0,1
menacwy single dose,0,0,0,1,0,1
menacwy single dose / paracetamol,0,0,0,1,0,1
menacwy vaccine,0,0,0,1,0,1
mencare,0,0,1,0,0,1
mencare//bandebereho fathers'/couples' group education,0,0,1,0,0,1
mental imagery,0,0,0,1,0,1
mental well-being,0,1,0,0,0,1
meplazumab,0,0,0,1,0,1
merimepodib,1,0,0,0,0,1
mesenchymal stromal cell-based therapy,0,0,0,1,0,1
mesenchymalÂ stem cells/heparin,0,1,0,0,0,1
messaging,0,1,0,0,0,1
metabolic cofactor supplementation,0,0,0,1,0,1
metabolomic,0,0,0,1,0,1
metanebâ® system,0,0,0,1,0,1
metenkefalin,1,0,0,0,0,1
metenkefalin / tridecactide,1,0,0,0,0,1
metformin glycinate,0,0,0,1,0,1
methotrexate-lde phase 1,0,0,0,1,0,1
methotrexate-lde phase 2,0,0,0,1,0,1
methylene-blue photodisinfection,0,0,0,1,0,1
methylene blue,0,0,0,1,0,1
methylene blue/ vitamin c/n-acetyl cysteine,0,0,0,1,0,1
methylprednisolone injectable product,0,0,0,1,0,1
methylprednisolone injection,0,1,0,0,0,1
mf59 adjuvanted sars-cov-2 sclamp vaccine,0,0,0,1,0,1
mfs,0,0,0,1,0,1
mhealth assessments,0,0,0,1,0,1
microcirculation recording,0,0,0,1,0,1
micronized,0,0,0,1,0,1
"micronized/ultra-micronized palmitoylethanolamide (mpea/umpea, 300mg / 600mg) oral suspension",0,0,0,1,0,1
microscopy of defined brain regions on autopsy specimens,0,0,0,1,0,1
mindfullness training,0,1,0,0,0,1
mindfulness-based cognitive therapy,0,0,0,1,0,1
mindfulness session(s),0,0,0,1,0,1
mindfulness training,0,0,0,1,0,1
minimal attention control intervention,0,0,0,1,0,1
miniprobe alveoflex,0,0,0,1,0,1
ml intravenous solution [actemra]_#1,0,0,0,1,0,1
ml intravenous solution [actemra]_#1 (2 doses),0,0,0,1,0,1
"ml oral solution, aspirin 250 mg tablets",0,1,0,0,0,1
"ml oral solution, dexamethasone 4-mg injection, aspirin 250 mg tablets",0,1,0,0,0,1
"ml oral solution, dexamethasone 4-mg injection, enoxaparin injection. inpatient treatment with mechanical ventilation in icu.",0,1,0,0,0,1
ml prefilled syringe [kineret],0,0,0,1,0,1
mls laser,0,1,0,0,0,1
mmrc (modified medical research council) dyspnea scale,0,0,0,1,0,1
mobile internet survey on self-test,0,1,0,0,0,1
model building,0,1,0,0,0,1
model validation,0,1,0,0,0,1
moderate intensity aerobic exercises,0,1,0,0,0,1
modification,0,0,0,1,0,1
modified rankin score,0,1,0,0,0,1
molgramostim nebuliser solution,0,0,0,1,0,1
mometasone furoate nasal spray,0,1,0,0,0,1
monitoring for aggravation,0,0,0,1,0,1
monitoring visit,0,0,0,1,0,1
monoclonal antibody,0,0,0,1,0,1
montmorrillonite,0,1,0,0,0,1
mortality,0,0,0,1,0,1
mouthrinse with bãªta-cyclodextrin,0,0,0,1,0,1
mouthrinse with bãªta-cyclodextrin/citrox,0,0,0,1,0,1
mouthrinse without bãªta-cyclodextrin,0,0,0,1,0,1
mouthrinse without bãªta-cyclodextrin/citrox,0,0,0,1,0,1
moxibustion,0,0,0,1,0,1
moxibustion/cupping,0,0,0,1,0,1
mr,0,0,0,1,0,1
mr-pro-adm,0,0,0,1,0,1
mr/m-m-r ii â® vaccine,0,0,0,1,0,1
"mri (heart, brain, lungs, liver)",0,0,0,1,0,1
mri scans,0,0,0,1,0,1
mrna in urine test,1,0,0,0,0,1
mrx-4dp0004,0,0,0,1,0,1
msc,0,0,0,1,0,1
mstt1041a,0,0,0,1,0,1
mucodentol,0,0,0,1,0,1
multicapillary column coupled ion mobility spectrometry,0,0,0,1,0,1
multifrequency bioimpedance spectroscopy,0,0,0,1,0,1
multistem,0,0,0,1,0,1
muscle relaxation therapy,0,0,0,1,0,1
musclesound ultrasound,0,0,0,1,0,1
mvc-cov1901,0,0,0,1,0,1
n-acetyl cysteine,1,0,0,0,0,1
n-etsd vaccine,0,0,0,1,0,1
n95 respirator,0,0,0,1,0,1
na-831/atazanavir,0,0,0,1,0,1
na-831/dexamethasone,0,0,0,1,0,1
na (no intervention),0,0,0,1,0,1
nä°cas,0,0,0,1,0,1
naltrexone,0,0,0,1,0,1
nasal high flow,0,1,0,0,0,1
nasal lavage,0,0,1,0,0,1
nasopharyngeal,0,1,0,0,0,1
nasopharyngeal (np) swab,1,0,0,0,0,1
nasopharyngeal/throat swab,0,1,0,0,0,1
nasovax,0,0,0,1,0,1
ncapp,0,0,0,1,0,1
nebulised recombinant tissue-plasminogen activator (rt-pa),0,0,0,1,0,1
nebulised unfractionated heparin (ufh),0,0,0,1,0,1
netosis markers,0,0,0,1,0,1
neural network diagnosis algorithm,0,0,0,1,0,1
neurocognitive assessment,0,0,0,1,0,1
neuromuscular,0,0,0,1,0,1
neuromuscular electrical stimulation,0,0,0,1,0,1
neutral writing control,0,0,0,0,1,1
newborns,0,1,0,0,0,1
next generation sequencing (ngs) analysis,0,0,0,1,0,1
ng biotech,0,0,0,1,0,1
ng test,0,0,0,1,0,1
ngm621,0,0,0,1,0,1
nhanes smell,0,0,0,1,0,1
nhanes smell/taste tests,0,0,0,1,0,1
niclosamide suspension,0,0,0,1,0,1
nicotinamide riboside,0,0,0,1,0,1
nicotine patch,0,0,0,1,0,1
nigella sativa oil,0,0,0,1,0,1
nintedanib,0,0,0,1,0,1
nintedanib 150 mg [ofev],0,0,0,1,0,1
nioâ® (intraosseous access),1,0,0,0,0,1
nitazoxanide / ivermectin,0,0,0,1,0,1
nitazoxanide/atazanavir/ritonavir,0,0,0,1,0,1
nitric oxide delivered via lungfitâ„¢ system,0,0,0,1,0,1
nk-1r antagonist,0,0,0,1,0,1
no-immunosuppressive,0,0,0,1,0,1
no instruction regarding positioning,0,0,0,1,0,1
no intervention (survey study for medical doctors).,0,0,0,1,0,1
no intervention planned due to the observational study design only a diagnostic testing,0,0,1,0,0,1
no interventional study,1,0,0,0,0,1
no racial inequality highlighting,1,0,0,0,0,1
no research related technology based social interactions,0,0,1,0,0,1
no special intervention,0,1,0,0,0,1
non,0,0,1,0,0,1
non-acei,1,0,0,0,0,1
non-acei/arb,1,0,0,0,0,1
non-contact mce system,0,1,0,0,0,1
non-hospitalization procedures,0,0,0,1,0,1
non-interventional study,0,0,0,1,0,1
non-invasive red lllt treatment to chest of patient.,0,0,0,1,0,1
non-invasive ventilatory support,1,0,0,0,0,1
non-mindfulness intervention,0,0,0,1,0,1
non intervention,0,0,0,1,0,1
non interventional study,0,0,0,1,0,1
non invasive visual acuity testing,1,0,0,0,0,1
none - na,0,1,0,0,0,1
none - observational,0,0,0,1,0,1
"none, this study is observational",0,0,0,1,0,1
noninvasive ventilation,0,1,0,0,0,1
normal saline intranasal,0,0,0,1,0,1
"nose swabs, bronchoalveolar lavage ,urine)",0,0,0,1,0,1
nosocomial,0,0,0,1,0,1
not applicable (observational study),0,0,0,1,0,1
not bravery message,0,1,0,0,0,1
nox66,0,0,0,1,0,1
np-120 (ifenprodil),0,0,0,1,0,1
nps test,0,0,0,1,0,1
nudge,0,0,0,0,1,1
nusepinâ® 0.1 mg,0,0,0,1,0,1
nusepinâ® 0.2 mg,0,0,0,1,0,1
nutrition consult,0,0,0,1,0,1
nutrition consult/protein supplementation,0,0,0,1,0,1
nutritional assessment,0,0,0,1,0,1
nutritional intervention,0,0,0,1,0,1
nuvastatic,0,0,0,1,0,1
obesity,1,0,0,0,0,1
observation for study group,1,0,0,0,0,1
observation of covid 19 pneumonia,0,0,0,1,0,1
observational cohort study on the natural history of hospitalized sars-cov-2 patients.,1,0,0,0,0,1
"obtainment of nasopharyngeal, oropharyngeal, buccal, nasal",0,0,0,1,0,1
"obtainment of nasopharyngeal, oropharyngeal, buccal, nasal/saliva samples",0,0,0,1,0,1
obvio-19 app,0,0,0,1,0,1
occupational health workers,0,0,0,1,0,1
octaplas,0,0,0,1,0,1
odd,0,0,0,1,0,1
odd/even birth year intervention groups,0,0,0,1,0,1
olfaction testing,0,0,0,1,0,1
olfactometry,0,0,0,1,0,1
olfactory,0,0,0,1,0,1
olfactory device,0,0,0,1,0,1
olfactory function evaluation,0,0,0,1,0,1
olfactory/gustatory tests,0,0,0,1,0,1
olokizumab,0,1,0,0,0,1
omega 3/nigella sativa oil,0,0,0,1,0,1
omega 3/nigella sativa oil/anise seed capsule,0,0,0,1,0,1
omega 3/nigella sativa oil/deglycyrrhizinated licorice,0,0,0,1,0,1
omega 3/nigella sativa oil/indian costus,0,0,0,1,0,1
omega 3/nigella sativa oil/quinine pills,0,0,0,1,0,1
omeprazole,0,0,0,1,0,1
omnibiotic aad,0,0,0,1,0,1
one covid-19 vaccine candidate (tmv-083) administration - high dose,0,0,0,1,0,1
online intervention mental health covid-19,0,0,0,1,0,1
op-101,0,0,0,1,0,1
open appendicectomy,0,1,0,0,0,1
ophtamesone,0,0,0,1,0,1
opt-in recruitment email,1,0,0,0,0,1
opt-out recruitment email,1,0,0,0,0,1
optical coherence tomography (oct),0,0,0,1,0,1
optical coherence tomography angiography,0,1,0,0,0,1
optimized management of covid-19 positive kidney transplant recipients: single center experience from the middle east,0,1,0,0,0,1
or antiplatelet) before admission for covid19,0,1,0,0,0,1
or high dose lmwh),0,0,0,1,0,1
or mis-c exposure,0,0,0,1,0,1
"or psychotherapy, n=10)",1,0,0,0,0,1
oral,0,0,0,1,0,1
oral polio vaccine / information,0,0,1,0,0,1
orthopaedic surgical procedures,0,1,0,0,0,1
oseltamivir 75mg,0,0,0,1,0,1
osteosynthesis,0,1,0,0,0,1
other clinical symptoms,0,1,0,0,0,1
otilimab,0,0,0,1,0,1
oxaloacetate medical food,0,0,0,1,0,1
oxaloacetate medical food/dietary supplement,0,0,0,1,0,1
oxidative stress elisa kit,0,0,0,1,0,1
oxygen-ozone,0,0,0,1,0,1
oxygen hood,0,1,0,0,0,1
oxyhydrogen,0,0,0,1,0,1
ozanimod,0,0,0,1,0,1
ozone,0,0,0,1,0,1
p2et (caesalpinia spinosa extract),0,0,0,1,0,1
pacritinib,0,0,0,1,0,1
pamrevlumab,0,0,0,1,0,1
pandemic control measures,0,0,0,1,0,1
paraclinical examination,0,0,0,1,0,1
paraclinical test,0,0,0,1,0,1
part 1 - tl-895,0,0,0,1,0,1
part 2 - tl-895,0,0,0,1,0,1
partially hla-matched sars-covsts,0,0,0,1,0,1
passed infection of sars-cov-2,0,1,0,0,0,1
passive microwave radiometry,0,1,0,0,0,1
"patch, nicotine",0,0,0,1,0,1
"patch, placebo",0,0,0,1,0,1
patient-centred advice on telephone consultation in tb patients:,0,0,0,1,0,1
patient characteristics,0,1,0,0,0,1
patient sampling,0,0,0,1,0,1
patient with sar-cov-2 infection,0,0,0,1,0,1
patients,1,0,0,0,0,1
patients admitted to intensive care unit with sars-cov2,1,0,0,0,0,1
patients covid 19,0,0,0,1,0,1
patients received standard of care treatment during hospitalization,0,0,0,1,0,1
patients with the treatment agains covid19,0,0,0,1,0,1
pbmt,0,1,0,0,0,1
pbmt/smf,0,1,0,0,0,1
pcr/chest ct,0,1,0,0,0,1
pct,0,0,0,1,0,1
pct/serology,1,0,0,0,0,1
peep,0,0,0,1,0,1
peer resilience champion,1,0,0,0,0,1
peer support,0,0,1,0,0,1
pegylated interferon-î±2b,0,0,0,1,0,1
pembrolizumab,0,0,0,1,0,1
pemziviptadil (pb1046),1,0,0,0,0,1
pentoxifylline,1,0,0,0,0,1
pep flute,0,0,0,1,0,1
percutaneous coronary revascularization for stemi,1,0,0,0,0,1
performance evaluation,0,0,0,1,0,1
performance evaluation study of realdetect rt-pcr kit for covid-19 detection,0,0,0,1,0,1
performance of the test antigenic,0,0,0,1,0,1
performance of the test antigenic/test rt-pcr,0,0,0,1,0,1
performing ai algorithms on images,0,0,0,1,0,1
performing of lung ultrasound,0,0,0,1,0,1
peripheral venous ultrasound,0,0,0,1,0,1
personal freedom message,0,1,0,0,0,1
personal protective equipment,0,0,0,1,0,1
personal protective equipment from biological hazard,0,1,0,0,0,1
personal protective testing booth,1,0,0,0,0,1
personalized ambulatory training,0,0,0,1,0,1
personalized feedback,1,0,0,0,0,1
personalized health education,0,0,0,1,0,1
pet-ct of 18f-fdg,0,1,0,0,0,1
pf-07304814,0,0,0,1,0,1
phase 1,0,0,0,1,0,1
phase 2,0,0,0,1,0,1
philips lumify ultrasound system,0,0,0,1,0,1
phlebotomy,0,0,0,1,0,1
phobia questionairre,0,0,0,1,0,1
phone interviews,0,0,0,1,0,1
phq,0,0,0,1,0,1
phq-9 depression scale,0,0,0,1,0,1
phr160 spray,0,0,0,1,0,1
phsyiotherapy,0,0,0,1,0,1
physiological effects of awake prone position in covid 19 patients,0,0,0,1,0,1
phytomedicine,0,0,1,0,0,1
pilot a rapid sars-cov-2 testing strategy,0,0,1,0,0,1
pioglitazone,0,0,0,1,0,1
pioglitazone 30 mg,0,0,0,1,0,1
piperacillin,0,0,0,1,0,1
piperacillin/tazobactam,0,0,0,1,0,1
placebo-lde phase 2,0,0,0,1,0,1
placebo - phase i,1,0,0,0,0,1
placebo (methylcellulose) capsule,0,0,0,1,0,1
placebo hydroxychloroquine,0,0,0,1,0,1
placebo nitazoxanide,0,0,0,1,0,1
placebo patch,0,0,0,1,0,1
placebo ribavirin,0,0,0,1,0,1
placebo videos,1,0,0,0,0,1
placebo/aluminum adjuvant of inactivated sars-cov-2 vaccine,1,0,0,0,0,1
placebo/control,0,0,0,1,0,1
plant polyphenol,0,0,0,1,0,1
plasma igg levels,1,0,0,0,0,1
"platelet count, platelet, mean platelet volume",0,0,0,1,0,1
"platelet count, platelet, mean platelet volume/platelet distribution width in covid-19",0,0,0,1,0,1
platelet distribution width in covid-19,0,0,0,1,0,1
"platelet function analyzer scp1, sienco, usa",0,1,0,0,0,1
plethysmography,0,0,0,1,0,1
plethysmography/dlco,0,0,0,1,0,1
plitidepsin,1,0,0,0,0,1
pln-74809,0,0,0,1,0,1
pneumococcal vaccine,0,0,0,1,0,1
point-of-care test for sars-cov-2,0,0,0,1,0,1
polio vaccine,0,0,1,0,0,1
polio vaccine/na-831,0,0,1,0,0,1
polyoxidonium,1,0,0,0,0,1
polysomnography,1,0,0,0,0,1
pool lamp,0,0,0,1,0,1
pool rt-pcr,0,0,0,1,0,1
poractant alfa,0,0,0,1,0,1
position,0,0,0,1,0,1
positive feedback,0,1,0,0,0,1
post-traumatic stress screening,0,0,0,1,0,1
post covid-19 functional satus scale,0,0,0,1,0,1
postpartum,0,0,1,0,0,1
postpartum anxiety scale scores,1,0,0,0,0,1
postpartum women under investigation for coronavirus/diagnosed with covid-19,0,0,1,0,0,1
postural positioning,0,0,0,1,0,1
povidone,0,0,0,1,0,1
power breathe,0,0,0,0,1,1
prazosin,0,0,0,1,0,1
pre-operative screening,0,0,0,1,0,1
predict admission of covid-19 patients to icu,1,0,0,0,0,1
"predict admission of covid-19 patients to icu/death with routine/quickly avalaible clinical, biological/radiological variables?",1,0,0,0,0,1
prediction market,0,1,0,0,0,1
predictive factors for clinical response in patients with covid-19.,0,0,0,1,0,1
predictors adverse evolution,0,0,0,1,0,1
predictors of health care provide,0,0,0,1,0,1
prednisone tablet,0,0,0,1,0,1
pregnant women under investigation for coronavirus,0,0,1,0,0,1
pregnant women under investigation for coronavirus/diagnosed with covid-19,0,0,1,0,0,1
preservision areds formulation gel tabs,0,0,1,0,0,1
prevalence of covid-19,0,1,0,0,0,1
primary care,0,1,0,0,0,1
"primary care professionals reports of potential patient safety incidents, non-covid-19 related",0,0,0,1,0,1
primepro,0,1,0,0,0,1
"pro bnp , vitamin d",0,0,0,1,0,1
probiorinse,0,0,0,1,0,1
probiotics,0,0,0,1,0,1
problem-solving,0,0,0,1,0,1
problem-solving/relationship improvement intervention.,0,0,0,1,0,1
procalcitonin,0,0,0,1,0,1
progesterone,1,0,0,0,0,1
prognostic score,1,0,0,0,0,1
progressive cycling exercise test to exhaustion,0,1,0,0,0,1
prolastin,0,0,0,1,0,1
prolectin-m; a (1-6)-alpha-d-mannopyranose class,0,1,0,0,0,1
prolonged proned positioning,0,0,0,1,0,1
proper diet,0,0,0,1,0,1
prophylactic,0,0,0,1,0,1
prophylaxis,0,1,0,0,0,1
propofol,0,0,0,1,0,1
prospective chart review,0,0,1,0,0,1
prospective oberservational registry,0,0,0,1,0,1
protein supplementation,0,0,0,1,0,1
prototype,0,0,0,1,0,1
proxalutamide,0,0,0,1,0,1
psg,0,0,0,1,0,1
psqi,0,1,0,0,0,1
pss,0,0,0,1,0,1
psychoeducation,0,0,0,1,0,1
psychoeducational intervention,0,0,0,1,0,1
psychological stress,0,1,0,0,0,1
psychological stress/adaptation at work score (psas),0,1,0,0,0,1
psychological/behaviour change support,0,0,0,1,0,1
psychological/sociological interviews,1,0,0,0,0,1
psychotherapy,0,0,0,1,0,1
ptc299,0,0,0,1,0,1
ptsd,0,0,0,1,0,1
public health england gold standard,0,0,0,1,0,1
pulmonary anomalies 4 months after documented covid-19 pneumonia,1,0,0,0,0,1
pulmonary function testing,0,0,0,1,0,1
pulmonary function tests,0,0,0,1,0,1
pulmonary physiotherapy techniques,0,1,0,0,0,1
pulmozyme/ recombinant human deoxyribonuclease (rh-dnase),0,0,0,1,0,1
pulse oximetry,0,1,0,0,0,1
pwv,0,0,0,1,0,1
pyridostigmine bromide,0,0,0,1,0,1
q-nrg metobolic cart device,0,0,0,1,0,1
q spect-ct,0,0,0,1,0,1
q vest,0,0,1,0,0,1
qazcovid-inâ® - covid-19 inactivated vaccine,1,0,0,0,0,1
qrt-pcr,0,0,1,0,0,1
qrt-pcr/serology,0,0,1,0,0,1
quadramune(tm),0,0,0,1,0,1
qualitative assessments of mental health,0,0,0,1,0,1
qualitative interviews..,0,0,0,1,0,1
quality of life promotion,0,0,1,0,0,1
quality of life questionnaires,0,0,0,1,0,1
quality of live assessment,0,0,0,1,0,1
quantitative,0,0,0,1,0,1
quantitative analysis of anti-sars-cov-2-antibodies,0,1,0,0,0,1
quantitative analysis of sars-cov-2 antibodies,0,1,0,0,0,1
quantitative igg test,1,0,0,0,0,1
quantitative/qualitative assessments of mental health,0,0,0,1,0,1
