nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,intervention_type,intervention_name,description,status,facility_name,city,state,zip,country,site_count
NCT04363866,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,June 2021,Anticipated,2021-06-30,December 2020,Anticipated,2020-12-31,NA,Interventional,NA,,A Pilot Study to Assess Hydroxychloroquine in Patients With SARS-CoV-2 (COVID-19),A Randomized-Control Pilot Study to Assess Hydroxychloroquine in Patients Infected With SARS-CoV-2 (COVID-19),Not yet recruiting,NA,Phase 4,40,Anticipated,Oregon Health and Science University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,Beginning 3 months and ending 5 years following article publication,Anyone who wishes to access the data for any purpose. Data may be obtained by contacting the corresponding author of the relevant publication,NA,Yes,"Individual participant data that underlie the results reported in this article, after the identification",2020-04-30T09:09:20Z,2020-04-30T09:09:20Z,5231714,Drug,Placebo,A placebo is a pill that looks like the study drug but has no real medicine in it.,,Oregon Health and Science University,Portland,Oregon,97239,United States,1
NCT04363840,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,NA,Interventional,LEAD COVID-19,,"The LEAD COVID-19 Trial: Low-risk, Early Aspirin and Vitamin D to Reduce COVID-19 Hospitalizations","The LEAD COVID-19 Trial: Low-risk, Early Aspirin and Vitamin D to Reduce COVID-19 Hospitalizations",Not yet recruiting,NA,Phase 2,1080,Anticipated,Louisiana State University Health Sciences Center in New Orleans,,3,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,NA,NA,2020-04-30T09:09:21Z,2020-04-30T09:09:21Z,5231716,Drug,Aspirin 81 mg,Aspirin 81 mg to be taken orally once daily for 14 days.,NA,NA,NA,NA,NA,NA,NA
NCT04363840,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,NA,Interventional,LEAD COVID-19,,"The LEAD COVID-19 Trial: Low-risk, Early Aspirin and Vitamin D to Reduce COVID-19 Hospitalizations","The LEAD COVID-19 Trial: Low-risk, Early Aspirin and Vitamin D to Reduce COVID-19 Hospitalizations",Not yet recruiting,NA,Phase 2,1080,Anticipated,Louisiana State University Health Sciences Center in New Orleans,,3,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,NA,NA,2020-04-30T09:09:21Z,2020-04-30T09:09:21Z,5231717,Dietary Supplement,Vitamin D,"Vitamin D 50,000 IU to be taken orally once weekly for 2 weeks",NA,NA,NA,NA,NA,NA,NA
NCT04363827,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-27,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,March 2021,Anticipated,2021-03-31,September 2020,Anticipated,2020-09-30,NA,Interventional,PROTECT,,Protect: Study With Hydroxychloroquine for Prevention and Early Phase Treatment of Coronavirus Disease (COVID-19),PROTECT: A Randomized Study With Hydroxychloroquine Versus Observational Support for Prevention or Early Phase Treatment of Coronavirus Disease (COVID-19),Not yet recruiting,NA,Phase 2,2300,Anticipated,Istituto Scientifico Romagnolo per lo Studio e la cura dei Tumori,,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-30T09:09:21Z,2020-04-30T09:09:21Z,5231718,Drug,Hydroxychloroquine,Hydroxychloroquine,,Irst Irccs,Meldola,FC,47014,Italy,1
NCT04363606,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,December 2021,Anticipated,2021-12-31,April 2021,Anticipated,2021-04-30,NA,Interventional,FatCovid-19,,Chronic Fatigue Etiology and Recovery in Covid-19 Patients: the Role of Fatigability,Chronic Fatigue Etiology and Recovery in Covid-19 Patients in Intensive Care Unit : the Role of Fatigability,Not yet recruiting,NA,N/A,52,Anticipated,Centre Hospitalier Universitaire de Saint Etienne,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:09:28Z,2020-04-30T09:09:28Z,5231738,Other,Questionnaires,Quality of life Depression Physical pain Social provisions Quality of sleep,||,Chu Saint-Etienne|Clinique Mutualiste Saint Etienne|HÃ´pital privÃ© de la Loire,Saint Etienne|Saint Etienne|Saint-Ã‰tienne,||,42055|42100|42000,France|France|France,3
NCT04363606,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,December 2021,Anticipated,2021-12-31,April 2021,Anticipated,2021-04-30,NA,Interventional,FatCovid-19,,Chronic Fatigue Etiology and Recovery in Covid-19 Patients: the Role of Fatigability,Chronic Fatigue Etiology and Recovery in Covid-19 Patients in Intensive Care Unit : the Role of Fatigability,Not yet recruiting,NA,N/A,52,Anticipated,Centre Hospitalier Universitaire de Saint Etienne,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:09:28Z,2020-04-30T09:09:28Z,5231739,Biological,blood test,complete blood count and cytokine concentration,||,Chu Saint-Etienne|Clinique Mutualiste Saint Etienne|HÃ´pital privÃ© de la Loire,Saint Etienne|Saint Etienne|Saint-Ã‰tienne,||,42055|42100|42000,France|France|France,3
NCT04363606,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,December 2021,Anticipated,2021-12-31,April 2021,Anticipated,2021-04-30,NA,Interventional,FatCovid-19,,Chronic Fatigue Etiology and Recovery in Covid-19 Patients: the Role of Fatigability,Chronic Fatigue Etiology and Recovery in Covid-19 Patients in Intensive Care Unit : the Role of Fatigability,Not yet recruiting,NA,N/A,52,Anticipated,Centre Hospitalier Universitaire de Saint Etienne,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:09:28Z,2020-04-30T09:09:28Z,5231740,Other,Maximal effort test,The maximal effort test with VO2max recordings will be assessed during the first visit to the laboratory.,||,Chu Saint-Etienne|Clinique Mutualiste Saint Etienne|HÃ´pital privÃ© de la Loire,Saint Etienne|Saint Etienne|Saint-Ã‰tienne,||,42055|42100|42000,France|France|France,3
NCT04363606,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,December 2021,Anticipated,2021-12-31,April 2021,Anticipated,2021-04-30,NA,Interventional,FatCovid-19,,Chronic Fatigue Etiology and Recovery in Covid-19 Patients: the Role of Fatigability,Chronic Fatigue Etiology and Recovery in Covid-19 Patients in Intensive Care Unit : the Role of Fatigability,Not yet recruiting,NA,N/A,52,Anticipated,Centre Hospitalier Universitaire de Saint Etienne,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:09:28Z,2020-04-30T09:09:28Z,5231741,Device,actigraphy,assessment of sleep quality,||,Chu Saint-Etienne|Clinique Mutualiste Saint Etienne|HÃ´pital privÃ© de la Loire,Saint Etienne|Saint Etienne|Saint-Ã‰tienne,||,42055|42100|42000,France|France|France,3
NCT04363606,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,December 2021,Anticipated,2021-12-31,April 2021,Anticipated,2021-04-30,NA,Interventional,FatCovid-19,,Chronic Fatigue Etiology and Recovery in Covid-19 Patients: the Role of Fatigability,Chronic Fatigue Etiology and Recovery in Covid-19 Patients in Intensive Care Unit : the Role of Fatigability,Not yet recruiting,NA,N/A,52,Anticipated,Centre Hospitalier Universitaire de Saint Etienne,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:09:28Z,2020-04-30T09:09:28Z,5231742,Device,Neuromuscular evaluation,"The maximum isometric force produced by the knee extensors will be measured on the ergometer
the intensity of muscular electrical activity recorded by surface electromyography
Peripheral nerve stimulation
Transcranial magnetic stimulation
Magnetic resonance imaging",||,Chu Saint-Etienne|Clinique Mutualiste Saint Etienne|HÃ´pital privÃ© de la Loire,Saint Etienne|Saint Etienne|Saint-Ã‰tienne,||,42055|42100|42000,France|France|France,3
NCT04363593,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,"May 4, 2020",Anticipated,2020-05-04,April 2020,2020-04-30,"November 4, 2020",Anticipated,2020-11-04,"November 4, 2020",Anticipated,2020-11-04,NA,Interventional,ROCOCO,,Serology COVID-19 From the Cornwall Hospital Union,Serology COVID-19 From the Cornwall Hospital Union,Not yet recruiting,NA,N/A,3200,Anticipated,Centre Hospitalier de Cornouaille,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-30T09:09:29Z,2020-04-30T09:09:29Z,5231743,Biological,Serological test,Serological testing is performed for patients with confirmed COVID-19 infection by RT-PCR.,,CH de Cornouaille,Quimper,,29000,France,1
NCT04363593,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,"May 4, 2020",Anticipated,2020-05-04,April 2020,2020-04-30,"November 4, 2020",Anticipated,2020-11-04,"November 4, 2020",Anticipated,2020-11-04,NA,Interventional,ROCOCO,,Serology COVID-19 From the Cornwall Hospital Union,Serology COVID-19 From the Cornwall Hospital Union,Not yet recruiting,NA,N/A,3200,Anticipated,Centre Hospitalier de Cornouaille,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-30T09:09:29Z,2020-04-30T09:09:29Z,5231744,Biological,Serum test,Use of the serum taken from patients consulted for suspicion of COVID-19 before the beginning of the trial,,CH de Cornouaille,Quimper,,29000,France,1
NCT04363372,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,September 2020,Anticipated,2020-09-30,August 2020,Anticipated,2020-08-31,NA,Interventional,NA,,A Study for Efficacy and Safety of Live Biotherapeutic MRx4DP0004 to Treat COVID-19,"A Pilot, Multiple Dose Study to Evaluate the Efficacy and Safety of MRx-4DP0004 in Hospitalised Patients With Symptoms of COVID-19 (SARS-CoV-2 Infection)",Not yet recruiting,NA,Phase 2,90,Anticipated,4D pharma plc,,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:09:36Z,2020-04-30T09:09:36Z,5231764,Drug,MRx-4DP0004,MRx-4DP0004 is a lyophilised formulation of a proprietary strain of bacteria.,NA,NA,NA,NA,NA,NA,NA
NCT04363372,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,September 2020,Anticipated,2020-09-30,August 2020,Anticipated,2020-08-31,NA,Interventional,NA,,A Study for Efficacy and Safety of Live Biotherapeutic MRx4DP0004 to Treat COVID-19,"A Pilot, Multiple Dose Study to Evaluate the Efficacy and Safety of MRx-4DP0004 in Hospitalised Patients With Symptoms of COVID-19 (SARS-CoV-2 Infection)",Not yet recruiting,NA,Phase 2,90,Anticipated,4D pharma plc,,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-30T09:09:36Z,2020-04-30T09:09:36Z,5231765,Drug,Placebo,Placebo capsules will be identical in appearance to active product.,NA,NA,NA,NA,NA,NA,NA
NCT04362813,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,"April 30, 2020",Anticipated,2020-04-30,April 2020,2020-04-30,"October 5, 2020",Anticipated,2020-10-05,"October 5, 2020",Anticipated,2020-10-05,NA,Interventional,CAN-COVID,,Study of Efficacy and Safety of Canakinumab Treatment for CRS in Participants With COVID-19-induced Pneumonia,"Phase 3 Multicenter, Randomized, Double-blind, Placebo-controlled Study to Assess the Efficacy and Safety of Canakinumab on Cytokine Release Syndrome in Patients With COVID-19-induced Pneumonia (CAN-COVID)",Not yet recruiting,NA,Phase 3,450,Anticipated,Novartis,,2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Novartis is committed to sharing with qualified external researchers, access to patient-level data and supporting clinical documents from eligible studies. These requests are reviewed and approved by an independent review panel on the basis of scientific merit. All data provided is anonymized to respect the privacy of patients who have participated in the trial in line with applicable laws and regulations. This trial data availability is according to the criteria and process described on www.clinicalstudydatarequest.com.",2020-04-30T09:09:56Z,2020-04-30T09:09:56Z,5231823,Drug,Canakinumab,"Canakinumab 450 mg for body weight 40-<60 kg, 600 mg for 60-80 kg or 750 mg for >80 kg in 250 mL of 5% dextrose infused IV over 2 hours. Single dose on Day 1.",NA,NA,NA,NA,NA,NA,NA
NCT04362813,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-24,NA,NA,2020-04-24,2020-04-24,2020-04-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-24,2020-04-27,Actual,"April 30, 2020",Anticipated,2020-04-30,April 2020,2020-04-30,"October 5, 2020",Anticipated,2020-10-05,"October 5, 2020",Anticipated,2020-10-05,NA,Interventional,CAN-COVID,,Study of Efficacy and Safety of Canakinumab Treatment for CRS in Participants With COVID-19-induced Pneumonia,"Phase 3 Multicenter, Randomized, Double-blind, Placebo-controlled Study to Assess the Efficacy and Safety of Canakinumab on Cytokine Release Syndrome in Patients With COVID-19-induced Pneumonia (CAN-COVID)",Not yet recruiting,NA,Phase 3,450,Anticipated,Novartis,,2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Novartis is committed to sharing with qualified external researchers, access to patient-level data and supporting clinical documents from eligible studies. These requests are reviewed and approved by an independent review panel on the basis of scientific merit. All data provided is anonymized to respect the privacy of patients who have participated in the trial in line with applicable laws and regulations. This trial data availability is according to the criteria and process described on www.clinicalstudydatarequest.com.",2020-04-30T09:09:56Z,2020-04-30T09:09:56Z,5231824,Drug,Placebo,250 mL of 5% dextrose infused IV over 2 hours. Single dose on Day 1.,NA,NA,NA,NA,NA,NA,NA
NCT04368299,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-25,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,"May 1, 2020",Anticipated,2020-05-01,April 2020,2020-04-30,"December 31, 2021",Anticipated,2021-12-31,"October 31, 2021",Anticipated,2021-10-31,NA,Interventional,NA,,Telemedicine for Follow-up of Systemic Lupus Erythematosus,"Use of Telemedicine for Follow-up of Systemic Lupus Erythematosus (""TeleSLE"") in the COVID-19 Outbreak: a Pragmatic Randomised Controlled Trial",Not yet recruiting,NA,N/A,150,Anticipated,Chinese University of Hong Kong,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-30T09:06:36Z,2020-04-30T09:06:36Z,5231181,Other,Telemedicine,Videoconferencing for follow-up,NA,NA,NA,NA,NA,NA,NA
NCT04368299,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-25,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,"May 1, 2020",Anticipated,2020-05-01,April 2020,2020-04-30,"December 31, 2021",Anticipated,2021-12-31,"October 31, 2021",Anticipated,2021-10-31,NA,Interventional,NA,,Telemedicine for Follow-up of Systemic Lupus Erythematosus,"Use of Telemedicine for Follow-up of Systemic Lupus Erythematosus (""TeleSLE"") in the COVID-19 Outbreak: a Pragmatic Randomised Controlled Trial",Not yet recruiting,NA,N/A,150,Anticipated,Chinese University of Hong Kong,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-30T09:06:36Z,2020-04-30T09:06:36Z,5231182,Other,Standard care,Standard in-person outpatient follow-up,NA,NA,NA,NA,NA,NA,NA
NCT04366908,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-25,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,"April 28, 2020",Anticipated,2020-04-28,April 2020,2020-04-30,"August 28, 2020",Anticipated,2020-08-28,"July 28, 2020",Anticipated,2020-07-28,NA,Interventional,COVIDIOL,,Prevention and Treatment With Calcifediol of COVID-19 Induced Acute Respiratory Syndrome,Prevention and Treatment With Calcifediol of COVID-19 Coronavirus-induced Acute Respiratory Syndrome (SARS),Not yet recruiting,NA,Phase 2,1008,Anticipated,MaimÃ³nides Biomedical Research Institute of CÃ³rdoba,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,Since the end publication of the results.,Contact uicec@imibic.org,NA,Yes,All the information will be published and accessible. It will be also available on demand.,2020-04-30T09:07:26Z,2020-04-30T09:07:26Z,5231323,Drug,BAT + Calcifediol,"The subject will be treated with the best available therapy, which will include any combination of drugs included in the current protocol of the Ministry of Health and/or complementary notes issued by the Spanish Agency of Medicines and Health Products (AEMPS) plus Calcifediol caps. 266 Âµg. According to the pharmacokinetics of Calcifediol evaluated in an inflammatory model, the posology will be
Start: 2 capsules Days 3, 7, 14, 21, 28: 1 capsule",NA,NA,NA,NA,NA,NA,NA
NCT04366908,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-25,NA,NA,2020-04-27,2020-04-27,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Estimate,"April 28, 2020",Anticipated,2020-04-28,April 2020,2020-04-30,"August 28, 2020",Anticipated,2020-08-28,"July 28, 2020",Anticipated,2020-07-28,NA,Interventional,COVIDIOL,,Prevention and Treatment With Calcifediol of COVID-19 Induced Acute Respiratory Syndrome,Prevention and Treatment With Calcifediol of COVID-19 Coronavirus-induced Acute Respiratory Syndrome (SARS),Not yet recruiting,NA,Phase 2,1008,Anticipated,MaimÃ³nides Biomedical Research Institute of CÃ³rdoba,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,Since the end publication of the results.,Contact uicec@imibic.org,NA,Yes,All the information will be published and accessible. It will be also available on demand.,2020-04-30T09:07:26Z,2020-04-30T09:07:26Z,5231324,Drug,BAT,"The subject will be treated with the best available therapy, which will include any combination of drugs included in the current protocol of the Ministry of Health and/or complementary notes issued by the Spanish Agency of Medicines and Health Products (AEMPS).",NA,NA,NA,NA,NA,NA,NA
NCT04365699,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-25,NA,NA,2020-04-25,2020-04-25,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-25,2020-04-28,Actual,"April 8, 2020",Actual,2020-04-08,April 2020,2020-04-30,"December 31, 2020",Anticipated,2020-12-31,"December 31, 2020",Anticipated,2020-12-31,NA,Interventional,NA,,Cardiovascular Effects of COVID-19,A Single-center Registry and Embedded Interventional Study of the Effects of COVID-19 With and Without Treatment With AT-001 on Cardiac Structure and Function in Patients Hospitalized for Management of COVID-19 Infection,Recruiting,NA,Phase 2,500,Anticipated,NYU Langone Health,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,Beginning 9 months and ending 36 months following article publication,Requests may be directed to Stuart.Katz@nyulangone.org.,NA,Yes,The de-identified participant data from the final research dataset used in the published manuscript will be shared upon reasonable request beginning 9 months and ending 36 months following article publication or as required by a condition of awards and agreements supporting the research provided the investigator who proposes to use the data executes a data use agreement with NYU Langone Health. Requests may be directed to Stuart.Katz@nyulangone.org. The protocol and statistical analysis plan will be made available on Clinicaltrials.gov only as required by federal regulation or as a condition of awards and agreements supporting the research.,2020-04-30T09:08:12Z,2020-04-30T09:08:12Z,5231477,Drug,AT-001,"Investigational novel Aldose Reductase Inhibitor (ARI) Product: AT-001 500mg capsule for oral administration Dosage: 1,500mg (3X500mg capsules) twice daily Mode of Administration: Oral Up to 14 days per discretion of the investigators and treatment team",Recruiting,NYU Langone Health,New York,New York,10016,United States,1
NCT04364802,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-25,NA,NA,2020-04-25,2020-04-25,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-25,2020-04-28,Actual,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,May 2021,Anticipated,2021-05-31,May 2021,Anticipated,2021-05-31,NA,Interventional,PIIPPI,,COVID-19: Povidone-Iodine Intranasal Prophylaxis in Front-line Healthcare Personnel and Inpatients,Povidone-Iodine Intranasal for Prophylaxis in Front-line Health-care Personnel and Inpatients During the Sars-CoV-2 Pandemic,Not yet recruiting,NA,Phase 2,250,Anticipated,University of Kentucky,,4,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-04-30T09:08:44Z,2020-04-30T09:08:44Z,5231586,Drug,Povidone-Iodine Nasal Spray and Gargle,"Healthcare workers will receive standard PPE and a pre- and post-study nasal swab COVID19 test. Additionally, they will receive povidone-iodine nasal spray and gargle (10% diluted 1:30) to use at the beginning of their shift, in the middle, and at the end of their shift.",,University of Kentucky,Lexington,Kentucky,40536,United States,1
NCT04364802,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-25,NA,NA,2020-04-25,2020-04-25,2020-04-28,Actual,NA,NA,NA,NA,NA,NA,2020-04-25,2020-04-28,Actual,May 2020,Anticipated,2020-05-31,April 2020,2020-04-30,May 2021,Anticipated,2021-05-31,May 2021,Anticipated,2021-05-31,NA,Interventional,PIIPPI,,COVID-19: Povidone-Iodine Intranasal Prophylaxis in Front-line Healthcare Personnel and Inpatients,Povidone-Iodine Intranasal for Prophylaxis in Front-line Health-care Personnel and Inpatients During the Sars-CoV-2 Pandemic,Not yet recruiting,NA,Phase 2,250,Anticipated,University of Kentucky,,4,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-04-30T09:08:44Z,2020-04-30T09:08:44Z,5231587,Drug,Povidone-Iodine Nasal Spray and Gargle,"Patients will receive standard of care treatment and a pre- and post-study nasal spray COVID19 test. Additionally, they will receive povidone-iodine nasal spray and gargle shortly after admission or preoperatively.",,University of Kentucky,Lexington,Kentucky,40536,United States,1
NCT04366856,"ClinicalTrials.gov processed this data on April 29, 2020",2020-04-26,NA,NA,2020-04-28,2020-04-28,2020-04-29,Estimate,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-29,Estimate,April 2020,Anticipated,2020-04-30,April 2020,2020-04-30,July 2020,Anticipated,2020-07-31,May 2020,Anticipated,2020-05-31,NA,Interventional,PROVID,,PROne Positioning in coVID-19 Oxygeno-dependent Patients in Spontaneous Ventilation (PROVID Study),PROne Positioning in coVID-19 Oxygeno-dependent Patients in Spontaneous Ventilation (PROVID Study),Not yet recruiting,NA,N/A,500,Anticipated,Assistance Publique - HÃ´pitaux de Paris,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-30T09:07:28Z,2020-04-30T09:07:28Z,5231331,Behavioral,1: Prone positioning,the interventional group will be suggested to spend at least 6 hours a day in prone position,,DÃ©partement d'AnesthÃ©sie RÃ©animation - Kremlin BicÃªtre,Le Kremlin-BicÃªtre,,94270,France,1
