nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,name,downcase_name
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-31,NA,NA,2021-01-13,2020-09-07,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-01-13,2021-01-15,Actual,"June 16, 2020",Actual,2020-06-16,January 2021,2021-01-31,"December 31, 2020",Actual,2020-12-31,"December 31, 2020",Actual,2020-12-31,NA,Interventional,COVIDIT,,Assessment of Safety and Efficacy of CCP,Assessment of Safety and Efficacy of COVID-19 Convalescent Plasma for Treatment of COVID-19 in Adults in Uganda; A Randomised Controlled Trial,Completed,NA,N/A,136,Actual,Makerere University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,Arrangments to enable sharing of de-identified data will be instituted by the research team.,2021-09-26T01:54:09Z,2021-09-26T01:54:09Z,15306583,NCT04542941,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-08,NA,NA,2021-09-15,2020-09-08,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-09-15,2021-09-16,Actual,"September 29, 2020",Actual,2020-09-29,September 2021,2021-09-30,"August 31, 2021",Actual,2021-08-31,"August 31, 2021",Actual,2021-08-31,NA,Observational,NA,,COVID-19-Related Health and Practices Among Dental Hygienists,COVID-19-Related Health and Practices Among Dental Hygienists,Completed,NA,NA,6976,Actual,American Dental Association,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:09Z,2021-09-26T01:54:09Z,15306590,NCT04542915,Coronavirus Infection,coronavirus infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-08,NA,NA,2020-09-08,2020-09-08,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2020-09-08,2020-09-09,Actual,"May 1, 2020",Actual,2020-05-01,September 2020,2020-09-30,"August 18, 2020",Actual,2020-08-18,"July 31, 2020",Actual,2020-07-31,NA,Interventional,NA,,Efficacy and Safety of Guduchi Ghan Vati in the Management of Asymptomatic COVID-19 Infection,Efficacy and Safety of Guduchi Ghan Vati in the Management of Asymptomatic COVID-19 Infection: An Open Label Feasibility Study,Completed,NA,N/A,46,Actual,Aarogyam UK,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:54:10Z,2021-09-26T01:54:10Z,15306594,NCT04542876,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-03,NA,NA,2021-01-22,2020-09-04,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-01-22,2021-01-26,Actual,"November 1, 2020",Actual,2020-11-01,September 2020,2020-09-30,"September 30, 2021",Anticipated,2021-09-30,"September 30, 2021",Anticipated,2021-09-30,NA,Interventional,NA,,COVID-19 Risk Reduction Among African American Parishioners,"Multilevel, Multidisciplinary, Faith-Based Participatory Interventions to Reduce COVID-19 Related-Risks Among Underserved African Americans",Recruiting,NA,N/A,265,Anticipated,Charles Drew University of Medicine and Science,,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:54:15Z,2021-09-26T01:54:15Z,15306663,NCT04542343,Coronavirus,coronavirus
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-17,NA,NA,2021-03-01,2020-09-07,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-03-01,2021-03-02,Actual,"October 29, 2020",Actual,2020-10-29,February 2021,2021-02-28,December 2021,Anticipated,2021-12-31,March 2021,Anticipated,2021-03-31,NA,Interventional,NINTECOR,,Nintedanib for the Treatment of SARS-Cov-2 Induced Pulmonary Fibrosis,"""Nintedanib for the Treatment of SARS-Cov-2 Induced Pulmonary Fibrosis""",Recruiting,NA,Phase 3,250,Anticipated,Assistance Publique - HÃ´pitaux de Paris,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2021-09-26T01:54:21Z,2021-09-26T01:54:21Z,15306755,NCT04541680,SARS-Cov-2 Induced Pulmonary Fibrosis,sars-cov-2 induced pulmonary fibrosis
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-07,NA,NA,2020-11-22,2020-09-07,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2020-11-22,2020-11-24,Actual,"September 15, 2020",Actual,2020-09-15,November 2020,2020-11-30,March 2022,Anticipated,2022-03-31,January 2022,Anticipated,2022-01-31,NA,Interventional,NA,,Using BCG to Protect Senior Citizens During the COVID-19 Pandemic,Using BCG Vaccine to Enhance Non-specific Protection of Senior Citizens During the COVID-19 Pandemic. A Randomized Clinical Trial.,Recruiting,NA,Phase 3,1900,Anticipated,Bandim Health Project,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,When follow-up has been completed and the dataset have been closed,Per justified request on email (cbenn@health.sdu.dk),NA,Yes,Non-identifiable individual data can be shared on the basis of a data sharing proposal sent to cbenn@health.sdu.dk,2021-09-26T01:54:15Z,2021-09-26T01:54:15Z,15306664,NCT04542330,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-08,2020-11-12,NA,2020-12-07,2020-09-08,2020-09-09,Actual,2020-11-24,2020-12-03,Actual,NA,NA,NA,2020-12-07,2020-12-09,Actual,"March 31, 2020",Actual,2020-03-31,December 2020,2020-12-31,"October 30, 2020",Actual,2020-10-30,"July 15, 2020",Actual,2020-07-15,NA,Observational,NA,,Observational Open Study of Polyoxidonium in Hospitalized Patients With COVID-19,Open Observational Study of Efficacy and Safety of Polyoxidonium in Complex Therapy of Hospitalized Patients With COVID-19,Completed,NA,NA,81,Actual,NPO Petrovax,"There was no control or comparison group, polyoxidonium was used in the treatment of all patients, it is not possible to compare the results of treatment of patients with and without Polyoxidonium. The study used various treatment regimens for COVID-19 (antiviral agents, antimalarial agents, anticoagulants), depending on the base of the study, so it is impossible to fully determine whether these agents influenced the effectiveness of Polyoxidonium.",NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:54:16Z,2021-09-26T01:54:16Z,15306680,NCT04542226,"Infections, Coronavirus","infections, coronavirus"
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-03,NA,NA,2021-03-19,2020-09-04,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-03-19,2021-03-23,Actual,"August 1, 2020",Actual,2020-08-01,March 2021,2021-03-31,"February 28, 2021",Actual,2021-02-28,"February 28, 2021",Actual,2021-02-28,NA,Interventional,Covid19DPP4i,,Dipeptidyl Peptidase-4 Inhibitor (DPP4i) for the Control of Hyperglycemia in Patients With COVID-19,Effect of the Combination of Dipeptidyl Peptidase-4 Inhibitor (DPP4i) and Insulin in Comparison to Insulin on Metabolic Control and Prognosis in Hospitalized Patients With COVID-19,Completed,NA,Phase 3,70,Actual,Hospital Regional de Alta Especialidad del Bajio,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,"Data will be available once the main results of the study are published, and in accordance with the journal",Direct contact with the principal investigator,NA,Yes,"Sharing of the data can be done, depending on the requested purposes",2021-09-26T01:54:16Z,2021-09-26T01:54:16Z,15306682,NCT04542213,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-08,NA,NA,2021-02-05,2020-09-08,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-02-05,2021-02-08,Actual,"January 1, 2021",Actual,2021-01-01,February 2021,2021-02-28,"December 31, 2022",Anticipated,2022-12-31,"December 31, 2022",Anticipated,2022-12-31,NA,Observational,NA,,Workforce Serosurveillance to Track Long-term Modifications to COVID-19 Exposure Due to Factors in the Built Environment,Workforce Serosurveillance to Track Long-term Modifications to COVID-19 Exposure Due to Factors in the Built Environment,Enrolling by invitation,NA,NA,70812,Anticipated,Northwell Health,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:54:16Z,2021-09-26T01:54:16Z,15306683,NCT04542200,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-02,NA,NA,2020-09-07,2020-09-07,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2020-09-07,2020-09-09,Actual,"April 2, 2020",Actual,2020-04-02,September 2020,2020-09-30,"June 30, 2020",Actual,2020-06-30,"May 5, 2020",Actual,2020-05-05,NA,Observational,PneumoCoV-Ambu,,Evaluation of the Safety and Outcomes of Outpatient Management With Mild to Moderate COVID-19 Pneumonia,Evaluation of the Safety and Outcomes of Outpatient Management With Mild to Moderate COVID-19 Pneumonia (PneumoCoV-Ambu),Completed,NA,NA,40,Actual,"University Hospital, Geneva",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:18Z,2021-09-26T01:54:18Z,15306711,NCT04542044,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-07,NA,NA,2021-09-14,2020-09-07,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-09-14,2021-09-21,Actual,"December 14, 2020",Actual,2020-12-14,April 2021,2021-04-30,October 2021,Anticipated,2021-10-31,October 2021,Anticipated,2021-10-31,NA,Interventional,CRISP,,COVID-19 in a Single Large UK Rheumatology Centre and Impact on QOL,COVID-19 Prevalence in a Single Large UK Rheumatology Centre and the Impact on Quality of Life From Stringent Social Distancing,Recruiting,NA,N/A,7911,Anticipated,The Royal Wolverhampton Hospitals NHS Trust,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:18Z,2021-09-26T01:54:18Z,15306713,NCT04542031,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-16,NA,NA,2021-08-04,2020-09-06,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-08-04,2021-08-05,Actual,"November 15, 2020",Actual,2020-11-15,August 2021,2021-08-31,"October 1, 2021",Anticipated,2021-10-01,"September 1, 2021",Anticipated,2021-09-01,NA,Interventional,NA,,"Pilot Study to Evaluate the Safety, Tolerability, and Efficacy of 5-ALA-Phosphate + SFC in Subjects With COVID-19","An Open-Label, Pilot Study to Evaluate the Safety, Tolerability, and Efficacy of 5-Aminolevulinic Acid Phosphate and Sodium Ferrous Citrate (5-ALA-Phosphate + SFC) in Subjects With SARS-CoV-2 Infection (COVID-19)",Recruiting,NA,N/A,40,Anticipated,Royal College of Surgeons in Ireland - Medical University of Bahrain,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,"Data will be collected in the case report form to allow for cross referencing to check validity.
Study documents (paper) will be retained in a secure (kept locked when not in use) location during and after the trial has finished. All essential documents including source documents will be retained for a period of 5 years after study completion (last patient, last study point).",Study documents (paper) will be retained in a secure (kept locked when not in use) location during and after the trial has finished.,NA,Yes,"Monitoring, audits, and REC review will be permitted and provide direct access to source data and documents. The Lead PI and the researchers assigned by him will have access to the stored data/specimens. Only the Lead PI and the researchers assigned working on this study will be eligible to obtain the data/specimens from the participants during data collection.",2021-09-26T01:54:10Z,2021-09-26T01:54:10Z,15306597,NCT04542850,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-06-05,NA,NA,2021-02-24,2020-09-07,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2021-02-24,2021-02-25,Actual,"June 4, 2020",Actual,2020-06-04,February 2021,2021-02-28,"June 1, 2021",Anticipated,2021-06-01,"May 1, 2021",Anticipated,2021-05-01,NA,Interventional,NA,,Aerosoliserat DNase for Treatment of Respiratory Failure in Severe COVID-19,"Aerosoliserat DNase for Treatment of Respiratory Failure in Severe COVID-19 - a Phase 2, Single-blinded, Randomized Study",Recruiting,NA,Phase 2,100,Anticipated,Region Skane,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,Undecided,nn,2021-09-26T01:54:19Z,2021-09-26T01:54:19Z,15306718,NCT04541979,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-03,NA,NA,2020-09-07,2020-09-03,2020-09-07,Actual,NA,NA,NA,NA,NA,NA,2020-09-07,2020-09-09,Actual,"August 26, 2020",Actual,2020-08-26,September 2020,2020-09-30,"September 24, 2021",Anticipated,2021-09-24,"September 24, 2021",Anticipated,2021-09-24,NA,Observational,NA,,COVID-19 IgG Formation in Physicians at ALGH and Their Household Members,The Prevalence of SARS-CoV-2 IgG Antibody Formation in Physicians at Advocate Lutheran General Hospital and Their Household Members,Recruiting,NA,NA,900,Anticipated,Advocate Health Care,,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"
      Blood Serum
    ",NA,NA,NA,NA,NA,2021-09-26T01:54:33Z,2021-09-26T01:54:33Z,15306982,NCT04540484,SARS-CoV Infection,sars-cov infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-27,NA,NA,2021-07-09,2020-09-03,2020-09-04,Actual,NA,NA,NA,NA,NA,NA,2021-07-09,2021-07-16,Actual,"November 16, 2020",Actual,2020-11-16,July 2021,2021-07-31,"September 30, 2021",Anticipated,2021-09-30,"June 30, 2021",Actual,2021-06-30,NA,Interventional,VA CURES-1,,COVID-19 (VA CURES-1),VA CoronavirUs Research and Efficacy Studies-1 (VA CURES-1),"Active, not recruiting",NA,Phase 3,702,Anticipated,VA Office of Research and Development,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:47Z,2021-09-26T01:54:47Z,15307160,NCT04539275,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-03,NA,NA,2021-08-06,2020-09-03,2020-09-07,Actual,NA,NA,NA,NA,NA,NA,2021-08-06,2021-08-09,Actual,"January 25, 2021",Actual,2021-01-25,August 2021,2021-08-31,"September 30, 2021",Anticipated,2021-09-30,"September 30, 2021",Anticipated,2021-09-30,NA,Interventional,COSTA,,COVID-19 Study of Safety and Tolerability of Alvelestat,"A Phase Ib/II, Single Center, Placebo-Controlled, Randomized, Blinded Study in Adult Patients (> 18 Years) With COVID-19 Respiratory Disease, to Evaluate, Safety, Tolerability and Mechanistic Effect of Alvelestat on Top of Standard of Care (COSTA)","Active, not recruiting",NA,Phase 1/Phase 2,15,Actual,University of Alabama at Birmingham,,4,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:40Z,2021-09-26T01:54:40Z,15307088,NCT04539795,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-17,NA,NA,2021-07-19,2020-09-04,2020-09-07,Actual,NA,NA,NA,NA,NA,NA,2021-07-19,2021-07-20,Actual,"September 11, 2020",Actual,2020-09-11,July 2021,2021-07-31,"July 31, 2021",Anticipated,2021-07-31,"June 19, 2021",Actual,2021-06-19,NA,Interventional,NA,,Clinical Trial of Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) Against COVID-19,"Multicenter, Randomized, Double Blind, Placebo Controlled Parallel Group Study Evaluating Efficacy, Reactogenicity and Safety of Recombinant Vaccine Ad5-nCoV Against Novel Coronavirus Infection in Adult Volunteers","Active, not recruiting",NA,Phase 3,500,Actual,NPO Petrovax,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:54:33Z,2021-09-26T01:54:33Z,15306993,NCT04540419,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-03,NA,NA,2021-09-02,2020-09-04,2020-09-07,Actual,NA,NA,NA,NA,NA,NA,2021-09-02,2021-09-05,Actual,"October 1, 2021",Anticipated,2021-10-01,April 2021,2021-04-30,"January 1, 2022",Anticipated,2022-01-01,"December 1, 2021",Anticipated,2021-12-01,NA,Interventional,COVGUT20,,NBT-NM108 as an Early Treatment for Suspected or Confirmed Symptomatic COVID-19 Patients,Modulation of Gut Microbiota With NBT-NM108 as an Early Treatment for Suspected or Confirmed Symptomatic COVID-19 Patients,Recruiting,NA,Phase 2,100,Anticipated,Notitia Biotechnologies Company,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:33Z,2021-09-26T01:54:33Z,15306994,NCT04540406,Suspected or Confirmed COVID-19,suspected or confirmed covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-04,NA,NA,2020-09-05,2020-09-04,2020-09-07,Actual,NA,NA,NA,NA,NA,NA,2020-09-05,2020-09-09,Actual,"November 1, 2020",Anticipated,2020-11-01,September 2020,2020-09-30,"December 31, 2022",Anticipated,2022-12-31,"November 1, 2022",Anticipated,2022-11-01,NA,Interventional,OPV-NA831,,A Phase 3 Randomized Double Blind Efficacy and Safety Study of Oral Polio Vaccine and NA-831 for Covid-19,"A Phase 3, Randomized, Double Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Oral Polio Vaccine and NA-831 for Prophylaxis and Treatment of Early Onset of Covid-19",Enrolling by invitation,NA,Phase 3,3600,Anticipated,"NeuroActiva, Inc.",,6,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,90 days after completion of the study,To be verified and determined at a later date,NA,Yes,We plan to share the Study Protocol and other information if needed,2021-09-26T01:54:37Z,2021-09-26T01:54:37Z,15307023,NCT04540185,SARS-CoV-2,sars-cov-2
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-03,NA,NA,2021-03-09,2020-09-03,2020-09-07,Actual,NA,NA,NA,NA,NA,NA,2021-03-09,2021-03-11,Actual,"October 1, 2020",Actual,2020-10-01,March 2021,2021-03-31,December 2022,Anticipated,2022-12-31,July 2021,Anticipated,2021-07-31,NA,Interventional,NA,,Estrogen Therapy in Non-severe COVID-19 Patients,Estrogen Therapy in Non-severe COVID-19 Patients: Proposed Treatment Scheme in a Tertiary Hospital,Recruiting,NA,N/A,60,Anticipated,"CMN ""20 de Noviembre""",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:41Z,2021-09-26T01:54:41Z,15307113,NCT04539626,Covid-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-26,NA,NA,2021-04-08,2020-09-03,2020-09-04,Actual,NA,NA,NA,NA,NA,NA,2021-04-08,2021-04-09,Actual,"September 14, 2020",Actual,2020-09-14,April 2021,2021-04-30,"March 22, 2021",Actual,2021-03-22,"February 26, 2021",Actual,2021-02-26,NA,Interventional,NA,,"Study in Participants With Early Stage Coronavirus Disease 2019 (COVID-19) to Evaluate the Safety, Efficacy, and Pharmacokinetics of Remdesivir Administered by Inhalation","A Phase 1b/2a Study in Participants With Early Stage COVID-19 to Evaluate the Safety, Efficacy, and Pharmacokinetics of Remdesivir Administered by Inhalation",Completed,NA,Phase 1/Phase 2,156,Actual,Gilead Sciences,,8,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:47Z,2021-09-26T01:54:47Z,15307161,NCT04539262,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-13,NA,NA,2021-09-21,2020-09-03,2020-09-07,Actual,NA,NA,NA,NA,NA,NA,2021-09-21,2021-09-23,Actual,"September 25, 2020",Actual,2020-09-25,September 2021,2021-09-30,November 2021,Anticipated,2021-11-30,October 2021,Anticipated,2021-10-31,NA,Interventional,NA,,Safety and Efficacy of Dapansutrile for Treatment of Moderate COVID-19 Symptoms and Evidence of Early Cytokine Release Syndrome,"A Phase 2 Randomized, Double-Blind, Placebo-Controlled Trial of the Safety and Efficacy of Orally Administered Dapansutrile Capsules for the Treatment of Moderate COVID-19 Symptoms and Evidence of Early Cytokine Release Syndrome",Recruiting,NA,Phase 2,80,Anticipated,Olatec Therapeutics LLC,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:54:37Z,2021-09-26T01:54:37Z,15307032,NCT04540120,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-25,NA,NA,2021-05-18,2020-09-01,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2021-05-18,2021-05-20,Actual,"August 24, 2020",Actual,2020-08-24,May 2021,2021-05-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2021",Anticipated,2021-12-31,NA,Interventional,MEND,,The MEseNchymal coviD-19 Trial: MSCs in Adults With Respiratory Failure Due to COVID-19 or Another Underlying Cause,"A Pilot, Open-label, Randomised Controlled Clinical Trial to Investigate Early Efficacy of CYP-001 in Adults Admitted to Intensive Care With Respiratory Failure",Recruiting,NA,Phase 1/Phase 2,24,Anticipated,Cynata Therapeutics Limited,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,Data requests will be considered after the completion of the study. There is no specified end date.,"All reasonable requests for raw and analysed data that are not included in primary publications from this study may be available upon request and discretion from the Sponsor from the beginning to the trial. Data may be made available to active collaborators in the COVID-19 Stem Cell Treatment (CSCT) Group, subject to permission from the Sponsor and ethics approval if required. All other reasonable requests for raw and analysed data will be considered by the Sponsor. Data may be obtained upon permission from the Sponsor.",NA,Yes,"IPD relating to efficacy of MSCs in COVID-19 may be shared, subject to permission from Sponsor and ethics approval if required. All de-identified data collected during this study may be shared confidentially to contribute to meta-analysis of mesenchymal stem cell treatments for COVID-19. Request for IPD from this trial for other purposes will be considered by the Sponsor.",2021-09-26T01:55:04Z,2021-09-26T01:55:04Z,15307435,NCT04537351,Covid19,covid19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-07-14,NA,NA,2021-05-05,2020-09-02,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2021-05-05,2021-05-10,Actual,"June 11, 2020",Actual,2020-06-11,June 2020,2020-06-30,"August 30, 2021",Anticipated,2021-08-30,"December 30, 2020",Actual,2020-12-30,NA,Interventional,NA,,Salivary SARS-CoV-2 Load of Covid-19 Patients After Oral Antimicrobial Solutions and Dentifrices,AvaliaÃ§Ã£o da Carga do vÃ­rus SARS-CoV-2 na Cavidade Oral e na Saliva apÃ³s desinfecÃ§Ã£o Com soluÃ§Ãµes Antimicrobianas Orais e dentifrÃ­cios.,Enrolling by invitation,NA,N/A,202,Anticipated,Hospital Israelita Albert Einstein,,7,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:54:58Z,2021-09-26T01:54:58Z,15307343,NCT04537962,Corona Virus Infection,corona virus infection
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-02,NA,NA,2021-06-23,2020-09-02,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2021-06-23,2021-06-25,Actual,"September 9, 2020",Actual,2020-09-09,June 2021,2021-06-30,February 2022,Anticipated,2022-02-28,"March 12, 2021",Actual,2021-03-12,NA,Interventional,NA,,A Trial Investigating the Safety and Effects of One BNT162 Vaccine Against COVID-19 in Healthy Adults,"A Multi-site, Phase I/II, 2-Part, Dose-Escalation Trial Investigating the Safety and Immunogenicity of a Prophylactic SARS-CoV-2 RNA Vaccine (BNT162b3) Against COVID-19 Using Different Dosing Regimens in Healthy Adults","Active, not recruiting",NA,Phase 1/Phase 2,96,Actual,BioNTech SE,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:58Z,2021-09-26T01:54:58Z,15307345,NCT04537949,Protection Against COVID-19,protection against covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-08-29,NA,NA,2020-09-01,2020-09-01,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2020-09-01,2020-09-03,Actual,"June 18, 2020",Actual,2020-06-18,September 2020,2020-09-30,"December 1, 2020",Anticipated,2020-12-01,"August 20, 2020",Actual,2020-08-20,NA,Interventional,NA,,Virtual Reality Therapy Influence on Heart Rate Variability of Inpatients With COVID-19,Analysis of the Influence of Rehabilitation With Virtual Reality on the Heart Rate Variability of Individuals Under Treatment of COVID-19 in a Hospital Unit.,"Active, not recruiting",NA,N/A,50,Actual,University of Sao Paulo,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:59Z,2021-09-26T01:54:59Z,15307361,NCT04537858,COVID-19,covid-19
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-03,NA,NA,2020-09-03,2020-09-03,2020-09-04,Actual,NA,NA,NA,NA,NA,NA,2020-09-03,2020-09-04,Actual,"May 1, 2020",Actual,2020-05-01,September 2020,2020-09-30,"December 1, 2025",Anticipated,2025-12-01,"December 1, 2020",Anticipated,2020-12-01,NA,Observational,NA,,"Influence of the COVId-19 Pandemic on STRESS, and Screening Procedures (COVISTRESS Screening)","Influence of the COVId-19 Pandemic on STRESS, and Screening Procedures",Recruiting,NA,NA,1000,Anticipated,"University Hospital, Clermont-Ferrand",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-09-26T01:54:53Z,2021-09-26T01:54:53Z,15307246,NCT04538586,COVID-19 Screening,covid-19 screening
"ClinicalTrials.gov processed this data on September 24, 2021",2020-09-01,NA,NA,2021-01-28,2020-09-03,2020-09-04,Actual,NA,NA,NA,NA,NA,NA,2021-01-28,2021-01-29,Actual,"October 15, 2020",Actual,2020-10-15,January 2021,2021-01-31,April 2021,Anticipated,2021-04-30,April 2021,Anticipated,2021-04-30,NA,Observational,NA,,Impact of COVID-19 on Lung Cancer Patients,"Understanding the Physical, Social and Psychological Impact of COVID-19 on Frail and Shielded Lung Cancer Patients",Recruiting,NA,NA,800,Anticipated,The Christie NHS Foundation Trust,,NA,2,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-09-26T01:54:54Z,2021-09-26T01:54:54Z,15307267,NCT04538456,Covid19,covid19
