nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04368143,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-27,NA,NA,2020-08-05,2020-04-27,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-08-05,2020-08-06,Actual,"April 1, 2020",Actual,2020-04-01,August 2020,2020-08-31,"December 31, 2020",Anticipated,2020-12-31,"December 30, 2020",Anticipated,2020-12-30,7 Days,Observational [Patient Registry],IMSEQ,,COVID-19 Immune Repertoire Sequencing,COVID-19 Immune Repertoire Sequencing,Recruiting,NA,NA,100,Anticipated,"Institute of Tropical Medicine, Belgium",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-10-01T09:47:20Z,2020-10-01T09:47:20Z
NCT04367714,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-27,NA,NA,2020-04-27,2020-04-27,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-27,2020-04-29,Actual,"March 15, 2020",Actual,2020-03-15,April 2020,2020-04-30,"December 1, 2021",Anticipated,2021-12-01,"December 1, 2020",Anticipated,2020-12-01,9 Months,Observational [Patient Registry],COVCKD,,Antibody Response Against SARS-CoV-2 in Dialysis Patients During COVID-19,Antistof Respons Mod SARS-CoV-2 Hos Dialysepatienter i Forbindelse Med COVID-19,Recruiting,NA,NA,300,Anticipated,Region MidtJylland Denmark,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Samples for determination of antibodies, cytokines, RNA and DNA
    ",NA,NA,NA,No,NA,2020-10-01T09:47:22Z,2020-10-01T09:47:22Z
NCT04367207,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-27,NA,NA,2020-09-08,2020-04-27,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-09-08,2020-09-10,Estimate,"May 1, 2020",Actual,2020-05-01,September 2020,2020-09-30,"December 31, 2020",Anticipated,2020-12-31,"December 1, 2020",Anticipated,2020-12-01,30 Days,Observational [Patient Registry],NA,,African Covid-19 Critical Care Outcomes Study,"African Covid-19 Critical Care Outcomes Study: An African, Multi-centre Evaluation of Patient Care and Clinical Outcomes for Patients With COVID-19 Admitted to High-care or Intensive Care Units",Recruiting,NA,NA,2000,Anticipated,University of Cape Town,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-10-01T09:47:25Z,2020-10-01T09:47:25Z
NCT04370821,"ClinicalTrials.gov processed this data on October 02, 2020",2020-04-27,NA,NA,2020-09-23,2020-04-29,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-09-23,2020-09-28,Estimate,"May 9, 2020",Actual,2020-05-09,September 2020,2020-09-30,"April 27, 2040",Anticipated,2040-04-27,"April 27, 2040",Anticipated,2040-04-27,20 Years,Observational [Patient Registry],CHAMPS,,"COVID-19 CHAMPS Study of Healthcare, First Responder and Service Workers","COVID-19 CHAMPS Study of Healthcare, First Responder and Service Workers",Recruiting,NA,NA,20000,Anticipated,Villanova University,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-10-03T08:52:14Z,2020-10-03T08:52:14Z
NCT04380727,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-28,NA,NA,2020-07-29,2020-05-07,2020-05-08,Actual,NA,NA,NA,NA,NA,NA,2020-07-29,2020-07-30,Actual,"March 20, 2020",Actual,2020-03-20,July 2020,2020-07-31,"April 25, 2020",Actual,2020-04-25,"April 14, 2020",Actual,2020-04-14,2 Months,Observational [Patient Registry],NA,,Almitrine and COVID-19 Related Hypoxemia,Almitrine and Severe COVID-19 Patients in ICU [Almitrine et Patients COVID-19 en Reanimation (French)],Completed,NA,NA,17,Actual,"Central Hospital, Nancy, France",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,Collaborative register on COVID-19 having benn treated with almitrine,2020-10-01T09:45:45Z,2020-10-01T09:45:45Z
NCT04370067,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-28,NA,NA,2020-06-11,2020-04-28,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-06-11,2020-06-16,Actual,"May 1, 2020",Actual,2020-05-01,June 2020,2020-06-30,"August 1, 2021",Anticipated,2021-08-01,"May 1, 2021",Anticipated,2021-05-01,12 Months,Observational [Patient Registry],NA,,HUNgarian COronaVirus Disease-19 Epidemiological Research,Hungarian CoronaVirus Disease-19 Epidemiological Research,Recruiting,NA,NA,11200,Anticipated,Semmelweis University Heart and Vascular Center,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-10-01T09:47:06Z,2020-10-01T09:47:06Z
NCT04369300,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-28,NA,NA,2020-07-13,2020-04-29,2020-04-30,Actual,NA,NA,NA,NA,NA,NA,2020-07-13,2020-07-15,Actual,"April 24, 2020",Actual,2020-04-24,July 2020,2020-07-31,"February 24, 2021",Anticipated,2021-02-24,"November 24, 2020",Anticipated,2020-11-24,12 Months,Observational [Patient Registry],NA,,Anxiety And Depression During COVID-19 IN INDIA,Prevalence Of Anxiety And Depression During COVID-19,Recruiting,NA,NA,1000,Anticipated,Max Healthcare Insititute Limited,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-10-01T09:47:11Z,2020-10-01T09:47:11Z
NCT04368065,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-28,NA,NA,2020-04-28,2020-04-28,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-29,Actual,"April 2, 2020",Actual,2020-04-02,April 2020,2020-04-30,"June 1, 2022",Anticipated,2022-06-01,"December 31, 2021",Anticipated,2021-12-31,3 Months,Observational [Patient Registry],NA,,Registry to Study Factors That May Impact COVID-19 Occurrence and Severity,Registry to Study Factors That May Impact COVID-19 Occurrence and Severity,Recruiting,NA,NA,100000,Anticipated,Iqvia Pty Ltd,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,Data will be available during conduct of the study and two years following study completion.,Qualified researchers that have undergone a review process may submit requests to the IQVIA Registry Data Governance Committee (DGC) requesting approval and access for specific research purposes.,NA,Yes,"It is anticipated that external researchers may want to leverage these data for public health and life sciences research. The intent is to provide limited data access to qualified researchers for research that has gone through a review process. Per legal requirements, the individual data from this registry may not be transported outside of the IQVIA secured server environment. However, researchers may submit requests to the IQVIA CARE Data Governance Committee (DGC) requesting approval and access for specific research purposes.",2020-10-01T09:47:20Z,2020-10-01T09:47:20Z
NCT04367857,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-28,NA,NA,2020-04-28,2020-04-28,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-30,Actual,"April 18, 2020",Actual,2020-04-18,April 2020,2020-04-30,October 2021,Anticipated,2021-10-31,October 2021,Anticipated,2021-10-31,1 Year,Observational [Patient Registry],NA,,ARMOR Study: COVID-19 Seroprevalence Among Healthcare Workers,SARS-CoV-2 Seroprevalence Among Healthcare Workers: ARMOR Study Demonstration Project,Recruiting,NA,NA,1000,Anticipated,Columbia University,,NA,4,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-10-01T09:47:22Z,2020-10-01T09:47:22Z
NCT04367350,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-28,NA,NA,2020-04-28,2020-04-28,2020-04-29,Actual,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-29,Actual,"March 20, 2020",Actual,2020-03-20,April 2020,2020-04-30,"March 31, 2022",Anticipated,2022-03-31,"March 31, 2021",Anticipated,2021-03-31,24 Months,Observational [Patient Registry],NA,,Prospective Registry of Corona Virus Disease 2019 (Covid-19) Patients With Neuromuscular Involvement,Prospective Registry for Multimodal Assessment of Neuromuscular Pathology Associated With Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection,Recruiting,NA,NA,500,Anticipated,University Hospital Tuebingen,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-10-01T09:47:24Z,2020-10-01T09:47:24Z
NCT04372199,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-29,NA,NA,2020-04-29,2020-04-29,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-04-29,2020-05-01,Actual,"April 29, 2020",Actual,2020-04-29,April 2020,2020-04-30,"May 27, 2020",Anticipated,2020-05-27,"May 27, 2020",Anticipated,2020-05-27,1 Month,Observational [Patient Registry],NA,,SEVERITY SCORE FOR COVID-19 PNEUMONIA,VALIDATION OF A SEVERITY SCORE TO IDENTIFY PATIENTS ADMITTED FOR COVID-19 PNEUMONIA AT HIGH RISK FOR AN INTENSIVE APPROACH,Recruiting,NA,NA,248,Anticipated,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-10-01T09:46:52Z,2020-10-01T09:46:52Z
NCT04371328,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-29,NA,NA,2020-06-05,2020-04-29,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-06-05,2020-06-09,Actual,"March 13, 2020",Actual,2020-03-13,June 2020,2020-06-30,March 2021,Anticipated,2021-03-31,"June 5, 2020",Actual,2020-06-05,1 Month,Observational [Patient Registry],RECOP,,Emergency Management in a Dedicated Respiratory Unit of Patients With a Possible COVID-19 Infection,"Emergency Management in a Dedicated Respiratory Unit of Patients With a Possible COVID-19 Infection (Unit ""COVID Possible"")","Active, not recruiting",NA,NA,1860,Actual,"University Hospital, Toulouse",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-10-01T09:46:58Z,2020-10-01T09:46:58Z
NCT04373759,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-30,NA,NA,2020-09-02,2020-05-01,2020-05-04,Actual,NA,NA,NA,NA,NA,NA,2020-09-02,2020-09-03,Estimate,"May 2, 2020",Actual,2020-05-02,April 2020,2020-04-30,December 2020,Anticipated,2020-12-31,September 2020,Anticipated,2020-09-30,3 Months,Observational [Patient Registry],ACICOVID,,Cardiac Arrest Incidence and Outcome Among Patients With COVID-19 in French ICUs,Cardiac Arrest Incidence and Outcome Among Patient With COVID-19 Pneumonia in French ICUs,Recruiting,NA,NA,100,Anticipated,Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-10-01T09:46:38Z,2020-10-01T09:46:38Z
NCT04371744,"ClinicalTrials.gov processed this data on September 30, 2020",2020-04-30,NA,NA,2020-06-05,2020-04-30,2020-05-01,Actual,NA,NA,NA,NA,NA,NA,2020-06-05,2020-06-09,Actual,"April 17, 2020",Actual,2020-04-17,June 2020,2020-06-30,"June 5, 2020",Actual,2020-06-05,"June 4, 2020",Actual,2020-06-04,10 Days,Observational [Patient Registry],QT-Logs,,QT-Logs : Artificial Intelligence for QT Interval Analysis of ECG From Smartwatches in Patient Receiving Treatment for Covid-19,"QT-Logs : a Clinical Study to Monitor Cardiac Safety, With Artificial Intelligence for QT Interval Analysis of ECG Data From Smartwatches, in Patients Receiving Hydroxychloroquine Treatment for COVID-19",Completed,NA,NA,100,Actual,Assistance Publique Hopitaux De Marseille,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-10-01T09:46:55Z,2020-10-01T09:46:55Z
NCT04374045,"ClinicalTrials.gov processed this data on October 12, 2020",2020-04-30,NA,NA,2020-10-07,2020-05-02,2020-05-05,Actual,NA,NA,NA,NA,NA,NA,2020-10-07,2020-10-08,Estimate,"April 30, 2020",Actual,2020-04-30,October 2020,2020-10-31,April 2021,Anticipated,2021-04-30,April 2021,Anticipated,2021-04-30,1 Month,Observational [Patient Registry],COVIDANS,,Testing for Dysautonomia in Patients Hospitalized for SARS-CoV-2 Infection (COVID-19) : COVIDANS Study,Testing for Dysautonomia in Patients Hospitalized for SARS-CoV-2 Infection (COVID-19) : COVIDANS Study,Recruiting,NA,NA,50,Anticipated,Centre Hospitalier Universitaire de Saint Etienne,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-10-13T08:36:13Z,2020-10-13T08:36:13Z
NCT04379440,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-03,NA,NA,2020-05-06,2020-05-06,2020-05-07,Actual,NA,NA,NA,NA,NA,NA,2020-05-06,2020-05-07,Actual,"April 25, 2020",Actual,2020-04-25,May 2020,2020-05-31,"November 30, 2020",Anticipated,2020-11-30,"September 30, 2020",Anticipated,2020-09-30,60 Days,Observational [Patient Registry],GEROCOVIDobs,,Geriatric Population COVID-19 Observational Study (GEROCOVIDobs),"Geriatric Population COVID-19 Syndromic Characteristics and Clinical Outcomes: a Multi-setting, Multi-domain Observational Study (GEROCOVID Observational)",Recruiting,NA,NA,1500,Anticipated,Campus Bio-Medico University,,NA,6,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-10-01T09:45:59Z,2020-10-01T09:45:59Z
NCT04383457,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-04,NA,NA,2020-06-16,2020-05-11,2020-05-12,Actual,NA,NA,NA,NA,NA,NA,2020-06-16,2020-06-18,Actual,"June 15, 2020",Actual,2020-06-15,June 2020,2020-06-30,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,30 Days,Observational [Patient Registry],NA,,Covid-19 Triage Using Camera-based AI,Covid-19 Triage Using Camera-based AI,Recruiting,NA,NA,500,Anticipated,Vastra Gotaland Region,,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,It will be made available upon final publication,A complete de-identified data set will be made made publicly available in a data repository. The exact data-repository is not yet decided.,NA,Yes,De-identified data from patients observations,2020-10-01T09:45:25Z,2020-10-01T09:45:25Z
NCT04379544,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-04,NA,NA,2020-05-08,2020-05-06,2020-05-07,Actual,NA,NA,NA,NA,NA,NA,2020-05-08,2020-05-11,Actual,"April 23, 2020",Actual,2020-04-23,May 2020,2020-05-31,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,1 Year,Observational [Patient Registry],CLUSCO,,Prognostic Value of Point of Care Cardiac and Lung Ultrasound in COVID-19,Prognostic Value of Point of Care Cardiac and Lung Ultrasound in COVID-19,Recruiting,NA,NA,105,Anticipated,University of Pennsylvania,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-10-01T09:45:59Z,2020-10-01T09:45:59Z
NCT04376398,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-04,NA,NA,2020-05-04,2020-05-04,2020-05-06,Actual,NA,NA,NA,NA,NA,NA,2020-05-04,2020-05-06,Actual,"April 6, 2020",Actual,2020-04-06,May 2020,2020-05-31,"September 30, 2020",Anticipated,2020-09-30,"June 30, 2020",Anticipated,2020-06-30,4 Weeks,Observational [Patient Registry],COVID,,Survey: COVID-19 Patients Managed in the Operating Theatre of Belgian Hospitals,Survey on Patients With Suspected or Confirmed COVID-19 Requiring Anesthesia Care for Their Intervention,Recruiting,NA,NA,200,Anticipated,Cliniques universitaires Saint-Luc- UniversitÃ© Catholique de Louvain,,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,All data will be provided to the Society for Anesthesia and Resuscitation of Belgium,2020-10-01T09:46:20Z,2020-10-01T09:46:20Z
NCT04390555,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-06,NA,NA,2020-05-14,2020-05-14,2020-05-15,Actual,NA,NA,NA,NA,NA,NA,2020-05-14,2020-05-15,Actual,"April 30, 2020",Actual,2020-04-30,May 2020,2020-05-31,July 2021,Anticipated,2021-07-31,December 2020,Anticipated,2020-12-31,6 Months,Observational [Patient Registry],PCHF-COVICAV,,The Global PCHF-COVICAV Registry,COVID-19 in Hospitalised Patients With Preexisting CArdioVascular Diseases and/or Cardiac Involvement and/or Cardiovascular Risk Factors: the Global PCHF-COVICAV Registry,Recruiting,NA,NA,1500,Anticipated,University of Zurich,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-10-01T09:44:27Z,2020-10-01T09:44:27Z
NCT04388605,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-07,NA,NA,2020-05-13,2020-05-12,2020-05-14,Actual,NA,NA,NA,NA,NA,NA,2020-05-13,2020-05-15,Actual,"April 21, 2020",Actual,2020-04-21,May 2020,2020-05-31,September 2022,Anticipated,2022-09-30,September 2021,Anticipated,2021-09-30,20 Months,Observational [Patient Registry],ASPIRE,,Assessing the Safety of Pregnancy In the CoRonavirus (COVID-19) pandEmic,Assessing the Safety of Pregnancy In the CoRonavirus pandEmic: a Nationwide Prospective Study,Recruiting,NA,NA,11000,Anticipated,"University of California, San Francisco",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"
      At-home blood spot kits will be used for serology surveillance. Tests will occur weekly
      during the first trimester and monthly during the second and third trimesters of pregnancy.
      Covid-19 antibody serology and cytokine testing will be assayed using these blood spot cars.
    ",NA,NA,NA,Yes,NA,2020-10-01T09:44:39Z,2020-10-01T09:44:39Z
NCT04385797,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-07,NA,NA,2020-07-27,2020-05-12,2020-05-13,Actual,NA,NA,NA,NA,NA,NA,2020-07-27,2020-07-28,Actual,"May 4, 2020",Actual,2020-05-04,April 2020,2020-04-30,"August 31, 2020",Anticipated,2020-08-31,"June 19, 2020",Actual,2020-06-19,2 Years,Observational [Patient Registry],CONNECTDEM,,Cognitive Outcomes During COVID-19 confiNemeNt in Elderly and Their Caregivers Using Technologies for DEMentia,Cognitive Outcomes During COVID-19 confiNemeNt in Elderly and Their Caregivers Using Technologies for DEMentia,"Active, not recruiting",NA,NA,152,Actual,FundaciÃ³n PÃºblica Andaluza para la InvestigaciÃ³n de MÃ¡laga en Biomedicina y Salud,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-10-01T09:45:08Z,2020-10-01T09:45:08Z
NCT04388436,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-11,NA,NA,2020-05-15,2020-05-13,2020-05-14,Actual,NA,NA,NA,NA,NA,NA,2020-05-15,2020-05-19,Actual,"May 11, 2020",Actual,2020-05-11,May 2020,2020-05-31,"October 10, 2021",Anticipated,2021-10-10,"July 10, 2021",Anticipated,2021-07-10,18 Months,Observational [Patient Registry],covid-19,,Post Covid-19 Cardiopulmonary and Immunological Changes,Cardiopulmonary and Immunological Impacts of Covid-19 in a Cohort of Survivors,"Active, not recruiting",NA,NA,100,Anticipated,Mansoura University,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,no plan for sharing data for other researchers,2020-10-01T09:44:40Z,2020-10-01T09:44:40Z
NCT04386265,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-11,NA,NA,2020-05-18,2020-05-11,2020-05-13,Actual,NA,NA,NA,NA,NA,NA,2020-05-18,2020-05-19,Actual,"May 11, 2020",Anticipated,2020-05-11,May 2020,2020-05-31,"May 11, 2022",Anticipated,2022-05-11,"May 11, 2022",Anticipated,2022-05-11,2 Years,Observational [Patient Registry],NA,,Compassionate Use of Hyperbaric Oxygen Therapy,The Compassionate Use of Hyperbaric Oxygen Therapy in the Treatment of COVID-19,Enrolling by invitation,NA,NA,100,Anticipated,"SerenaGroup, Inc.",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-10-01T09:45:06Z,2020-10-01T09:45:06Z
NCT04389996,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-12,NA,NA,2020-07-22,2020-05-14,2020-05-15,Actual,NA,NA,NA,NA,NA,NA,2020-07-22,2020-07-23,Actual,"May 14, 2020",Actual,2020-05-14,July 2020,2020-07-31,"May 1, 2023",Anticipated,2023-05-01,"July 21, 2020",Actual,2020-07-21,12 Months,Observational [Patient Registry],COPICADS,,COVID-19 Pandemic Impact on Patients With Cancer - a Danish Survey,COVID-19 Pandemic Impact on Patients With Cancer - a Danish Survey,"Active, not recruiting",NA,NA,5000,Anticipated,Odense University Hospital,,NA,1,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-10-01T09:44:30Z,2020-10-01T09:44:30Z
NCT04388631,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-12,NA,NA,2020-05-14,2020-05-12,2020-05-14,Actual,NA,NA,NA,NA,NA,NA,2020-05-14,2020-05-18,Actual,"May 10, 2020",Anticipated,2020-05-10,May 2020,2020-05-31,"May 1, 2021",Anticipated,2021-05-01,"May 1, 2021",Anticipated,2021-05-01,12 Months,Observational [Patient Registry],COVID-19,,Detection Rate of SARS-CoV-2 in Male Genitourinary System and Its Impact on Male Reproductive Health.,Detection Rate of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) in Male Genitourinary System and Its Impact on Male Reproductive Health: an Observational Clinical Study.,Recruiting,NA,NA,200,Anticipated,Tongji Hospital,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      whole bloodï¼Œserumï¼Œurine, prostate fluid, and semen
    ",Data will be available with 6 months of study completion.,Data access requests will be reviewed by the external independent review panel and Tongji hospital. Requester will be required to sign a Data Access Agreement.,NA,Yes,De-identified individual participant data for all primary and secondary outcome measure will be available.,2020-10-01T09:44:39Z,2020-10-01T09:44:39Z
NCT04391920,"ClinicalTrials.gov processed this data on October 09, 2020",2020-05-12,NA,NA,2020-10-02,2020-05-15,2020-05-18,Actual,NA,NA,NA,NA,NA,NA,2020-10-02,2020-10-05,Estimate,"August 28, 2020",Actual,2020-08-28,August 2020,2020-08-31,October 2021,Anticipated,2021-10-31,August 2021,Anticipated,2021-08-31,30 Days,Observational [Patient Registry],CTC REGISTRY,,Registry of CytoSorb Therapy in COVID-19 ICU Patients,"Registry of CytoSorb Therapy in COVID-19 ICU Patients (CTC REGISTRY): Registry of Patient-level Clinical Data on CytoSorb Hemoadsorption Provided Via Integration of the CytoSorb Device Into Extracorporeal Membrane Oxygenation (ECMO), Continuous Renal Replacement Therapy (CRRT), or Hemoperfusion Extracorporeal Circuits in COVID-19 ICU Patients",Recruiting,NA,NA,500,Anticipated,"CytoSorbents, Inc",,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,NA,TRUE,NA,,NA,NA,NA,No,NA,2020-10-10T09:01:30Z,2020-10-10T09:01:30Z
NCT04397575,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-13,NA,NA,2020-05-21,2020-05-19,2020-05-21,Actual,NA,NA,NA,NA,NA,NA,2020-05-21,2020-05-26,Actual,"April 3, 2020",Actual,2020-04-03,May 2020,2020-05-31,"September 1, 2020",Anticipated,2020-09-01,"June 1, 2020",Anticipated,2020-06-01,6 Months,Observational [Patient Registry],CACOVID-19,,The GCO-002 CACOVID-19 Cohort: a French Nationwide Multicenter Study of COVID-19 Infected Cancer Patients,Cohorte Non Interventionnelle Ambispective Nationale Multicentrique de Patients Suivis Pour Cancer et infectÃ©s Par le SARS-CoV-2,Recruiting,NA,NA,1000,Anticipated,Federation Francophone de Cancerologie Digestive,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-10-01T09:43:34Z,2020-10-01T09:43:34Z
NCT04391946,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-13,NA,NA,2020-08-10,2020-05-15,2020-05-18,Actual,NA,NA,NA,NA,NA,NA,2020-08-10,2020-08-12,Actual,"March 14, 2020",Actual,2020-03-14,August 2020,2020-08-31,"December 31, 2022",Anticipated,2022-12-31,"May 1, 2022",Anticipated,2022-05-01,12 Years,Observational [Patient Registry],COVID19_LLC-MW,,Observatory of Patients With Chronic Lymphocytic Leukemia / Lymphocytic Lymphoma or Waldenstrom Disease Infected With COVID-19,National Prospective and Retrospective Follow-up of Patients With COVID-19 Infected Chronic Lymphocytic Leukemia / Lymphocytic Lymphoma or WaldenstrÃ¶m Disease,Recruiting,NA,NA,50,Anticipated,French Innovative Leukemia Organisation,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-10-01T09:44:18Z,2020-10-01T09:44:18Z
NCT04387929,"ClinicalTrials.gov processed this data on September 30, 2020",2020-05-13,NA,NA,2020-05-13,2020-05-13,2020-05-14,Actual,NA,NA,NA,NA,NA,NA,2020-05-13,2020-05-15,Actual,"May 4, 2020",Actual,2020-05-04,May 2020,2020-05-31,"May 30, 2021",Anticipated,2021-05-30,"May 30, 2021",Anticipated,2021-05-30,1 Year,Observational [Patient Registry],NA,,Detection of Anti-COVID-19 Antibody Levels in an Hospital Population,Observational Cohort Study for the Detection of Anti-COVID-19 Antibody Levels in an Hospital Population,Recruiting,NA,NA,6000,Anticipated,Istituto Clinico Humanitas,,NA,3,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-10-01T09:44:43Z,2020-10-01T09:44:43Z
