nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,id,nct_id,name,downcase_name,intervention_type,intervention_name,description,intervention_count,status,facility_name,city,state,zip,country,site_count
"ClinicalTrials.gov processed this data on April 24, 2020",2020-03-22,NA,NA,2020-04-22,2020-03-22,2020-03-25,Actual,NA,NA,NA,NA,NA,NA,2020-04-22,2020-04-24,Estimate,"March 23, 2020",Actual,2020-03-23,April 2020,2020-04-30,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,3 Months,Observational [Patient Registry],NeuroCOVID19,,Acute Encephalopathy in Critically Ill Patients With COVID-19,Outcomes in Patients With Acute Encephalopathy and SARS-Cov-2 Infection,Recruiting,NA,NA,250,Anticipated,Ictal Group,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-27T09:01:42Z,2020-04-27T09:01:42Z,5201040,NCT04320472,COVID-19,covid-19,Other,Follow up,"Follow up up to day 90 (Glasgow outcome scale, functionnal impairments)",1,Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting,"Jackson Memorial Health System; University of Miami, Miller School of Medicine|Centre Hospitalier d'Argenteuil|Centre Hospitalier de Beauvais|Centre Hospitalier Universitaire Ambroise ParÃ©|Centre Hospitalier de Bourg en Bresse|Centre Hospitalier RÃ©gional Universitaire de Brest|Centre Hospitalier de Brives|Centre Hospitalier Universitaire Beaujon|Centre Hospitalier Universitaire Louis Mourier|Centre Hospitalier Universitaire Henri Mondor|Centre hospitalier de Dieppe|Centre Hospitalier Universitaire de Dijon|Centre Hospitalier d'Etampes|Grand HÃ´pital de l'Est Francilien - Site de Marne-la-VallÃ©e|Centre Hospitalier de la Roche-sur-Yon|Centre Hospitalier de La Rochelle|Centre Hospitalier de Versailles|Centre Hospitalier Universitaire de Lille|Centre Hospitalier Universitaire HÃ´pital Edouard Herriot|HÃ´pital privÃ© Jacques Cartier|Groupe Hospitalier Sud Ile-de-France|Centre Hospitalier Universitaire de Nantes|Centre Hospitalier RÃ©gional d'OrlÃ©ans|Centre Hospitalier Universitaire Cochin|Groupe hospitalier Paris Saint-Joseph|HÃ´pital Fondation Adolphe de Rothschild|Hopital PrivÃ© Claude Galien|Centre Hospitalier Universitaire de Rennes|Centre Hospitalier de Roanne|Hopital Foch|Centre Hospitalier de Toulon|Centre Hospitalier Universitaire de Toulouse|Centre Hospitalier Universitaire de Tours|Gustave-Roussy|Hospital Clinic Universitari",Miami|Argenteuil|Beauvais|Boulogne|Bourg-en-Bresse|Brest|Brive-la-Gaillarde|Clichy|Colombes|CrÃ©teil|Dieppe|Dijon|Etampes|Jossigny|La Roche-sur-Yon|La Rochelle|Le Chesnay|Lille|Lyon|Massy|Melun|Nantes|OrlÃ©ans|Paris|Paris|Paris|Quincy-sous-SÃ©nart|Rennes|Roanne|Suresnes|Toulon|Toulouse|Tours|Villejuif|Valencia,Florida||||||||||||||||||||||||||||||||||,33136||||||||||||||||78150||||||||||||||||||,United States|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|France|Spain,35
"ClinicalTrials.gov processed this data on April 17, 2020",2020-04-06,NA,NA,2020-04-06,2020-04-06,2020-04-09,Actual,NA,NA,NA,NA,NA,NA,2020-04-06,2020-04-09,Actual,"April 13, 2020",Anticipated,2020-04-13,April 2020,2020-04-30,"June 15, 2020",Anticipated,2020-06-15,"May 15, 2020",Anticipated,2020-05-15,2 Days,Observational [Patient Registry],NODS-Cov2,,NOsocomial Dissemination Risk of SARS-Cov2,NOsocomial Dissemination Risk of SARS-Cov2,Not yet recruiting,NA,NA,100,Anticipated,Assistance Publique - HÃ´pitaux de Paris,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-19T09:02:03Z,2020-04-19T09:02:03Z,5098046,NCT04339881,Sars-CoV2,sars-cov2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ClinicalTrials.gov processed this data on April 03, 2020",2020-03-30,NA,NA,2020-03-31,2020-03-31,2020-04-02,Actual,NA,NA,NA,NA,NA,NA,2020-03-31,2020-04-02,Actual,"March 30, 2020",Actual,2020-03-30,March 2020,2020-03-31,"March 30, 2025",Anticipated,2025-03-30,"March 30, 2025",Anticipated,2025-03-30,5 Years,Observational [Patient Registry],C19REG,,COVID-19 Public Image Registry,COVID-19 Public Image Registry,Recruiting,NA,NA,500000,Anticipated,RAD-AID International,,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,"All data will be shared, but in a de-identified state.",2020-04-06T08:51:02Z,2020-04-06T08:51:02Z,4923288,NCT04331860,COVID-19,covid-19,Other,No intervention,"There is no intervention, this is an observational registry",1,Recruiting,To be determined,San Francisco,California,94960,United States,1
"ClinicalTrials.gov processed this data on April 10, 2020",2020-03-31,NA,NA,2020-04-02,2020-04-02,2020-04-03,Actual,NA,NA,NA,NA,NA,NA,2020-04-02,2020-04-03,Actual,"April 1, 2020",Anticipated,2020-04-01,March 2020,2020-03-31,"November 1, 2020",Anticipated,2020-11-01,"October 1, 2020",Anticipated,2020-10-01,6 Months,Observational [Patient Registry],Covid-VAS,,Outcomes of Vascular Surgery in COVID-19 Infection: National Cohort Study,Outcomes of Vascular Surgery in COVID-19 Infection: National Cohort Study (Covid-VAS),Not yet recruiting,NA,NA,50,Anticipated,Vascular Investigation Network Spanish Society for Angiology and Vascular Surgery,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,No sharing plan available nowadays.,2020-04-13T08:59:15Z,2020-04-13T08:59:15Z,5018109,NCT04333693,COVID-19,covid-19,Procedure,Vascular surgery,"Open vascular, endovascular or hybrid procedures",1,,Spanish Society for Angiology and Vascular Surgery,Madrid,,28006,Spain,1
"ClinicalTrials.gov processed this data on April 10, 2020",2020-03-30,NA,NA,2020-04-01,2020-04-01,2020-04-02,Actual,NA,NA,NA,NA,NA,NA,2020-04-01,2020-04-02,Actual,"March 10, 2020",Actual,2020-03-10,April 2020,2020-04-30,"April 30, 2020",Anticipated,2020-04-30,"April 10, 2020",Anticipated,2020-04-10,3 Months,Observational [Patient Registry],SARS-RAS,,Renin-Angiotensin System Inhibitors and COVID-19,Phase IV Observational Study to Associate Hypertension and Hypertensinon Treatment to COVID19,Recruiting,NA,NA,2000,Anticipated,Societa Italiana dell'Ipertensione Arteriosa,,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-12T09:06:31Z,2020-04-12T09:06:31Z,5004861,NCT04331574,COVID-19,covid-19,NA,NA,NA,NA,Recruiting,Spedali Civili di Brescia,Brescia,,,Italy,1
"ClinicalTrials.gov processed this data on April 09, 2020",2020-03-26,NA,NA,2020-03-26,2020-03-26,2020-03-31,Actual,NA,NA,NA,NA,NA,NA,2020-03-26,2020-03-31,Actual,"March 27, 2020",Anticipated,2020-03-27,March 2020,2020-03-31,"September 30, 2020",Anticipated,2020-09-30,"September 30, 2020",Anticipated,2020-09-30,6 Months,Observational [Patient Registry],COntAGIouS,,In-depth Immunological Investigation of COVID-19.,In-depth Characterisation of the Dynamic Host Immune Response to Coronavirus SARS-CoV-2,Not yet recruiting,NA,NA,100,Anticipated,Universitaire Ziekenhuizen Leuven,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blood, plasma, PBMC, BAL, lung tissue
    ",NA,NA,NA,Undecided,NA,2020-04-10T09:15:45Z,2020-04-10T09:15:45Z,4975576,NCT04327570,Coronavirus Infections,coronavirus infections,Other,Patient sampling,"Blood draw, NP/rectal swab, bronchoscopy if clinically indicated, lung tissue if applicable",1,NA,NA,NA,NA,NA,NA,NA
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-09,NA,NA,2020-04-14,2020-04-09,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-15,Actual,"May 15, 2020",Anticipated,2020-05-15,April 2020,2020-04-30,"May 15, 2022",Anticipated,2022-05-15,"May 15, 2021",Anticipated,2021-05-15,1 Month,Observational [Patient Registry],GRAVID,,LunG canceR pAtients coVId19 Disease (GRAVID),Observational Retrospective Register of Spanish Lung Cancer Patients With COVID19 Disease,Not yet recruiting,NA,NA,200,Anticipated,Spanish Lung Cancer Group,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-25T09:17:24Z,2020-04-25T09:17:24Z,5173637,NCT04344002,Covid-19,covid-19,NA,NA,NA,NA,|,H. Universitario QuirÃ³n Dexeus|H.U. Puerta de Hierro,Barcelona|Madrid,|,08036|28035,Spain|Spain,2
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-03,NA,NA,2020-04-11,2020-04-11,2020-04-15,Actual,NA,NA,NA,NA,NA,NA,2020-04-11,2020-04-15,Actual,"April 15, 2020",Anticipated,2020-04-15,April 2020,2020-04-30,"January 1, 2021",Anticipated,2021-01-01,"October 15, 2020",Anticipated,2020-10-15,6 Months,Observational [Patient Registry],RegCOVID19,,Observational Study of Follow-up of Hospitalized Patients Diagnosed With COVID-19 to Evaluate the Effectiveness of the Drug Treatment Used to Treat This Disease. COVID-19 Registry,Observational Study of Follow-up of Hospitalized Patients Diagnosed With COVID-19 to Evaluate the Effectiveness of the Drug Treatment Used to Treat This Disease. COVID-19 Registry,Not yet recruiting,NA,NA,100,Anticipated,Instituto de InvestigaciÃ³n MarquÃ©s de Valdecilla,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-25T09:16:05Z,2020-04-25T09:16:05Z,5173350,NCT04347278,SARS-CoV-2,sars-cov-2,Drug,Patients with the treatment agains COVID19,"Data will be collected from patients who receive any of the treatments included in the ""Technical Document. Manejo clÃ­nico del COVID-19: tratamiento mÃ©dico"" of the Ministry of Health, and ""Tratamientos disponibles para el manejo de la infecciÃ³n respiratoria por SARS-CoV-2"" of the AEMPS, either as antivirals or as treatment of the inflammatory process in patients with SARS, or others as they arise.",1,NA,NA,NA,NA,NA,NA,NA
"ClinicalTrials.gov processed this data on April 24, 2020",2020-04-08,NA,NA,2020-04-13,2020-04-10,2020-04-13,Actual,NA,NA,NA,NA,NA,NA,2020-04-13,2020-04-15,Actual,"April 10, 2020",Actual,2020-04-10,April 2020,2020-04-30,"December 31, 2099",Anticipated,2099-12-31,"December 31, 2099",Anticipated,2099-12-31,100 Years,Observational [Patient Registry],NA,,"Healthcare Worker Exposure Response and Outcomes (HERO) Registry Study, COVID-19",Healthcare Worker Exposure Response and Outcomes (HERO) Registry Study,Recruiting,NA,NA,100000,Anticipated,Duke University,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-25T09:17:36Z,2020-04-25T09:17:36Z,5173683,NCT04342806,COVID-19,covid-19,NA,NA,NA,NA,Recruiting,Duke Clinical Research Institute,Durham,North Carolina,27701,United States,1
"ClinicalTrials.gov processed this data on April 22, 2020",2020-04-10,NA,NA,2020-04-10,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,"March 20, 2020",Actual,2020-03-20,April 2020,2020-04-30,August 2020,Anticipated,2020-08-31,June 2020,Anticipated,2020-06-30,12 Months,Observational [Patient Registry],CCU-COVID19,,Impact of COVID19 Outbreak in Cardiac Acute Care,Impact of COVID19 Outbreak in Cardiac Patients Admitted in Intensive Care Unit : the CCU-COVID19 Study,Recruiting,NA,NA,500,Anticipated,Assistance Publique - HÃ´pitaux de Paris,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,The data will be available 12 months after the beginning of the Registry,to be determined,NA,Yes,Open to collaboration,2020-04-24T09:06:10Z,2020-04-24T09:06:10Z,5159495,NCT04344912,COVID,covid,Other,Data collection,Diagnostic and prognostic evaluation of cardiac patients hospitalized in CCU during the COVID-19 outbreak; patient's immune status regarding the presence of SARS-CoV-2 specific antibodies,1,Recruiting,"UnitÃ© de Soins Intensifs de Cardiologie, PitiÃ© SalpÃªtriÃ¨re Hospital, AP-HP",Paris,,75013,France,1
"ClinicalTrials.gov processed this data on April 03, 2020",2020-03-25,NA,NA,2020-03-25,2020-03-25,2020-03-27,Actual,NA,NA,NA,NA,NA,NA,2020-03-25,2020-03-27,Actual,"March 23, 2020",Actual,2020-03-23,March 2020,2020-03-31,"June 23, 2021",Anticipated,2021-06-23,"March 23, 2021",Anticipated,2021-03-23,30 Days,Observational [Patient Registry],CAPACITY-COVID,,Cardiac complicAtions in Patients With SARS Corona vIrus 2 regisTrY,Cardiac complicAtions in Patients With SARS Corona vIrus 2 regisTrY,Recruiting,NA,NA,1000,Anticipated,UMC Utrecht,,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-04-06T08:54:50Z,2020-04-06T08:54:50Z,4924221,NCT04325412,COVID-19; Cardiovascular Diseases,covid-19; cardiovascular diseases,NA,NA,NA,NA,Recruiting,University Medical Center Utrecht,Utrecht,,3584 CX,Netherlands,1
"ClinicalTrials.gov processed this data on April 22, 2020",2020-04-07,NA,NA,2020-04-10,2020-04-07,2020-04-09,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,"April 3, 2020",Actual,2020-04-03,April 2020,2020-04-30,"April 30, 2021",Anticipated,2021-04-30,"June 30, 2020",Anticipated,2020-06-30,28 Days,Observational [Patient Registry],FRENCH CORONA,,French Multicentre Observational Study on SARS-Cov-2 Infections (COVID-19) ICU Management Study,French Multicentre Observational Study on SARS-Cov-2 Infections (COVID-19) ICU Management: the FRENCH CORONA Study,Recruiting,NA,NA,220,Anticipated,Centre Hospitalier Universitaire de NÄ«mes,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-24T09:07:27Z,2020-04-24T09:07:27Z,5159772,NCT04340466,Corona Virus Infection,corona virus infection,Other,No intervention,No intervention,1,Recruiting,CHU Nimes,NÃ®mes,,30029,France,1
"ClinicalTrials.gov processed this data on April 22, 2020",2020-03-25,NA,NA,2020-04-10,2020-03-25,2020-03-27,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,April 2020,Anticipated,2020-04-30,March 2020,2020-03-31,September 2021,Anticipated,2021-09-30,June 2021,Anticipated,2021-06-30,2 Months,Observational [Patient Registry],NA,,Clinical Evaluation of Cordio Application in Adult COVID-19 Virus Positive Patients,Single-Arm Observational Study Designed to Clinically Evaluate Cordio Application in Adult Patients Positive to COVID-19,Not yet recruiting,NA,NA,5000,Anticipated,Cordio Medical,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-04-24T09:08:23Z,2020-04-24T09:08:23Z,5160001,NCT04325048,Coronavirus Infection,coronavirus infection,Device,Cordio App,Adult patients positive to COVID-19 virus will record several predefined sentences via a smartphone / tablet and will answer questions via the app,1,NA,NA,NA,NA,NA,NA,NA
"ClinicalTrials.gov processed this data on March 31, 2020",2020-03-16,NA,NA,2020-03-16,2020-03-16,2020-03-19,Actual,NA,NA,NA,NA,NA,NA,2020-03-16,2020-03-19,Actual,"March 20, 2020",Anticipated,2020-03-20,March 2020,2020-03-31,"May 31, 2020",Anticipated,2020-05-31,"May 1, 2020",Anticipated,2020-05-01,3 Weeks,Observational [Patient Registry],NA,,The Observational Study of Cardiac and Pulmonary Ultrasound and Evaluation of Treatment of Severe Patients With Novel Coronavirus Pneumonia,The Observational Study of Cardiac and Pulmonary Ultrasound and Evaluation of Treatment of Severe Patients With Novel Coronavirus Pneumonia,Recruiting,NA,NA,80,Anticipated,Xiangya Hospital of Central South University,,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-04-01T09:19:19Z,2020-04-01T09:19:19Z,4308778,NCT04314271,Novel Coronavirus Pneumonia,novel coronavirus pneumonia,NA,NA,NA,NA,Recruiting,"Xiangya Hospital, Central South University",Changsha,Hunan,410000,China,1
