nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,intervention_type,intervention_name,description,n.x,status,facility_name,city,state,zip,country,n.y
NCT04283461,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-21,NA,NA,2020-03-19,2020-02-21,2020-02-25,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-20,Actual,"March 3, 2020",Actual,2020-03-03,"February 20, 2020",2020-02-20,"June 1, 2021",Anticipated,2021-06-01,"June 1, 2021",Anticipated,2021-06-01,NA,Interventional,NA,,Safety and Immunogenicity Study of 2019-nCoV Vaccine (mRNA-1273) to Prevent SARS-CoV-2 Infection,"Phase I, Open-Label, Dose-Ranging Study of the Safety and Immunogenicity of 2019-nCoV Vaccine (mRNA-1273) in Healthy Adults",Recruiting,NA,Phase 1,45,Anticipated,National Institute of Allergy and Infectious Diseases (NIAID),,3,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2020-03-24T08:56:55Z,2020-03-24T08:56:55Z,Biological,mRNA-1273,"Lipid nanoparticle (LNP) dispersion containing an mRNA that encodes for the prefusion stabilized spike protein 2019-nCoV. mRNA-1273 consists of an mRNA Drug Substance that is manufactured into LNPs composed of the proprietary ionizable lipid, SM-102, and 3 commercially available lipids, cholesterol, DSPC, and PEG2000 DMG.",1,Not yet recruiting|Recruiting,Emory Children's Center - Pediatric Infectious Diseases|Kaiser Permanente Washington Health Research Institute - Vaccines and Infectious Diseases,Decatur|Seattle,Georgia|Washington,30030-1705|98101-1466,United States|United States,2
NCT04283838,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-22,NA,NA,2020-03-14,2020-02-22,2020-02-25,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"February 22, 2020",Anticipated,2020-02-22,February 2020,2020-02-29,"May 15, 2020",Anticipated,2020-05-15,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Humanistic Care in Healthcare Workers in Coronavirus Disease 2019,The Effect of Humanistic Care in Healthcare Workers Participated in the Treatment of Coronavirus Disease 2019,Withdrawn,NA,N/A,0,Actual,Second Affiliated Hospital of Xi'an Jiaotong University,,1,NA,We cannot enroll enough participants.,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:56:54Z,2020-03-24T08:56:54Z,Behavioral,Humanistic Care,Psychological and physical rehabilitation based humanistic care regimen,1,NA,NA,NA,NA,NA,NA,NA
NCT04283825,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-22,NA,NA,2020-03-14,2020-02-22,2020-02-25,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"February 22, 2020",Anticipated,2020-02-22,February 2020,2020-02-29,"May 15, 2020",Anticipated,2020-05-15,"April 30, 2020",Anticipated,2020-04-30,NA,Interventional,NA,,Humanistic Care in Patients With Coronavirus Disease 2019,The Therapeutic Efficacy of Psychological and Physical Rehabilitation Based Humanistic Care in Patients With Coronavirus Disease 2019,Withdrawn,NA,N/A,0,Actual,Second Affiliated Hospital of Xi'an Jiaotong University,,2,NA,We cannot enroll enough participants.,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:56:54Z,2020-03-24T08:56:54Z,Behavioral,Psychological and physical rehabilitation based humanistic care,"This Psychological and physical rehabilitation based humanistic care regimen is generated from the experience of the National medical team members in Wuhan, from our hospital. In addition to the routine therapy, we will apply this comprehensive humanistic care regimen to the patients according to their condition. The patients will be stratified by the severity and receive different combinations of Psychological and physical rehabilitation activities.",1,NA,NA,NA,NA,NA,NA,NA
NCT04303299,"ClinicalTrials.gov processed this data on March 20, 2020",2020-02-24,NA,NA,2020-03-10,2020-03-08,2020-03-11,Actual,NA,NA,NA,NA,NA,NA,2020-03-10,2020-03-12,Actual,"March 15, 2020",Anticipated,2020-03-15,March 2020,2020-03-31,"November 30, 2020",Anticipated,2020-11-30,"October 31, 2020",Anticipated,2020-10-31,NA,Interventional,THDMS-COVID19,,"Various Combination of Protease Inhibitors, Oseltamivir, Favipiravir, and Chloroquin for Treatment of COVID19 : A Randomized Control Trial","A 6 Week Prospective, Open Label, Randomized, in Multicenter Study of, Oseltamivir Plus Chloroquine Versus Lopipinavir/ Ritonavir Plus Oseltamivir Versus Darunavir/ Ritonavir Plus Oseltamivir Plus Chloroquine in Mild COVID19 AND Lopipinavir/ Ritonavir Plus Oseltamivir Versus Favipiravir Plus Lopipinavir / Ritonavir Versus Darunavir/ Ritonavir Plus Oseltamivir Plus Chloroquine Versus Favipiravir Plus Darunavir and Ritonavir Plus Chloroquine in Moderate to Critically Ill COVID19",Not yet recruiting,NA,Phase 3,80,Anticipated,Rajavithi Hospital,,8,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,Undecided,NA,2020-03-22T09:04:34Z,2020-03-22T09:04:34Z,Drug,Oral,Anti virus treatment,1,,Assistant Professor Subsai Kongsaengdao,Bangkok,,10400,Thailand,1
NCT04293692,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-24,NA,NA,2020-03-15,2020-02-29,2020-03-03,Actual,NA,NA,NA,NA,NA,NA,2020-03-15,2020-03-18,Actual,"February 24, 2020",Actual,2020-02-24,March 2020,2020-03-31,"February 25, 2020",Actual,2020-02-25,"February 25, 2020",Actual,2020-02-25,NA,Interventional,NA,,Therapy for Pneumonia Patients iInfected by 2019 Novel Coronavirus,Human Umbilical Cord Mesenchymal Stem Cells Treatment for Pneumonia Patients Infected by 2019 Novel Coronavirus,Withdrawn,NA,N/A,0,Actual,Puren Hospital Affiliated to Wuhan University of Science and Technology,,2,NA,"Patients were transferred to designated hospitals for treatment as needed, the clinical trials
    cannot be conducted.",FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-24T08:56:33Z,2020-03-24T08:56:33Z,Biological|Other,UC-MSCs|Placebo,"0.5*10E6 UC-MSCs /kg body weight suspended in 100mL saline containing 1% human albumin intravenously at Day1, Day3, Day5, Day7|100mL saline containing 1% human albumin intravenously at Day 1, Day 3, Day 5, Day 7",2,,Puren Hospital Affiliated to Wuhan University of Science and Technology,Wuhan,Hubei,430081,China,1
NCT04288102,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-24,NA,NA,2020-03-19,2020-02-25,2020-02-28,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-23,Estimate,"March 5, 2020",Actual,2020-03-05,March 2020,2020-03-31,"December 31, 2021",Anticipated,2021-12-31,"December 31, 2020",Anticipated,2020-12-31,NA,Interventional,NA,,Treatment With Mesenchymal Stem Cells for Severe Corona Virus Disease 2019(COVID-19),"Prospective, Randomized, Multi-center Phase 2 Clinical Trial of Mesenchymal Stem Cell(MSC) for the Treatment of Severe Corona Virus Disease 2019(COVID-19)",Recruiting,NA,Phase 1/Phase 2,90,Anticipated,Beijing 302 Hospital,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:56:46Z,2020-03-24T08:56:46Z,Biological|Biological,MSCs|Saline containing 1% Human serum albuminï¼ˆsolution of MSCï¼‰,"3 times of MSCs(4.0*10E7 cells per time) intravenously at Day 0, Day 3, Day 6.|3 times of placeboï¼ˆintravenously at Day 0, Day 3, Day 6ï¼‰",2,Recruiting|Recruiting,Maternal and Child Hospital of Hubei Province|Wuhan Huoshenshan Hospital,Wuhan|Wuhan,Hubei|Hubei,430000|430000,China|China,2
NCT04286503,"ClinicalTrials.gov processed this data on March 06, 2020",2020-02-25,NA,NA,2020-02-25,2020-02-25,2020-02-27,Actual,NA,NA,NA,NA,NA,NA,2020-02-25,2020-02-27,Actual,"February 23, 2020",Anticipated,2020-02-23,February 2020,2020-02-29,"February 28, 2021",Anticipated,2021-02-28,"February 28, 2021",Anticipated,2021-02-28,NA,Interventional,NA,,The Clinical Study of Carrimycin on Treatment Patients With COVID-19,"The Efficacy and Safety of Carrimycin Treatment in Patients With Novel Coronavirus Infectious Disease (COVID-19) : A Multicenter, Randomized, Open-controlled Study",Not yet recruiting,NA,Phase 4,520,Anticipated,Beijing YouAn Hospital,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-09T09:10:50Z,2020-03-09T09:10:50Z,Drug|Drug|Drug,Carrimycin|lopinavir/ritonavir tablets or Arbidol or chloroquine phosphate|basic treatment,Carrimycin|lopinavir/ritonavir tablets or Arbidol or chloroquine phosphate|basic treatment,3,NA,NA,NA,NA,NA,NA,NA
NCT04291729,"ClinicalTrials.gov processed this data on March 16, 2020",2020-02-27,NA,NA,2020-03-04,2020-02-28,2020-03-02,Actual,NA,NA,NA,NA,NA,NA,2020-03-04,2020-03-06,Actual,"February 17, 2020",Actual,2020-02-17,February 2020,2020-02-29,"April 30, 2020",Anticipated,2020-04-30,"March 31, 2020",Anticipated,2020-03-31,NA,Interventional,NA,,Evaluation of Ganovo ï¼ˆDanoprevir ï¼‰ Combined With Ritonavir in the Treatment of Novel Coronavirus Infection,An Open and Controlled Clinical Trial to Evaluate Ganovoï¼ˆDanoprevir ï¼‰ Combined With Ritonavir in the Treatment of Novel Coronavirusï¼ˆ2019-nCoVï¼‰ Infection,Recruiting,NA,Phase 4,50,Anticipated,The Ninth Hospital of Nanchang,,5,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-03-17T09:07:01Z,2020-03-17T09:07:01Z,Drug|Drug|Drug|Drug|Drug,Ganovo+ritonavir+/-Interferon atomization|Long acting interferon|Recombinant cytokine gene-derived protein|Lopinavir+ritonavir|Chinese medicines +interferon atomization,"Ganovo one tablet (100mg / tablet) at a time, twice a day, up to 14 days. Ritonavir one tablet(100mg / tablet) at a time, twice a day, up to 14 days.With or without spray inhalation of interferon, 50Î¼g / time for adults, twice a day up to 14 days.|Pegasys 180 Î¼g, subcutaneous injection once a week.|Spray inhalation of Novaferon, 20 Î¼g, twice a day, up to 14 days.|Lopinavir/ritonavir, 200 mg / 50 mg, per tablet, oral, 2 tablets at a time, twice a day, up to 14 days.|Chinese medicines , up to 14 days.Spray inhalation of interferon, 50Î¼g / time for adults, twice a day up to 14 days.",5,Recruiting,The Ninth Hospital of Nanchang,Nanchang,Jiangxi,330000,China,1
NCT04290871,"ClinicalTrials.gov processed this data on March 16, 2020",2020-02-27,NA,NA,2020-03-03,2020-02-27,2020-03-02,Actual,NA,NA,NA,NA,NA,NA,2020-03-03,2020-03-06,Actual,"March 1, 2020",Anticipated,2020-03-01,March 2020,2020-03-31,"March 1, 2022",Anticipated,2022-03-01,"March 1, 2021",Anticipated,2021-03-01,NA,Interventional,NOSARSCOVID,,Nitric Oxide Gas Inhalation for Severe Acute Respiratory Syndrome in COVID-19.,Nitric Oxide Gas Inhalation Therapy for Severe Acute Respiratory Syndrome Due to COVID-19.,Not yet recruiting,NA,Phase 2,104,Anticipated,Xijing Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-17T09:07:06Z,2020-03-17T09:07:06Z,Drug,Nitric Oxide Gas,"Inspired NO will be delivered at 80 parts per million (ppm) in the first 48 hours of enrollment. After that, NO levels will be decreased to 40 ppm until severe hypoxia resolves. Weaning from NO will start when patients improves the level of oxygenation to a PaO2/FiO2 > 300 mmHg or SpO2 > 93% for more than 24 hours consecutively. Physician will follow their own institutional weaning protocols. In the absence of institutional protocols, NO will be reduced every 4 hours in step-wise fashion starting from 40 ppm to 20, 10, 5, 3, 2 and 1 ppm.",1,NA,NA,NA,NA,NA,NA,NA
NCT04302519,"ClinicalTrials.gov processed this data on March 19, 2020",2020-02-27,NA,NA,2020-03-09,2020-03-09,2020-03-10,Actual,NA,NA,NA,NA,NA,NA,2020-03-09,2020-03-10,Actual,"March 5, 2020",Anticipated,2020-03-05,February 2020,2020-02-29,"July 30, 2021",Anticipated,2021-07-30,"June 30, 2021",Anticipated,2021-06-30,NA,Interventional,NA,,Novel Coronavirus Induced Severe Pneumonia Treated by Dental Pulp Mesenchymal Stem Cells,Clinical Study of Novel Coronavirus Induced Severe Pneumonia Treated by Dental Pulp Mesenchymal Stem Cells,Not yet recruiting,NA,Early Phase 1,24,Anticipated,"CAR-T (Shanghai) Biotechnology Co., Ltd.",,1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-20T09:16:55Z,2020-03-20T09:16:55Z,Biological,Dental pulp mesenchymal stem cells,"On the basis of clinical standard treatment, the injection of dental mesenchymal stem cells was increased on day 1, 3 and 7 of the trial.",1,NA,NA,NA,NA,NA,NA,NA
NCT04290858,"ClinicalTrials.gov processed this data on March 20, 2020",2020-02-27,NA,NA,2020-03-09,2020-02-28,2020-03-02,Actual,NA,NA,NA,NA,NA,NA,2020-03-09,2020-03-11,Actual,"March 1, 2020",Anticipated,2020-03-01,March 2020,2020-03-31,"February 1, 2022",Anticipated,2022-02-01,"March 1, 2021",Anticipated,2021-03-01,NA,Interventional,NoCovid,,Nitric Oxide Gas Inhalation Therapy for Mild/Moderate COVID19 Infection,Nitric Oxide Gas Inhalation Therapy in Spontaneous Breathing Patients With Mild/Moderate COVID19 Infection: a Randomized Clinical Trial,Not yet recruiting,NA,Phase 2,240,Anticipated,Xijing Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-21T09:13:51Z,2020-03-21T09:13:51Z,Drug,Nitric Oxide,"Nitric Oxide (NO) will be delivered together with the standard of care for a period of 20-30 minutes 2 times per day for 14 consecutive days from time of enrollment. Targeted concentration will have a tidal oscillation between 100 and 300 ppm, in order to maintain an average inhaled concentration from 140 to 180 ppm. The gas will be delivered through a CPAP circuit ensuring an end-expiratory pressure between 2 and 10 cmH2O or trough a non-rebreathing mask without positive end expiratory pressure, depending on the clinical needs of the patient.",1,NA,NA,NA,NA,NA,NA,NA
NCT04291053,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-27,NA,NA,2020-03-14,2020-02-27,2020-03-02,Actual,NA,NA,NA,NA,NA,NA,2020-03-14,2020-03-17,Actual,"April 1, 2020",Anticipated,2020-04-01,March 2020,2020-03-31,"September 1, 2020",Anticipated,2020-09-01,"August 1, 2020",Anticipated,2020-08-01,NA,Interventional,NA,,The Efficacy and Safety of Huai er in the Adjuvant Treatment of COVID-19,"The Efficacy and Safety of Huai er in the Adjuvant Treatment of COVID-19: a Prospective, Multicenter, Randomized, Parallel Controlled Clinical Study",Not yet recruiting,NA,Phase 2/Phase 3,550,Anticipated,Tongji Hospital,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-24T08:56:41Z,2020-03-24T08:56:41Z,Drug,Huaier Granule,standard treatment + Huaier Granule 20g po tid for 2weeks,1,NA,NA,NA,NA,NA,NA,NA
NCT04299152,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-28,NA,NA,2020-03-19,2020-03-05,2020-03-06,Actual,NA,NA,NA,NA,NA,NA,2020-03-19,2020-03-20,Actual,"April 10, 2020",Anticipated,2020-04-10,March 2020,2020-03-31,"November 10, 2020",Anticipated,2020-11-10,"October 9, 2020",Anticipated,2020-10-09,NA,Interventional,NA,,Stem Cell Educator Therapy Treat the Viral Inflammation Caused by Severe Acute Respiratory Syndrome Coronavirus 2,Clinical Application of Stem Cell Educator Therapy for the Treatment of Viral Inflammation Caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),Not yet recruiting,NA,Phase 2,20,Anticipated,Tianhe Stem Cell Biotechnologies Inc.,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:56:25Z,2020-03-24T08:56:25Z,Combination Product,Stem Cell Educator-Treated Mononuclear Cells Apheresis,"SCE therapy circulates a patient's blood through a blood cell separator, briefly cocultures the patient's immune cells with adherent CB-SC in vitro, and returns the ""educated"" autologous immune cells to the patient's circulation.",1,NA,NA,NA,NA,NA,NA,NA
NCT04292899,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-28,NA,NA,2020-03-20,2020-02-28,2020-03-03,Actual,NA,NA,NA,NA,NA,NA,2020-03-20,2020-03-23,Estimate,"March 6, 2020",Actual,2020-03-06,March 2020,2020-03-31,May 2020,Anticipated,2020-05-31,May 2020,Anticipated,2020-05-31,NA,Interventional,NA,,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Severe Coronavirus Disease (COVID-19),A Phase 3 Randomized Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Severe COVID-19,Recruiting,NA,Phase 3,400,Anticipated,Gilead Sciences,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:56:38Z,2020-03-24T08:56:38Z,Drug|Drug,Remdesivir|Standard of Care,Administered as an intravenous infusion|Standard of care therapy per local written policies or guidelines,2,Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting,"Hoag Memorial Hospital Presbyterian|Stanford Hospital|University of Chicago|Brigham & Women's Hospital and Harvard Medical School|The Miriam Hospital|Providence Regional Medical Center Everett|Swedish Center for Comprehensive Care|Prince of Wales Hospital|Princess Margaret Hospital|Queen Mary Hospital|Kyungpook National University Hospital|Seoul Medical Center|National Medical Center|National University Hospital|Singapore General Hospital|National Centre for Infectious Diseases, Tan Tock Seng Hospital|National Taiwan University Hospital",Newport Beach|Stanford|Chicago|Boston|Providence|Everett|Seattle|Hong Kong|Hong Kong|Hong Kong|Daegu|Seoul|Seoul|Singapore|Singapore|Singapore|Taipei City,California|California|Illinois|Massachusetts|Rhode Island|Washington|Washington||||||||||,92658|94305|60637|02115|02906|98201|98104||||41944|02053|04564|119228|169856|308442|10002,"United States|United States|United States|United States|United States|United States|United States|Hong Kong|Hong Kong|Hong Kong|Korea, Republic of|Korea, Republic of|Korea, Republic of|Singapore|Singapore|Singapore|Taiwan",17
NCT04292730,"ClinicalTrials.gov processed this data on March 23, 2020",2020-02-28,NA,NA,2020-03-20,2020-02-28,2020-03-03,Actual,NA,NA,NA,NA,NA,NA,2020-03-20,2020-03-23,Estimate,"March 15, 2020",Actual,2020-03-15,March 2020,2020-03-31,May 2020,Anticipated,2020-05-31,May 2020,Anticipated,2020-05-31,NA,Interventional,NA,,Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,A Phase 3 Randomized Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Moderate COVID-19 Compared to Standard of Care Treatment,Recruiting,NA,Phase 3,600,Anticipated,Gilead Sciences,,3,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:56:39Z,2020-03-24T08:56:39Z,Drug|Drug,Remdesivir|Standard of Care,Administered as an intravenous infusion|Standard of care therapy per local written policies or guidelines,2,Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting|Recruiting,"Hoag Memorial Hospital Presbyterian|Stanford Hospital|University of Chicago|Brigham & Women's Hospital and Harvard Medical School|The Miriam Hospital|Providence Medical Research Center|Swedish Center for Comprehensive Care|Prince of Wales Hospital|Princess Margaret Hospital|Queen Mary Hospital|Kyungpook National University Hospital|Seoul Medical Center|National Medical Center|National University Hospital|Singapore General Hospital|National Centre for Infectious Diseases, Tan Tock Seng Hospital|National Taiwan University Hospital",Newport Beach|Stanford|Chicago|Boston|Providence|Everett|Seattle|Hong Kong|Hong Kong|Hong Kong|Daegu|Seoul|Seoul|Singapore|Singapore|Singapore|Taipei City,California|California|Illinois|Massachusetts|Rhode Island|Washington|Washington||||||||||,92658|94305|60637|02115|02906|98201|98104||||41944|02053|04564|119228|169856|308442|10002,"United States|United States|United States|United States|United States|United States|United States|Hong Kong|Hong Kong|Hong Kong|Korea, Republic of|Korea, Republic of|Korea, Republic of|Singapore|Singapore|Singapore|Taiwan",17
NCT04295551,"ClinicalTrials.gov processed this data on March 13, 2020",2020-03-03,NA,NA,2020-03-03,2020-03-03,2020-03-04,Actual,NA,NA,NA,NA,NA,NA,2020-03-03,2020-03-04,Actual,"March 14, 2020",Anticipated,2020-03-14,March 2020,2020-03-31,"April 14, 2021",Anticipated,2021-04-14,"July 14, 2020",Anticipated,2020-07-14,NA,Interventional,NA,,Multicenter Clinical Study on the Efficacy and Safety of Xiyanping Injection in the Treatment of New Coronavirus Infection Pneumonia (General and Severe),Multicenter Clinical Study on the Efficacy and Safety of Xiyanping Injection in the Treatment of New Coronavirus Infection Pneumonia (General and Severe),Not yet recruiting,NA,N/A,80,Anticipated,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,,3,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-03-15T09:18:57Z,2020-03-15T09:18:57Z,Drug|Drug,Lopinavir / ritonavir tablets combined with Xiyanping injection|Lopinavir/ritonavir treatment,"Xiyanping injection, 10-20ml daily, Qd, the maximum daily does not exceed 500mg (20mL) + Lopinavir tablet or Ritonavir tablet+Alpha-interferon nebulization, for 7-14 days,|Lopinavir / ritonavir tablets, 2 times a day, 2 tablets at a time; alpha-interferon nebulization",2,NA,NA,NA,NA,NA,NA,NA
NCT04296643,"ClinicalTrials.gov processed this data on March 13, 2020",2020-03-03,NA,NA,2020-03-03,2020-03-03,2020-03-05,Actual,NA,NA,NA,NA,NA,NA,2020-03-03,2020-03-05,Actual,"April 1, 2020",Anticipated,2020-04-01,March 2020,2020-03-31,"January 1, 2021",Anticipated,2021-01-01,"December 1, 2020",Anticipated,2020-12-01,NA,Interventional,NA,,Medical Masks vs N95 Respirators for COVID-19,Medical Masks Versus N95 Respirators to Prevent 2019 Novel Coronavirus Disease (COVID-19) in Healthcare Workers: A Randomized Trial,Not yet recruiting,NA,N/A,576,Anticipated,McMaster University,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2020-03-16T09:09:15Z,2020-03-16T09:09:15Z,Device|Device,Medical Mask|N95 respirator,Medical Mask (known also as Surgical Mask)|N95 respirator,2,NA,NA,NA,NA,NA,NA,NA
NCT04308317,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-04,NA,NA,2020-03-13,2020-03-13,2020-03-16,Actual,NA,NA,NA,NA,NA,NA,2020-03-13,2020-03-16,Actual,"March 5, 2020",Anticipated,2020-03-05,March 2020,2020-03-31,"May 1, 2021",Anticipated,2021-05-01,"March 1, 2021",Anticipated,2021-03-01,NA,Interventional,TT-NPC,,Tetrandrine Tablets Used in the Treatment of COVID-19,Clinical Study of Tetrandrine Tablets Adjuvant Treatment With COVID-19,Enrolling by invitation,NA,Phase 4,60,Anticipated,Henan Provincial People's Hospital,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:55:37Z,2020-03-24T08:55:37Z,Drug,Tetrandrine,Tetrandrine 60mg QD for 1week,1,,Tetrandrine Tablets,Jinhua,Zhejiang,321000,China,1
NCT04299724,"ClinicalTrials.gov processed this data on March 18, 2020",2020-03-05,NA,NA,2020-03-06,2020-03-06,2020-03-09,Actual,NA,NA,NA,NA,NA,NA,2020-03-06,2020-03-09,Actual,"February 15, 2020",Actual,2020-02-15,March 2020,2020-03-31,"December 31, 2024",Anticipated,2024-12-31,"July 31, 2023",Anticipated,2023-07-31,NA,Interventional,NA,,Safety and Immunity of Covid-19 aAPC Vaccine,Safety and Immunity Evaluation of A Covid-19 Coronavirus Artificial Antigen Presenting Cell Vaccine,Recruiting,NA,Phase 1,100,Anticipated,Shenzhen Geno-Immune Medical Institute,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-19T09:19:21Z,2020-03-19T09:19:21Z,Biological,Pathogen-specific aAPC,The subjects will receive three injections of 5x10^6 each Covid-19/aAPC vaccine via subcutaneous injections.,1,Recruiting,Shenzhen Geno-immune Medical Institute,Shenzhen,Guangdong,518000,China,1
NCT04304053,"ClinicalTrials.gov processed this data on March 23, 2020",2020-03-05,NA,NA,2020-03-13,2020-03-07,2020-03-11,Actual,NA,NA,NA,NA,NA,NA,2020-03-13,2020-03-17,Actual,"March 15, 2020",Anticipated,2020-03-15,March 2020,2020-03-31,"July 15, 2020",Anticipated,2020-07-15,"July 15, 2020",Anticipated,2020-07-15,NA,Interventional,HCQ4COV19,,Treatment of Mild Cases and Chemoprophylaxis of Contacts as Prevention of the COVID-19 Epidemic,Antiviral Treatment of COVID-19 Confirmed Cases and Ring Chloroquine Chemoprevention in Close Contacts: a Cluster Randomized Clinical Trial,Not yet recruiting,NA,Phase 3,3040,Anticipated,Lihir Medical Centre,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-03-24T08:56:08Z,2020-03-24T08:56:08Z,Drug|Other,Antiviral treatment and prophylaxis|Standard Public Health measures,"darunavir 800 mg / cobicistat 150 mg tablets (oral, 1 tablet q24h, taking for 7 days) and hydroxychloroquine (200mg tablets) 800mg on day 1, and 400mg on days 2,3,4.
Contacts will be offered a prophylactic regimen of hydroxychloroquine (200mg tablets) 800mg on day 1, and 400mg on days 2,3,4.|Isolation of patient and contact tracing as per national guidelines.",2,NA,NA,NA,NA,NA,NA,NA
